ma plantID,pa plantID,fuzzy_cl,num_cl,fungus,polltn_note,datetime,observer,harvest
17R205:S0003414,17R4522:0019419,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003415,11132,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003501,17R4539:0017508,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003502,17R4419:0011134,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003503,16803,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003504,11128,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003505,17R4419:0011108,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003506,17R4562:0016806,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003507,16803,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003509,17R4562:0016803,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003510,17R2252:0011019,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003512,11128,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003513,11108,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003514,17R4562:0016806,,36,,,09/24/2017 12:00:00,josh,
17R205:S0003515,11128,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003516,11108,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003517,17R4562:0016806,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003601,17R2252:0011002,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003602,17R4562:0016803,qe,,,,09/24/2017 12:00:00,josh,
17R205:S0003603,17R4539:0017508,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003604,17R4539:0017508,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003608,17R4562:0016803,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003609,17R2252:0011002,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003610,17R2252:0011012,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003611,17R4522:0019419,qe,,,,09/24/2017 12:00:00,josh,
17R205:S0003612,17R2252:0011012,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003615,17R2252:0011012,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003616,17R4522:0019425,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003617,17R4625:0015808,qe,,,,09/24/2017 12:00:00,josh,
17R205:S0003702,17R2252:0011020,qe,,,,09/24/2017 12:00:00,josh,
17R205:S0003703,15808,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003704,17R4625:0015808,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003705,17R4419:0011132,tqe,,,,09/24/2017 12:00:00,josh,
3706,17R4522:0019419,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003707,11132,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003708,19425,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003709,17R4522:0019425,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003710,17R4419:0011128,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003711,17R4011:0018010,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003712,17R4011:0018010,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003713,11132,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003714,11508,qe,,,,09/24/2017 12:00:00,josh,
17R205:S0003715,11508,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003716,17R4419:0011132,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003717,17R2252:0011002,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003718,17R4419:0011132,he,,,,09/24/2017 12:00:00,josh,
17R205:S0003719,17R4419:0011128,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001702,13505,he,,,,09/24/2017 12:00:00,josh,
17R305:W0001708,13510,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001709,13502,he,,,,09/24/2017 12:00:00,josh,
17R305:W0001719,16606,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001804,13415,he,,,,09/24/2017 12:00:00,josh,
17R305:W0001808,13415,he,,,,09/24/2017 12:00:00,josh,
17R305:W0001813,13415,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001814,16409,he,,,,09/24/2017 12:00:00,josh,
17R305:W0001815,16409,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001817,16606,he,,,,09/24/2017 12:00:00,josh,
17R305:W0001820,16606,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001901,16409,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001902,18201,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001904,18201,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001905,18201,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0001912,16506,qe,,,,09/24/2017 12:00:00,josh,
17R305:W0002003,16502,he,,,,09/24/2017 12:00:00,josh,
17R305:W0002009,16502,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003804,17R4548:0011515,,15,,,09/24/2017 12:00:00,josh,
17R305:W0003805,19510,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003806,17R4548:0011508,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003807,17R4477:0016208,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003808,11508,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003810,17R4568:0018611,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003811,18611,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003812,17R4568:0018611,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003814,11505,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003817,17R4569:0018711,qe,,,,09/24/2017 12:00:00,josh,
17R305:W0003813,17R4477:0016208,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003815,17R4497:0016409,qe,,,,09/24/2017 12:00:00,josh,
17R305:W0003816,17R4558:0016602,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003901,17R4567:0019517,,15,,,09/24/2017 12:00:00,josh,
17R305:W0003902,17R4497:0016411,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003903,17R4477:0016203,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003906,17R4558:0016602,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003907,17R4546:0018201,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003908,17R4558:0016602,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003910,17R4477:0016204,ee,,,,09/24/2017 12:00:00,josh,
17R305:W0003912,17R4546:0018201,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003913,17R4546:0018205,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003914,17R4567:0019510,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003916,19510,he,,,,09/24/2017 12:00:00,josh,
17R305:W0003917,17R4557:0016502,ee,,,,09/24/2017 12:00:00,josh,
17R305:W0003918,19209,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0003920,17R4477:0016208,he,,,,09/24/2017 12:00:00,josh,
17R305:W0004004,17R4567:0019523,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004005,19523,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004007,16411,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004009,19523,he,,,,09/24/2017 12:00:00,josh,
17R305:W0004010,19212,,18,,,09/24/2017 12:00:00,josh,
17R305:W0004012,11508,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004013,11508,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004014,17R4497:0016411,he,,,,09/24/2017 12:00:00,josh,
17R305:W0004016,17R4548:0011508,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004017,17R4548:0011505,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004101,17R4569:0018711,,0,,,09/24/2017 12:00:00,josh,
17R305:W0004105,17R4567:0019524,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004106,19524,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004108,19524,tqe,,,,09/24/2017 12:00:00,josh,
17R305:W0004112,17R4567:0019523,he,,,,09/24/2017 12:00:00,josh,
17R305:W0005401,17R4569:0018709,he,,,,09/24/2017 12:00:00,josh,
17R305:W0005501,18709,he,,,,09/24/2017 12:00:00,josh,
17R305:W0005511,17R4569:0018709,he,,,,09/24/2017 12:00:00,josh,
17R305:W0005516,18709,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002101,18305,,11,,,09/24/2017 12:00:00,josh,
17R405:M0002102,17R4578:0017401,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002103,17401,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002106,16311,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002107,16306,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002108,16302,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002110,17R4546:0018205,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002111,17R4509:0017712,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002112,17R4564:0016703,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002113,17R4564:0016707,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002201,13613,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002202,17R4538:0016306,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002203,17R4540:0017604,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002206,17R4546:0018201,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002207,18201,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002209,17R4538:0016311,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002210,13611,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002211,17R4538:0016306,,10,,,09/24/2017 12:00:00,josh,
17R405:M0002212,17R4564:0016708,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002213,13609,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002215,13608,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002216,16104,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002302,17R4538:0016311,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002303,16104,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002304,17R4538:0016311,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002306,17R4578:0017406,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002307,17R4578:0017406,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002309,17R4578:0017406,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002310,17R4538:0016302,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002314,16104,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002404,16101,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002406,17R4578:0017401,he,,,,09/24/2017 12:00:00,josh,
17R405:M0002408,17R4509:0017712,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002410,17R4533:0019708,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002411,17R4533:0019708,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002413,16101,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002502,13701,ee,,,,09/24/2017 12:00:00,josh,
17R405:M0002505,18201,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002509,13708,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002510,13703,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0002512,16101,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004201,17712,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004202,17R4509:0017712,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004204,17R4533:0019708,,19,,,09/24/2017 12:00:00,josh,
17R405:M0004205,17R4550:0012019,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004208,11508,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004209,17R4548:0011508,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004211,12019,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004212,17R4524:0019609,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004213,17R4550:0012019,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004215,17R4540:0017604,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004216,17R4533:0019703,,17,,,09/24/2017 12:00:00,josh,
17R405:M0004217,17R4533:0019703,,7,,,09/24/2017 12:00:00,josh,
17R405:M0004302,17R0686:0019306,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004305,17R4524:0019609,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004306,19609,,7,,,09/24/2017 12:00:00,josh,
17R405:M0004307,17R4524:0019603,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004309,19603,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004310,19603,tqe,,,,09/24/2017 12:00:00,josh,
17R405:M0004312,17604,ee,,,,09/24/2017 12:00:00,josh,
17R405:M0004401,19302,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004402,17R4533:0019703,ee,,,,09/24/2017 12:00:00,josh,
17R405:M0004403,17R0686:0019302,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004404,17R4566:0019208,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004405,17R4566:0019215,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004408,17R4566:0019209,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004409,19209,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004410,17R4518:0018408,,31,,,09/24/2017 12:00:00,josh,
17R405:M0004411,17R4566:0019212,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004412,12019,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004413,17R4518:0018408,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004414,12019,tqe,,,,09/24/2017 12:00:00,josh,
17R405:M0004415,17R4550:0012019,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004416,17R4570:0019003,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004417,19003,ee,,,,09/24/2017 12:00:00,josh,
17R405:M0004608,17R4570:0019003,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004614,17R4570:0019003,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004701,17R4509:0017701,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004703,17R4509:0017701,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004704,17R4566:0019208,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004705,19208,tqe,,,,09/24/2017 12:00:00,josh,
17R405:M0004706,12208,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004708,17R4552:0012208,qe,,,,09/24/2017 12:00:00,josh,
17R405:M0004709,17R4566:0019208,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004710,17R4566:0019212,tqe,,,,09/24/2017 12:00:00,josh,
17R405:M0004711,17R0686:0019306,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004712,17R4566:0019212,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004713,17R0686:0019306,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004714,17R0686:0019302,tqe,,,,09/24/2017 12:00:00,josh,
17R405:M0004901,12208,he,,,,09/24/2017 12:00:00,josh,
17R405:M0004906,17R4552:0012206,ee,,,,09/24/2017 12:00:00,josh,
17R405:M0004908,17R4552:0012206,,12,,,09/24/2017 12:00:00,josh,
17R405:M0004911,12206,qe,,,,09/24/2017 12:00:00,josh,
17R505:B0002801,6004,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002802,6004,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002803,17R4561:0006004,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002804,8402,qe,,,,09/24/2017 12:00:00,josh,
17R505:B0002808,8601,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002809,8601,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002810,8601,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0002812,8601,qe,,,,09/24/2017 12:00:00,josh,
17R505:B0002814,9007,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0002815,9007,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002817,9007,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002902,10807,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002903,10807,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002904,17R4538:0010807,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0002905,10801,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002907,10801,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0002908,10801,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002909,17R4535:0010604,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002910,10403,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0002912,10403,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002913,10009,qe,,,,09/24/2017 12:00:00,josh,
17R505:B0002914,10009,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0002916,9810,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0002917,9810,he,,,,09/24/2017 12:00:00,josh,
17R505:B0002919,9210,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0003012,17R4491:0007610,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0003013,17R4555:0009810,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0003014,9810,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0003017,9210,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0003019,9210,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0005004,17R4542:0009415,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005006,9308,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0005007,17R4085:0007106,qe,,,,09/24/2017 12:00:00,josh,
17R505:B0005009,17R4577:0009308,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005011,10305,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0005014,9712,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005015,9712,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005102,8701,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005105,17R4556:0010305,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005108,8701,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005109,10305,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005110,17R4541:0009712,,40,,,09/24/2017 12:00:00,josh,
17R505:B0005111,17R4085:0007106,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0005112,7106,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0005113,7106,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0005115,17R4085:0007109,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005116,7109,tqe,,,,09/24/2017 12:00:00,josh,
17R505:B0005117,17R4577:0009308,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005118,9308,he,,,,09/24/2017 12:00:00,josh,
17R505:B0005119,9308,he,,,,09/24/2017 12:00:00,josh,
