% These plantIDs are found in raw.tissue_collecn.csv, but are not present in
% the corresponding images.  They have therefore been removed.
%
% Kazic, 24.4.2018


16R4393:0009902,e03163,avi,07/26/2016 16:58:01,
16R3192:0010105,e03164,avi,07/26/2016 16:58:01,
16R4356:0010002,e03167,avi,07/26/2016 17:42:28,
16R4445:0009809,e03168,avi,07/26/2016 18:11:38,
