plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
17R4491:0007613,07/31/2017 19:08:29,0,1,toni,0,0,0,
17R4491:0007616,07/31/2017 19:08:33,0,1,toni,0,0,0,
17R4494:0008712,07/31/2017 19:06:20,0,1,toni,0,0,0,
17R4092:0008803,07/31/2017 19:03:56,0,1,toni,0,0,0,
17R4092:0008901,07/31/2017 19:02:19,0,1,toni,0,0,0,
17R4092:0008912,07/31/2017 19:02:16,0,1,toni,0,0,0,
17R4092:0008913,07/31/2017 19:02:11,0,1,toni,0,0,0,
17R4452:0009113,07/31/2017 19:00:07,0,1,toni,0,0,0,
17R4491:0007610,07/31/2017 19:07:46,1,0,toni,0,0,0,
17R4494:0008601,07/31/2017 19:05:18,1,0,toni,0,0,0,
17R4092:0008802,07/31/2017 19:02:38,1,0,toni,0,0,0,
17R4452:0009007,07/31/2017 18:59:53,1,0,toni,0,0,0,
17R2252:0011014,07/31/2017 18:52:14,1,0,toni,0,0,0,
17R2252:0011020,07/31/2017 18:54:24,1,0,toni,0,0,0,
17R4419:0011112,07/31/2017 18:49:43,1,0,toni,0,0,0,
17R4419:0011113,07/31/2017 18:49:47,1,0,toni,0,0,0,
17R4548:0011505,07/31/2017 18:48:03,1,0,toni,0,0,0,
17R4548:0011508,07/31/2017 18:46:28,1,0,toni,0,0,0,
17R4550:0012019,07/31/2017 18:44:50,1,0,toni,0,0,0,
17R4509:0017712,07/31/2017 18:43:42,1,0,toni,0,0,0,
17R4533:0019708,07/31/2017 18:42:12,1,0,toni,0,0,0,
17R4577:0009210,07/31/2017 18:56:36,1,1,toni,0,0,0,
17R4623:0012806,07/31/2017 18:39:32,1,1,toni,0,0,0,
