ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R305:W0003913,17R4546:0018205,07/31/2017 11:29:36,1,0,0,toni,josh,
17R405:M0002411,17R4533:0019708,07/31/2017 11:31:45,1,0,0,toni,josh,
17R405:M0002410,17R4533:0019708,07/31/2017 11:32:29,1,0,0,toni,josh,
17R405:M0002408,17R4509:0017712,07/31/2017 11:33:06,1,0,0,toni,josh,
17R205:S0001204,17R4545:0018105,07/31/2017 11:34:46,1,0,0,toni,josh,
17R4491:0007610,17R4491:0007610,07/31/2017 11:38:28,1,0,0,toni,josh,
17R4494:0008617,17R4494:0008601,07/31/2017 11:42:43,1,0,0,toni,josh,
17R4494:0008610,17R4494:0008601,07/31/2017 11:42:51,1,0,0,toni,josh,
17R4494:0008607,17R4494:0008601,07/31/2017 11:42:46,1,0,0,toni,josh,
17R4494:0008601,17R4494:0008601,07/31/2017 11:42:54,1,0,0,toni,josh,
17R4092:0008814,17R4092:0008802,07/31/2017 11:45:06,1,0,0,toni,josh,
17R4452:0009009,17R4452:0009007,07/31/2017 11:47:59,1,0,0,toni,josh,
17R4577:0009215,17R4577:0009210,07/31/2017 11:50:48,1,0,0,toni,josh,
17R4577:0009214,17R4577:0009210,07/31/2017 11:54:25,1,0,0,toni,josh,
17R4577:0009213,17R4577:0009210,07/31/2017 11:54:33,1,0,0,toni,josh,
17R4534:0010409,17R4534:0010403,07/31/2017 12:03:09,1,0,0,toni,josh,
17R4534:0010403,17R4534:0010403,07/31/2017 12:03:14,1,0,0,toni,josh,
17R4538:0010801,17R4538:0010801,07/31/2017 12:04:17,1,0,0,toni,josh,
17R4538:0010807,17R4538:0010807,07/31/2017 12:04:52,1,0,0,toni,josh,
17R505:B0003012,17R4491:0007610,07/31/2017 12:06:24,1,0,0,toni,josh,
17R4579:0019804,17R4579:0019804,07/31/2017 12:09:39,1,0,0,toni,josh,
17R4579:0019812,17R4579:0019812,07/31/2017 12:10:18,1,0,0,toni,josh,
17R4595:0020015,17R4595:0020015,07/31/2017 12:11:18,1,0,0,toni,avi,
17R4595:0020014,17R4595:0020014,07/31/2017 12:12:04,1,0,0,toni,avi,
17R4580:0019908,17R4580:0019908,07/31/2017 12:14:08,1,0,0,toni,avi,
