ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R4580:0019906,17R4580:0019906,07/31/2017 12:14:45,1,0,0,toni,avi,
17R4596:0020105,17R4596:0020105,07/31/2017 12:15:19,1,0,0,toni,avi,
17R4596:0020113,17R4596:0020113,07/31/2017 12:16:36,1,0,0,toni,avi,
17R4596:0020112,17R4596:0020112,07/31/2017 12:17:09,1,0,0,toni,avi,
17R4597:0020205,17R4597:0020205,07/31/2017 12:18:17,1,0,0,toni,avi,
17R4597:0020208,17R4597:0020208,07/31/2017 12:18:53,1,0,0,toni,avi,
17R4597:0020211,17R4597:0020211,07/31/2017 12:19:46,1,0,0,toni,avi,
17R4599:0020411,17R4599:0020411,07/31/2017 12:20:41,1,0,0,toni,avi,
17R4599:0020407,17R4599:0020407,07/31/2017 12:21:34,1,0,0,toni,avi,
17R4599:0020401,17R4599:0020401,07/31/2017 12:22:28,1,0,0,toni,avi,
17R4598:0020311,17R4598:0020311,07/31/2017 12:23:15,1,0,0,toni,avi,
17R4598:0020307,17R4598:0020307,07/31/2017 12:24:11,1,0,0,toni,avi,
17R4598:0020301,17R4598:0020301,07/31/2017 12:24:32,1,0,0,toni,avi,
17R4600:0020502,17R4600:0020502,07/31/2017 12:25:05,1,0,0,toni,avi,
17R4600:0020510,17R4600:0020510,07/31/2017 12:26:05,1,0,0,toni,avi,
17R4600:0020509,17R4600:0020509,07/31/2017 12:26:50,1,0,0,toni,avi,
17R4601:0020602,17R4601:0020602,07/31/2017 12:27:56,1,0,0,toni,avi,
17R4601:0020601,17R4601:0020601,07/31/2017 12:29:03,1,0,0,toni,avi,
17R4601:0020612,17R4601:0020612,07/31/2017 12:29:50,1,0,0,toni,avi,
17R4603:0020805,17R4603:0020805,07/31/2017 12:31:05,1,0,0,toni,avi,
17R4603:0020804,17R4603:0020804,07/31/2017 12:31:55,1,0,0,toni,avi,
17R4603:0020803,17R4603:0020803,07/31/2017 12:32:43,1,0,0,toni,avi,
17R4602:0020711,17R4602:0020711,07/31/2017 12:33:43,1,0,0,toni,avi,
17R4602:0020703,17R4602:0020703,07/31/2017 12:34:56,1,0,0,toni,avi,
17R4602:0020712,17R4602:0020712,07/31/2017 12:35:33,1,0,0,toni,avi,
17R4605:0021011,17R4605:0021011,07/31/2017 12:37:40,1,0,0,toni,avi,
17R4605:0021013,17R4605:0021013,07/31/2017 12:38:32,1,0,0,toni,avi,
17R4605:0021010,17R4605:0021010,07/31/2017 12:39:27,1,0,0,toni,avi,
17R4607:0021204,17R4607:0021204,07/31/2017 12:40:43,1,0,0,toni,avi,
17R4607:0021202,17R4607:0021202,07/31/2017 12:41:50,1,0,0,toni,avi,
17R4607:0021201,17R4607:0021201,07/31/2017 12:42:22,1,0,0,toni,avi,
17R4606:0021105,17R4606:0021105,07/31/2017 12:43:23,1,0,0,toni,avi,
17R4606:0021104,17R4606:0021104,07/31/2017 12:43:57,1,0,0,toni,avi,
17R4606:0021102,17R4606:0021102,07/31/2017 12:44:54,1,0,0,toni,avi,
17R4609:0021401,17R4609:0021401,07/31/2017 12:47:27,1,0,0,toni,avi,
17R4609:0021405,17R4609:0021405,07/31/2017 12:48:26,1,0,0,toni,avi,
17R4609:0021407,17R4609:0021407,07/31/2017 12:49:25,1,0,0,toni,avi,
17R4582:0021604,17R4582:0021604,07/31/2017 12:50:35,1,0,0,toni,avi,
17R4582:0021603,17R4582:0021603,07/31/2017 12:50:54,1,0,0,toni,avi,
17R4582:0021602,17R4582:0021602,07/31/2017 12:51:40,1,0,0,toni,avi,
17R4581:0021506,17R4581:0021506,07/31/2017 12:52:33,1,0,0,toni,avi,
17R4581:0021503,17R4581:0021503,07/31/2017 12:53:04,1,0,0,toni,avi,
17R4581:0021502,17R4581:0021502,07/31/2017 12:53:53,1,0,0,toni,avi,
17R4583:0021703,17R4583:0021703,07/31/2017 12:54:52,1,0,0,toni,avi,
17R4583:0021704,17R4583:0021704,07/31/2017 12:55:37,1,0,0,toni,avi,
17R4583:0021701,17R4583:0021701,07/31/2017 12:56:12,1,0,0,toni,avi,
17R4584:0021801,17R4584:0021801,07/31/2017 12:57:13,1,0,0,toni,avi,
17R4584:0021802,17R4584:0021802,07/31/2017 12:57:40,1,0,0,toni,avi,
17R4584:0021804,17R4584:0021804,07/31/2017 12:58:43,1,0,0,toni,avi,
