packetID,rowID,datetime,ft,observer,planted
p00001,r00052,06/21/2017 8:02:00,20,toni,
p00001,r00053,06/21/2017 8:00:22,20,toni,
p00002,r00054,06/21/2017 7:58:15,20,toni,
p00002,r00055,06/21/2017 7:56:29,20,toni,
p00003,r00056,06/21/2017 7:54:43,20,toni,
p00003,r00057,06/21/2017 7:52:07,20,toni,
