ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R4623:0012806,17R4623:0012806,08/01/2017 11:27:58,1,0,0,toni,avi,
17R4577:0009210,17R4577:0009210,08/01/2017 11:30:30,1,0,0,toni,avi,
17R4092:0008803,17R4092:0008802,08/01/2017 11:36:06,1,0,0,toni,avi,
17R4494:0008712,17R4494:0008601,08/01/2017 11:38:20,1,0,0,toni,avi,
17R4491:0007613,17R4491:0007610,08/01/2017 11:41:40,1,0,0,toni,avi,
17R205:S0001311,17R4419:0011113,08/01/2017 11:50:14,1,0,0,toni,avi,
17R205:S0001410,17R4419:0011113,08/01/2017 11:51:51,1,0,0,toni,avi,
17R205:S0001401,17R4419:0011112,08/01/2017 11:53:37,1,0,0,toni,avi,
17R205:S0001418,17R4419:0011112,08/01/2017 11:54:43,1,0,0,toni,avi,
17R205:S0001517,17R4419:0011112,08/01/2017 11:55:56,1,0,0,toni,avi,
17R205:S0001513,17R2252:0011020,08/01/2017 11:57:03,1,0,0,toni,avi,
17R205:S0001511,17R2252:0011020,08/01/2017 11:58:35,1,0,0,toni,avi,
17R205:S0001512,17R2252:0011020,08/01/2017 11:59:15,1,0,0,toni,avi,
17R205:S0001510,17R2252:0011014,08/01/2017 12:09:18,1,0,0,toni,avi,
17R205:S0001508,17R2252:0011014,08/01/2017 12:10:22,1,0,0,toni,avi,
17R205:S0001504,17R2252:0011014,08/01/2017 12:11:27,1,0,0,toni,avi,
17R405:M0004201,17R4509:0017712,08/01/2017 12:13:32,1,0,0,toni,avi,
17R405:M0004202,17R4509:0017712,08/01/2017 12:14:18,1,0,0,toni,avi,
17R405:M0004204,17R4533:0019708,08/01/2017 12:14:56,1,0,0,toni,avi,
17R405:M0004205,17R4550:0012019,08/01/2017 12:15:39,1,0,0,toni,avi,
17R305:W0004017,17R4548:0011505,08/01/2017 12:21:02,1,0,0,toni,avi,
17R305:W0004016,17R4548:0011508,08/01/2017 12:22:29,1,0,0,toni,avi,
17R305:W0004013,17R4548:0011508,08/01/2017 12:23:43,1,0,0,toni,avi,
17R305:W0004012,17R4548:0011508,08/01/2017 12:25:14,1,0,0,toni,avi,
17R405:M0004208,17R4548:0011508,08/01/2017 12:27:16,1,0,0,toni,avi,
17R405:M0004209,17R4548:0011508,08/01/2017 12:28:23,1,0,0,toni,avi,
