ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
16R205:S0001309,16R4472:0004811,1,0,0,toni,toni,07/27/2016 11:47:48,
16R205:S0001311,16R4472:0004811,1,0,0,toni,toni,07/27/2016 11:48:06,
16R405:M0001703,16R4474:0005001,1,0,0,toni,toni,07/27/2016 11:06:41,
16R405:M0003203,16R4476:0005210,1,0,0,toni,toni,07/27/2016 11:25:48,
16R305:W0000702,16R4481:0005706,1,0,0,toni,toni,07/27/2016 10:46:54,
16R305:W0000710,16R4481:0005706,1,0,0,toni,toni,07/27/2016 10:46:09,
16R405:M0001808,16R4482:0005803,1,0,0,toni,toni,07/27/2016 11:05:00,
16R405:M0001809,16R4482:0005803,1,0,0,toni,toni,07/27/2016 11:04:46,
16R405:M0003106,16R4222:0009407,1,0,0,toni,toni,07/27/2016 11:26:42,
16R305:W0000701,16R4499:0009607,1,0,0,toni,toni,12/27/2016 10:46:30,
16R405:M0001811,16R4356:0010005,1,0,0,toni,toni,07/27/2016 11:06:11,
16R405:M0001812,16R4356:0010008,1,0,0,toni,toni,07/27/2016 11:05:43,
16R205:S0001213,16R4390:0010609,1,0,0,toni,toni,07/27/2016 11:45:24,
16R205:S0001301,16R4390:0010611,1,0,0,toni,toni,07/27/2016 11:46:23,
16R205:S0001302,16R4390:0010611,1,0,0,toni,toni,07/27/2016 11:46:36,
16R205:S0001209,16R4391:0010711,1,0,0,toni,toni,07/27/2016 11:45:42,
16R205:S0001102,16R4507:0010903,1,0,0,toni,toni,07/27/2016 10:20:15,
16R205:S0001105,16R4507:0010905,1,0,0,toni,toni,07/27/2016 10:19:56,
16R405:M0000802,16R4508:0011011,1,0,0,toni,toni,07/27/2016 10:24:19,
16R405:M0000801,16R4509:0011103,1,0,0,toni,toni,07/27/2016 10:24:30,
16R405:M0001810,16R4510:0011204,1,0,0,toni,toni,07/27/2016 11:05:21,
16R205:S0001304,16R4513:0011503,1,0,0,toni,toni,07/27/2016 11:47:03,
16R205:S0001308,16R4513:0011503,1,0,0,toni,toni,07/27/2016 11:47:33,
16R405:M0000812,16R4027:0012203,1,0,0,toni,toni,07/27/2016 10:58:28,
16R405:M0000811,16R4297:0012305,1,0,0,toni,toni,07/27/2016 10:58:15,
16R405:M0000803,16R4298:0012406,1,0,0,toni,toni,07/27/2016 10:39:02,
16R405:M0000805,16R4300:0012601,1,0,0,toni,toni,07/27/2016 10:39:28,
16R405:M0000807,16R4300:0012604,1,0,0,toni,toni,07/27/2016 10:39:15,
16R405:M0000804,16R4300:0012605,1,0,0,toni,toni,07/27/2016 10:38:43,
16R405:M0002208,16R4300:0012606,1,0,0,toni,toni,07/27/2016 11:28:07,
16R305:W0000716,16R4520:0012911,1,0,0,toni,toni,07/27/2016 11:13:50,
16R205:S0001208,16R4522:0013106,1,0,0,toni,toni,07/27/2016 10:38:10,
16R405:M0002302,16R4531:0014001,1,0,0,toni,toni,07/27/2016 11:27:37,
16R405:M0003202,16R4531:0014005,1,0,0,toni,toni,07/27/2016 11:25:28,
16R405:M0003204,16R4531:0014008,1,0,0,toni,toni,07/27/2016 11:26:13,
16R405:M0002004,16R4532:0014101,1,0,0,toni,toni,07/27/2016 11:29:36,
16R405:M0002207,16R4532:0014101,1,0,0,toni,toni,07/27/2016 11:29:09,
16R405:M0001903,16R4532:0014102,1,0,0,toni,toni,07/27/2016 11:30:37,
16R405:M0001907,16R4532:0014102,1,0,0,toni,toni,07/27/2016 11:30:04,
16R505:B0000912,16R4534:0014307,1,0,0,toni,toni,07/27/2016 11:51:19,
