ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
16R205:S0001309,16R4472:0004811,07/27/2016 11:47:48,1,0,0,toni,toni,
16R205:S0001311,16R4472:0004811,07/27/2016 11:48:06,1,0,0,toni,toni,
16R405:M0001703,16R4474:0005001,07/27/2016 11:06:41,1,0,0,toni,toni,
16R405:M0003203,16R4476:0005210,07/27/2016 11:25:48,1,0,0,toni,toni,
16R305:W0000702,16R4481:0005706,07/27/2016 10:46:54,1,0,0,toni,toni,
16R305:W0000710,16R4481:0005706,07/27/2016 10:46:09,1,0,0,toni,toni,
16R405:M0001808,16R4482:0005803,07/27/2016 11:05:00,1,0,0,toni,toni,
16R405:M0001809,16R4482:0005803,07/27/2016 11:04:46,1,0,0,toni,toni,
16R405:M0003106,16R4222:0009407,07/27/2016 11:26:42,1,0,0,toni,toni,
16R305:W0000701,16R4499:0009607,12/27/2016 10:46:30,1,0,0,toni,toni,
16R405:M0001811,16R4356:0010005,07/27/2016 11:06:11,1,0,0,toni,toni,
16R405:M0001812,16R4356:0010008,07/27/2016 11:05:43,1,0,0,toni,toni,
16R205:S0001213,16R4390:0010609,07/27/2016 11:45:24,1,0,0,toni,toni,
16R205:S0001301,16R4390:0010611,07/27/2016 11:46:23,1,0,0,toni,toni,
16R205:S0001302,16R4390:0010611,07/27/2016 11:46:36,1,0,0,toni,toni,
16R205:S0001209,16R4391:0010711,07/27/2016 11:45:42,1,0,0,toni,toni,
16R205:S0001102,16R4507:0010903,07/27/2016 10:20:15,1,0,0,toni,toni,
16R205:S0001105,16R4507:0010905,07/27/2016 10:19:56,1,0,0,toni,toni,
16R405:M0000802,16R4508:0011011,07/27/2016 10:24:19,1,0,0,toni,toni,
16R405:M0000801,16R4509:0011103,07/27/2016 10:24:30,1,0,0,toni,toni,
16R405:M0001810,16R4510:0011204,07/27/2016 11:05:21,1,0,0,toni,toni,
16R205:S0001304,16R4513:0011503,07/27/2016 11:47:03,1,0,0,toni,toni,
16R205:S0001308,16R4513:0011503,07/27/2016 11:47:33,1,0,0,toni,toni,
16R405:M0000812,16R4027:0012203,07/27/2016 10:58:28,1,0,0,toni,toni,
16R405:M0000811,16R4297:0012305,07/27/2016 10:58:15,1,0,0,toni,toni,
16R405:M0000803,16R4298:0012406,07/27/2016 10:39:02,1,0,0,toni,toni,
16R405:M0000805,16R4300:0012601,07/27/2016 10:39:28,1,0,0,toni,toni,
16R405:M0000807,16R4300:0012604,07/27/2016 10:39:15,1,0,0,toni,toni,
16R405:M0000804,16R4300:0012605,07/27/2016 10:38:43,1,0,0,toni,toni,
16R405:M0002208,16R4300:0012606,07/27/2016 11:28:07,1,0,0,toni,toni,
16R305:W0000716,16R4520:0012911,07/27/2016 11:13:50,1,0,0,toni,toni,
16R205:S0001208,16R4522:0013106,07/27/2016 10:38:10,1,0,0,toni,toni,
16R405:M0002302,16R4531:0014001,07/27/2016 11:27:37,1,0,0,toni,toni,
16R405:M0003202,16R4531:0014005,07/27/2016 11:25:28,1,0,0,toni,toni,
16R405:M0003204,16R4531:0014008,07/27/2016 11:26:13,1,0,0,toni,toni,
16R405:M0002004,16R4532:0014101,07/27/2016 11:29:36,1,0,0,toni,toni,
16R405:M0002207,16R4532:0014101,07/27/2016 11:29:09,1,0,0,toni,toni,
16R405:M0001903,16R4532:0014102,07/27/2016 11:30:37,1,0,0,toni,toni,
16R405:M0001907,16R4532:0014102,07/27/2016 11:30:04,1,0,0,toni,toni,
16R505:B0000912,16R4534:0014307,07/27/2016 11:51:19,1,0,0,toni,toni,
