ma plantID,pa plantID,sleeve,fuzzy_cl,num_cl,observer,datetime,inventory
10R405:M0006607,10R2254:0032003,v00100,fuzzy_cl,25,toni,05/23/2017 15:29:25,
12R405:M0011707,12R3486:0014708,v00147,fuzzy_cl,4,toni,05/23/2017 15:55:11,
15R405:M0001305,15R0682:0022603,v00257,fuzzy_cl,7,toni,05/23/2017 17:49:58,
15R405:M0001618,15R0683:0022701,v00258,fuzzy_cl,8,toni,05/23/2017 17:57:43,
