ma plantID,pa plantID,ok,fuzzy_cl,num_cl,fungus,polltn_note,datetime,observer,harvest
16R6970:0015711,16R6970:0015711,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0003213,16R4298:0012406,0,fuzzy_cl,15,,,09/26/2017 12:00:00,josh
16R405:M0002008,16R4476:0005211,0,fuzzy_cl,10,,,09/26/2017 12:00:00,josh
16R405:M0003212,16R4509:0011103,0,fuzzy_cl,14,,,09/26/2017 12:00:00,josh
16R405:M0002009,16R4476:0005211,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R0697:0015708,16R0697:0015708,1,fuzzy_cl,40,,vls; ue; disc,09/26/2017 12:00:00,josh
16R405:M0001813,16R4476:0005202,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0003106,16R4222:0009407,0,fuzzy_cl,0,,lp; carried pollen; injured ear leaf,09/26/2017 12:00:00,josh
16R205:S0001104,16R4391:0010711,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0003315,16R4027:0012203,0,fuzzy_cl,5,,vlp,09/26/2017 12:00:00,josh
16R205:S0001110,16R4472:0004806,0,fuzzy_cl,3,,,09/26/2017 12:00:00,josh
16R205:S0002712,16R4519:0012801,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R205:S0002617,16R4522:0013106,0,fuzzy_cl,2,,vlp,09/26/2017 12:00:00,josh
16R205:S0002613,16R4513:0011503,0,fuzzy_cl,3,,,09/26/2017 12:00:00,josh
16R305:W0001409,16R4498:0009508,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0001516,16R4470:0004604,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0001603,16R4279:0010503,0,fuzzy_cl,3,,,09/26/2017 12:00:00,josh
16R205:S0001108,16R4479:0005504,0,fuzzy_cl,0,1,tqe; disc,09/26/2017 12:00:00,josh
16R205:S0001208,16R4522:0013106,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R205:S0002611,16R4391:0010703,0,fuzzy_cl,0,,oe; vlp,09/26/2017 12:00:00,josh
16R0687:0014709,16R0687:0014709,0,fuzzy_cl,0,,vlp,09/26/2017 12:00:00,josh
16R205:S0001207,16R4507:0010901,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R205:S0001101,16R4477:0005309,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R205:S0001118,16R4479:0005504,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R205:S0001109,16R205:S0001109,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R205:S0001205,16R205:S0001205,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0001402,16R305:W0001402,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
