start_ma_plantID,end_ma_plantID,sleeve,datetime,observer,sleeve_bdry
16R4460:0003602,16R4485:0006113,v00260,05/11/2018 13:28:31,josh,
16R4486:0006202,16R0702:0016201,v00261,05/11/2018 14:31:02,josh,
16R205:S0000602,16R205:S0001312,v00262,05/11/2018 14:31:08,josh,
16R205:S0001110,16R305:W0001415,v00263,05/11/2018 14:31:10,josh,
16R305:W0001416,16R305:W0003004,v00264,05/11/2018 14:31:11,josh,
16R305:W0003005,16R405:M0002110,v00265,05/11/2018 14:31:42,josh,
16R405:M0002201,17R4227:0006304,v00266,05/11/2018 14:51:53,josh,
17R4227:0006305,17R4491:0007608,v00267,05/11/2018 14:52:02,josh,
7610,17R4577:0009305,v00268,05/11/2018 14:52:09,josh,
17R4577:0009306,17R4535:0010615,v00269,05/11/2018 14:52:39,josh,
17R4538:0010801,17R4617:0013213,v00270,05/11/2018 14:52:59,josh,
17R4621:0013302,17R4597:0020205,v00271,05/11/2018 14:53:15,josh,
17R4597:0020208,17R4604:0020914,v00272,05/11/2018 14:53:48,josh,
17R4605:0021010,17R4582:0021604,v00273,05/11/2018 14:54:10,josh,
17R4583:0021701,17R4589:0022304,v00274,05/11/2018 14:54:23,josh,
17R4590:0022403,17R4610:0023002,v00275,05/11/2018 14:54:53,josh,
17R4610:0023003,17R205:S0001113,v00276,05/11/2018 14:55:08,josh,
17R205:S0001114,17R205:S0001511,v00277,05/11/2018 14:55:20,josh,
17R205:S0001512,17R205:S0003603,v00278,05/11/2018 14:56:09,josh,
17R205:S0003604,17R305:W0001817,v00279,05/11/2018 14:56:23,josh,
17R305:W0001820,17R305:W0004014,v00280,05/11/2018 14:56:45,josh,
17R305:W0004016,17R405:M0002509,v00281,05/11/2018 14:57:13,josh,
17R405:M0002510,17R405:M0004906,v00282,05/11/2018 14:57:32,josh,
17R405:M0004908,17R505:B0005015,v00283,05/11/2018 14:57:46,josh,
17R505:B0005102,17R505:B0005119,v00283,05/11/2018 14:58:59,josh,
17R505:B0005102,17R505:B0005119,v00284,05/11/2018 15:42:02,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,josh,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,05/11/2018 0:00:00,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
,,,,observer,
