ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
16R205:S0000603,16R0691:0015106,07/28/2016 11:16:35,1,0,0,toni,toni,
16R205:S0000606,16R0687:0014701,07/28/2016 11:16:53,1,0,0,toni,toni,
16R305:W0000703,16R0687:0014701,07/28/2016 11:16:08,1,0,0,toni,toni,
16R305:W0000711,16R0691:0015106,07/28/2016 11:15:46,1,0,0,toni,toni,
16R405:M0000806,16R4300:0012606,07/28/2016 10:34:25,1,0,0,toni,toni,
16R405:M0000808,16R4298:0012403,07/28/2016 10:42:51,1,0,0,toni,toni,
16R405:M0002211,16R4482:0005809,07/28/2016 10:16:24,1,0,0,toni,toni,
16R405:M0002306,16R4510:0011204,07/28/2016 10:18:44,1,0,0,toni,toni,
16R205:S0002613,16R4513:0011503,07/28/2016 11:02:07,1,0,0,toni,toni,
16R205:S0002615,16R4507:0010908,07/28/2016 11:02:27,1,0,0,toni,toni,
16R205:S0002617,16R4522:0013106,07/28/2016 10:49:54,1,0,0,toni,toni,
16R205:S0002618,16R4507:0010905,07/28/2016 10:49:39,1,0,0,toni,toni,
16R305:W0002809,16R4520:0012911,07/28/2016 10:00:22,1,0,0,toni,toni,
16R405:M0003214,16R4510:0011204,07/28/2016 10:20:24,1,0,0,toni,toni,
16R405:M0003301,16R4300:0012605,07/28/2016 10:32:53,1,0,0,toni,toni,
16R405:M0003306,16R4399:0012502,07/28/2016 10:32:38,1,0,0,toni,toni,
16R405:M0003311,16R4399:0012502,07/28/2016 10:32:17,1,0,0,toni,toni,
16R405:M0003314,16R4508:0011011,07/28/2016 10:45:15,1,0,0,toni,toni,
16R405:M0003315,16R4027:0012203,07/28/2016 10:55:22,1,0,0,toni,toni,
16R0687:0014701,16R0687:0014701,07/28/2016 11:05:16,1,0,0,toni,toni,
16R0691:0015109,16R0691:0015109,07/28/2016 11:08:53,1,0,0,toni,toni,
