plantID,wild_type,lesion,cross,photograph,sample,stature,tassel,ear,other_phes,observer,datetime,mutanta
16R4478:0005412,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4478:0005411,1,0,0,0,0,shorter_by_3_ft, ,no ear,,toni,07/17/2016 12:00:00,
16R4478:0005410,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4478:0005409,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4478:0005408,1,0,0,0,0, , ,no ear,,toni,07/17/2016 12:00:00,
16R4478:0005407,1,0,0,0,0,shorter_by_3_ft, ,no ear,,toni,07/17/2016 12:00:00,
16R4478:0005406,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4478:0005405,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4478:0005404,0,1,1,1,1, , ,no ear,,toni,07/17/2016 12:00:00,
16R4478:0005404:0005403,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4478:0005404:0005402,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4478:0005404:0005401,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005601,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005602,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005603,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005604,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005605,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005606,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005607,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005608,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005609,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005610,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4480:0005611,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005701,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005702,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005703,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005704,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005706,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005705,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005707,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005708,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005710,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005709,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005711,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4481:0005712,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
5713,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005911,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
5910,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005909,1,0,0,0,0, ,rudimentary tassel, ,,toni,07/17/2016 12:00:00,
16R4483:0005908,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005907,0,1,0,0,0,shorter_by_3_ft,tassel,small ear,,toni,07/17/2016 12:00:00,
16R4483:0005906,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005905,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005904,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005903,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005902,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4483:0005901,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4482:0005811,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4482:0005810,1,0,0,0,0, ,rudimentary tassel, ,,toni,07/17/2016 12:00:00,
16R4482:0005808,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4482:0005809,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4482:0005807,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4482:0005806,1,0,0,0,0, ,rudimentary tassel,no ear,,toni,07/17/2016 12:00:00,
16R4482:0005805,0,1,1,1,1,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4482:0005804,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4482:0005803,0,1,1,1,1,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4482:0005802,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4482:0005801,0,1,0,0,0,shorter_by_2_ft,no tassel, ,,toni,07/17/2016 12:00:00,
16R4227:0006601,0,1,1,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006602,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006603,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006604,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006605,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006606,0,1,0,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006607,0,1,0,0,0, , , ,,toni,08/03/2016 13:13:43,
16R4227:0006608,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006609,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006610,0,1,0,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006611,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006701,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006702,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006703,0,1,0,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006704,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006705,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006706,0,1,0,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006707,0,1,0,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006708,1,0,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4227:0006709,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006710,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006711,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4227:0006712,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006918,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006917,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006915,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006916,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006914,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006913,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006912,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006911,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006910,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006909,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006908,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006907,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006906,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006905,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006904,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006902,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006903,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006901,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006816,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006815,0,1,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4228:0006814,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006813,0,1,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4228:0006811,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006812,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006810,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006809,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006808,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006807,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006805,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006806,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006804,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006803,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006802,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4228:0006801,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007001,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007002,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007003,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007004,0,1,0,0,0,shorter_by_1_ft, ,small ear,center spike,toni,08/03/2016 13:29:08,
16R4441:0007005,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007006,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007007,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007008,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007009,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007010,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
7011,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007101,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007102,0,1,0,0,0, , , ,,toni,08/03/2016 13:31:26,
16R4441:0007103,0,1,0,0,0, , , ,,toni,08/03/2016 13:31:49,
16R4441:0007104,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007105,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007106,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007107,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007108,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007109,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007110,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007111,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4441:0007112,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
7113,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007310,0,1,0,0,0,shorter_by_1_ft,rudimentary tassel, ,,toni,07/17/2016 12:00:00,
16R3946:0007309,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007308,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007307,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007306,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007305,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007304,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007303,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007302,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007301,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007207,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007206,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007205,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007204,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3946:0007203,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007202,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3946:0007201,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
7208,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
7201,0,1,0,0,0, ,bad tassel,small ear,,toni,08/03/2016 13:37:57,
16R4085:0007401,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007402,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007403,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007404,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007405,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007406,1,0,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4085:0007407,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007408,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007501,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007502,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007503,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007504,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007505,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007506,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007507,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007508,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007509,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007510,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007511,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4085:0007512,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4086:0007714,0,1,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007713,0,1,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007712,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007711,0,1,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007710,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007709,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007708,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007707,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007706,1,0,0,0,0,shorter_by_3_ft, ,no ear,,toni,08/03/2016 13:41:53,
16R4086:0007705,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007704,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007703,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007702,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007701,1,0,0,0,0, , , ,,toni,08/03/2016 13:41:53,
16R4086:0007611,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4086:0007610,0,1,1,1,1, , ,small ear,,toni,07/17/2016 12:00:00,
16R4086:0007609,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4086:0007608,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4086:0007607,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4086:0007606,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4086:0007605,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4086:0007604,0,1,0,0,0,shorter_by_2_ft, ,no ear,,toni,07/17/2016 12:00:00,
16R4086:0007603,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4086:0007602,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4086:0007601,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007801,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007802,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007803,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007804,0,1,11,1,1, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007805,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007806,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007807,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007808,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007809,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007810,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007811,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007812,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007813,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007814,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
7902,0,1,0,0,0,shorter_by_2_ft,tassel,small ear,,toni,07/17/2016 12:00:00,
7901,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
7903,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
7904,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
7905,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
7906,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007907,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007908,0,1,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R3590:0007909,1,0,0,0,0,shorter_by_1_ft, ,ear,,toni,07/17/2016 12:00:00,
16R3590:0007910,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R3590:0007911,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007912,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R3590:0007913,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008113,0,1,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008112,0,1,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008111,0,1,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008110,0,1,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008109,0,1,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008108,1,0,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008107,0,1,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008106,0,1,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008105,1,0,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008104,1,0,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008103,1,0,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008102,1,0,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008101,1,0,0,0,0, , , ,,toni,08/03/2016 13:52:59,
16R4491:0008011,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008009,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008010,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008008,0,1,1,1,1, , ,small ear,,toni,07/17/2016 12:00:00,
16R4491:0008012,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008007,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4491:0008006,0,1,0,1,1, , ,small ear,,toni,07/17/2016 12:00:00,
16R4491:0008005,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008004,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4491:0008003,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008002,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4491:0008001,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008201,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008202,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008203,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,08/03/2016 13:58:08,
16R4492:0008204,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008205,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008206,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008207,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008208,1,0,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4492:0008209,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008210,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008211,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008301,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008302,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008303,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008304,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008305,0,1,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4492:0008306,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008307,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4492:0008308,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4492:0008309,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008508,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008507,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008506,0,1,0,0,0, ,no tassel,ear,,toni,07/17/2016 12:00:00,
16R4493:0008505,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008504,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008503,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008502,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4493:0008501,0,1,0,0,0,shorter_by_2_ft,bad tassel,no ear,,toni,07/17/2016 12:00:00,
8407,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008406,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008405,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008404,0,1,0,0,0, , ,small ear,,toni,08/03/2016 14:05:11,
16R4493:0008403,0,1,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4493:0008402,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4493:0008401,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008601,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008602,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008603,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008604,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008605,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008606,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008607,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008608,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008609,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008610,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008701,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008702,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008703,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008704,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008705,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4494:0008706,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008707,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4494:0008708,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008709,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008710,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4494:0008711,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008712,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4494:0008713,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4494:0008714,0,1,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4092:0008914,0,1,0,0,0,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4092:0008913,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008912,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008911,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008910,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008909,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008908,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008907,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008906,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008905,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
