plantID,ht cm,datetime,observer,num_leaves,leaf_num_first_ear,num_tillers,plant_anatomy
15R405:M0001513,123,08/28/2015 10:00:00,toni,,,,
15R405:M0001514,116,08/28/2015 10:00:00,toni,,,,
15R405:M0001515,134,08/28/2015 10:00:00,toni,,,,
15R405:M0001516,112,08/28/2015 10:00:00,toni,,,,
15R405:M0001517,117,08/28/2015 10:00:00,toni,,,,
15R405:M0001618,111,08/28/2015 10:00:00,toni,,,,
15R405:M0001617,122,08/28/2015 10:00:00,toni,,,,
15R405:M0001616,121,08/28/2015 10:00:00,toni,,,,
15R405:M0001615,124,08/28/2015 10:00:00,toni,,,,
15R405:M0001614,113,08/28/2015 10:00:00,toni,,,,
15R405:M0001612,114,08/28/2015 10:00:00,toni,,,,
15R405:M0001611,109,08/28/2015 10:00:00,toni,,,,
15R405:M0001610,123,08/28/2015 10:00:00,toni,,,,
15R405:M0001609,121,08/28/2015 10:00:00,toni,,,,
15R405:M0001608,110,08/28/2015 10:00:00,toni,,,,
15R405:M0001607,108,08/28/2015 10:00:00,toni,,,,
15R405:M0001606,103,08/28/2015 10:00:00,toni,,,,
15R405:M0001605,122,08/28/2015 10:00:00,toni,,,,
15R405:M0001604,111,08/28/2015 10:00:00,toni,,,,
15R405:M0001603,110,08/28/2015 10:00:00,toni,,,,
15R405:M0001602,112,08/28/2015 10:00:00,toni,,,,
15R405:M0001601,111,08/28/2015 10:00:00,toni,,,,
15R405:M0001703,103,08/28/2015 10:00:00,toni,,,,
15R405:M0001705,108,08/28/2015 10:00:00,toni,,,,
15R405:M0001707,107,08/28/2015 10:00:00,toni,,,,
15R405:M0001708,87,08/28/2015 10:00:00,toni,,,,
15R405:M0001709,111,08/28/2015 10:00:00,toni,,,,
15R405:M0001710,107,08/28/2015 10:00:00,toni,,,,
15R405:M0001711,117,08/28/2015 10:00:00,toni,,,,
15R405:M0001712,119,08/28/2015 10:00:00,toni,,,,
15R405:M0001713,108,08/28/2015 10:00:00,toni,,,,
15R405:M0001714,108,08/28/2015 10:00:00,toni,,,,
15R405:M0001715,112,08/28/2015 10:00:00,toni,,,,
15R405:M0001815,90,08/28/2015 10:00:00,toni,,,,
15R405:M0001814,118,08/28/2015 10:00:00,toni,,,,
15R405:M0001813,125,08/28/2015 10:00:00,toni,,,,
15R405:M0001812,114,08/28/2015 10:00:00,toni,,,,
15R405:M0001811,108,08/28/2015 10:00:00,toni,,,,
15R405:M0001806,114,08/28/2015 10:00:00,toni,,,,
15R405:M0001805,130,08/28/2015 10:00:00,toni,,,,
15R405:M0001804,116,08/28/2015 10:00:00,toni,,,,
15R405:M0001802,128,08/28/2015 10:00:00,toni,,,,
15R405:M0001801,101,08/28/2015 10:00:00,toni,,,,
15R405:M0001901,114,08/28/2015 10:00:00,toni,,,,
15R405:M0001904,87,08/28/2015 10:00:00,toni,,,,
15R405:M0001905,131,08/28/2015 10:00:00,toni,,,,
15R405:M0001906,133,08/28/2015 10:00:00,toni,,,,
15R405:M0001907,89,08/28/2015 10:00:00,toni,,,,
15R405:M0001908,126,08/28/2015 10:00:00,toni,,,,
15R405:M0001909,121,08/28/2015 10:00:00,toni,,,,
15R405:M0001911,117,08/28/2015 10:00:00,toni,,,,
15R405:M0001912,119,08/28/2015 10:00:00,toni,,,,
15R405:M0001913,106,08/28/2015 10:00:00,toni,,,,
15R405:M0001914,126,08/28/2015 10:00:00,toni,,,,
15R405:M0001915,119,08/28/2015 10:00:00,toni,,,,
