plantID,sample num,datetime,observer,tissue_collectn
15R4331:0004904,e02788,08/24/2015 9:19:03,toni,
15R4217:0005808,e02789,08/24/2015 9:19:03,toni,
15R0685:0009101,e02790,08/24/2015 9:19:03,toni,
15R0685:0009102,e02791,08/24/2015 9:19:03,toni,
15R0685:0009103,e02792,08/24/2015 9:19:03,toni,
15R0685:0009104,e02793,08/24/2015 9:19:03,toni,
15R0685:0009105,e02794,08/24/2015 9:19:03,toni,
15R0685:0009106,e02795,08/24/2015 9:19:03,toni,
15R0685:0009107,e02796,08/24/2015 9:19:03,toni,
15R0685:0009108,e02797,08/24/2015 9:19:03,toni,
15R4352:0010904,e02798,08/24/2015 9:19:03,toni,
15R4355:0011404,e02799,08/24/2015 9:19:03,toni,
15R4277:0011501,e02800,08/24/2015 9:19:03,toni,
15R4277:0011512,e02901,08/24/2015 9:19:03,toni,
15R4359:0012507,e02902,08/24/2015 9:19:03,toni,
15R4359:0012512,e02903,08/24/2015 9:19:03,toni,
15R3999:0013102,e02904,08/24/2015 9:19:03,toni,
15R4011:0013808,e02905,08/24/2015 9:19:03,toni,
15R4398:0013902,e02906,08/24/2015 9:19:03,toni,
15R4170:0014311,e02907,08/24/2015 9:19:03,toni,
15R0686:0015302,e02908,08/24/2015 9:19:03,toni,
15R0686:0015307,e02909,08/24/2015 9:19:03,toni,
15R4403:0015507,e02910,08/24/2015 9:19:03,toni,
15R0686:0015301,e02911,08/24/2015 9:19:03,toni,
15R0686:0015303,e02912,08/24/2015 9:19:03,toni,
15R0686:0015304,e02913,08/24/2015 9:19:03,toni,
15R0686:0015305,e02914,08/24/2015 9:19:03,toni,
15R0686:0015306,e02915,08/24/2015 9:19:03,toni,
15R1129:0015401,e02916,08/24/2015 9:19:03,toni,
15R1129:0015402,e02917,08/24/2015 9:19:03,toni,
15R1129:0015404,e02918,08/24/2015 9:19:03,toni,
15R1129:0015405,e02919,08/24/2015 9:19:03,toni,
15R1129:0015406,e02920,08/24/2015 9:19:03,toni,
15R1129:0015409,e02921,08/24/2015 9:19:03,toni,
15R1129:0015410,e02922,08/24/2015 9:19:03,toni,
15R4403:0015501,e02923,08/24/2015 9:19:03,toni,
15R4403:0015502,e02924,08/24/2015 9:19:03,toni,
15R4403:0015503,e02925,08/24/2015 9:19:03,toni,
15R4403:0015504,e02926,08/24/2015 9:19:03,toni,
15R4403:0015505,e02927,08/24/2015 9:19:03,toni,
15R4403:0015506,e02928,08/24/2015 9:19:03,toni,
15R4404:0015602,e02929,08/24/2015 9:19:03,toni,
15R4404:0015603,e02930,08/24/2015 9:19:03,toni,
15R4404:0015604,e02931,08/24/2015 9:19:03,toni,
15R4404:0015605,e02932,08/24/2015 9:19:03,toni,
15R4404:0015606,e02933,08/24/2015 9:19:03,toni,
15R4404:0015607,e02934,08/24/2015 9:19:03,toni,
15R4404:0015608,e02935,08/24/2015 9:19:03,toni,
15R3297:0015701,e02936,08/24/2015 9:19:03,toni,
15R3297:0015702,e02937,08/24/2015 9:19:03,toni,
15R4043:0015802,e02938,08/23/2015 10:10:31,toni,
15R4043:0015803,e02939,08/23/2015 10:10:31,toni,
15R4043:0015804,e02940,08/23/2015 10:10:31,toni,
15R4043:0015805,e02941,08/23/2015 10:10:31,toni,
15R4043:0015806,e02942,08/23/2015 10:10:31,toni,
15R2930:0015901,e02943,08/23/2015 10:10:31,toni,
15R2930:0015902,e02944,08/23/2015 10:10:31,toni,
15R2930:0015906,e02945,08/23/2015 10:10:31,toni,
15R2930:0015907,e02946,08/23/2015 10:10:31,toni,
15R4044:0016001,e02947,08/23/2015 10:10:31,toni,
15R4044:0016002,e02948,08/23/2015 10:10:31,toni,
15R4044:0016005,e02949,08/23/2015 10:10:31,toni,
15R4044:0016006,e02950,08/23/2015 10:10:31,toni,
15R4044:0016007,e02951,08/23/2015 10:10:31,toni,
