plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
16R4227:0006609,07/23/2016 20:09:23,0,1,toni,0,0,0,
16R4086:0007602,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R4086:0007606,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R4086:0007607,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R4491:0008003,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R4491:0008008,07/23/2016 11:34:37,0,0,toni,0,0,1,
16R4491:0008010,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001101,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001104,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001110,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001112,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001115,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001202,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001206,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001207,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001212,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001303,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R205:S0001307,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001407,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001413,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001418,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001514,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001601,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001602,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001605,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001608,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0001619,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0002801,07/23/2016 20:45:00,0,1,toni,0,0,0,
