plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
16R305:W0002803,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002804,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002805,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002806,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002807,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002808,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002810,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002813,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002814,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002901,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002902,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R305:W0002903,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002906,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002907,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002911,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002913,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002914,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002915,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R305:W0002916,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0001702,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0001813,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0001906,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002001,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002002,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002008,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002009,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002010,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002106,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002107,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002108,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002109,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R405:M0002110,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002111,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002201,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002203,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002204,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002210,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002211,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002212,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002213,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002301,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002306,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R405:M0002308,07/23/2016 20:45:00,0,1,toni,0,0,0,
16R505:B0002503,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R505:B0002506,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R505:B0002510,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R505:B0002511,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R505:B0002513,07/23/2016 12:00:00,0,1,toni,0,0,0,
16R4460:0003602,07/23/2016 20:00:00,1,0,toni,0,0,0,
16R4460:0003607,07/23/2016 20:00:00,1,0,toni,0,0,0,
16R4460:0003610,07/23/2016 20:00:00,1,0,toni,0,0,0,
16R4471:0004707,07/23/2016 20:02:38,1,0,toni,0,0,0,
16R4472:0004806,07/23/2016 20:21:57,1,0,toni,0,0,0,
16R4473:0004904,07/23/2016 20:23:18,1,0,toni,0,0,0,
16R4473:0004912,07/23/2016 20:24:54,1,0,toni,0,0,0,
16R4474:0005009,07/23/2016 20:26:17,1,0,toni,0,0,0,
16R4476:0005202,07/23/2016 20:27:32,1,0,toni,0,0,0,
16R4476:0005211,07/23/2016 20:28:36,1,0,toni,0,0,0,
16R4477:0005309,07/23/2016 20:29:46,1,0,toni,0,0,0,
16R4478:0005404,07/23/2016 20:33:13,1,0,toni,0,0,0,
16R4479:0005503,07/23/2016 20:32:10,1,0,toni,0,0,0,
16R4479:0005504,07/23/2016 20:31:26,1,0,toni,0,0,0,
16R4481:0005709,07/23/2016 20:34:32,1,0,toni,0,0,0,
16R4483:0005910,07/23/2016 20:32:00,1,0,toni,0,0,0,
16R4227:0006601,07/23/2016 20:05:47,1,0,toni,0,0,0,
16R4086:0007610,07/23/2016 20:07:36,1,0,toni,0,0,0,
16R4491:0008008,07/23/2016 20:09:21,1,0,toni,0,0,0,
16R4496:0009201,07/23/2016 20:35:54,1,0,toni,0,0,0,
16R4498:0009503,07/23/2016 20:39:18,1,0,toni,0,0,0,
16R4498:0009503,07/23/2016 20:42:31,1,0,toni,0,0,0,
16R4498:0009505,07/23/2016 20:40:59,1,0,toni,0,0,0,
16R4498:0009514,07/23/2016 20:43:44,1,0,toni,0,0,0,
16R4499:0009605,07/23/2016 20:46:00,1,0,toni,0,0,0,
16R4499:0009614,07/23/2016 20:44:50,1,0,toni,0,0,0,
16R4279:0010503,07/23/2016 20:10:31,1,0,toni,0,0,0,
16R4279:0010511,07/23/2016 20:10:58,1,0,toni,0,0,0,
16R4391:0010710,07/23/2016 20:13:32,1,0,toni,0,0,0,
16R4391:0010711,07/23/2016 20:15:01,1,0,toni,0,0,0,
16R4392:0010801,07/23/2016 20:17:17,1,0,toni,0,0,0,
16R4507:0010901,07/23/2016 20:15:58,1,0,toni,0,0,0,
16R4511:0011305,07/23/0002 20:19:24,1,0,toni,0,0,0,
