plantID,tassel_bagged,ear1_cut,datetime,popped_tassel,cut_tassel,ear2_cut,observer,cross_prep
16R505:B0002510,0,1,0,0,0,toni,07/23/2016 12:00:00,
16R505:B0002511,0,1,0,0,0,toni,07/23/2016 12:00:00,
16R505:B0002513,0,1,0,0,0,toni,07/23/2016 12:00:00,
16R4460:0003602,1,0,0,0,0,toni,07/23/2016 20:00:00,
16R4460:0003607,1,0,0,0,0,toni,07/23/2016 20:00:00,
16R4460:0003610,1,0,0,0,0,toni,07/23/2016 20:00:00,
16R4471:0004707,1,0,0,0,0,toni,07/23/2016 20:02:38,
16R4472:0004806,1,0,0,0,0,toni,07/23/2016 20:21:57,
16R4473:0004904,1,0,0,0,0,toni,07/23/2016 20:23:18,
16R4473:0004912,1,0,0,0,0,toni,07/23/2016 20:24:54,
16R4474:0005009,1,0,0,0,0,toni,07/23/2016 20:26:17,
16R4476:0005202,1,0,0,0,0,toni,07/23/2016 20:27:32,
16R4476:0005211,1,0,0,0,0,toni,07/23/2016 20:28:36,
16R4477:0005309,1,0,0,0,0,toni,07/23/2016 20:29:46,
16R4478:0005404,1,0,0,0,0,toni,07/23/2016 20:33:13,
16R4479:0005503,1,0,0,0,0,toni,07/23/2016 20:32:10,
16R4479:0005504,1,0,0,0,0,toni,07/23/2016 20:31:26,
16R4481:0005709,1,0,0,0,0,toni,07/23/2016 20:34:32,
16R4483:0005910,1,0,0,0,0,toni,07/23/2016 20:32:00,
16R4227:0006601,1,0,0,0,0,toni,07/23/2016 20:05:47,
16R4086:0007610,1,0,0,0,0,toni,07/23/2016 20:07:36,
16R4491:0008008,1,0,0,0,0,toni,07/23/2016 20:09:21,
16R4496:0009201,1,0,0,0,0,toni,07/23/2016 20:35:54,
16R4498:0009503,1,0,0,0,0,toni,07/23/2016 20:39:18,
16R4498:0009503,1,0,0,0,0,toni,07/23/2016 20:42:31,
16R4498:0009505,1,0,0,0,0,toni,07/23/2016 20:40:59,
16R4498:0009514,1,0,0,0,0,toni,07/23/2016 20:43:44,
16R4499:0009605,1,0,0,0,0,toni,07/23/2016 20:46:00,
16R4499:0009614,1,0,0,0,0,toni,07/23/2016 20:44:50,
16R4279:0010503,1,0,0,0,0,toni,07/23/2016 20:10:31,
16R4279:0010511,1,0,0,0,0,toni,07/23/2016 20:10:58,
16R4391:0010710,1,0,0,0,0,toni,07/23/2016 20:13:32,
16R4391:0010711,1,0,0,0,0,toni,07/23/2016 20:15:01,
16R4392:0010801,1,0,0,0,0,toni,07/23/2016 20:17:17,
16R4507:0010901,1,0,0,0,0,toni,07/23/2016 20:15:58,
16R4511:0011305,1,0,0,0,0,toni,07/23/0002 20:19:24,
