ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
16R405:M0002101,16R4468:0004411,1,0,0,toni,toni,07/23/2016 11:11:45,
16R405:M0002102,16R4468:0004411,1,0,0,toni,toni,07/23/2016 11:11:29,
16R305:W0001417,16R4470:0004603,1,0,0,toni,toni,07/23/2016 10:28:20,
16R305:W0001410,16R4470:0004604,1,0,0,toni,toni,07/23/2016 10:27:55,
16R405:M0001707,16R4471:0004707,1,0,0,toni,toni,07/23/2016 10:59:27,
16R4227:0006605,16R4227:0006601,1,0,0,toni,toni,07/23/2016 11:14:45,
16R4228:0006811,16R4228:0006811,1,0,0,toni,toni,07/23/2016 11:17:37,
16R4086:0007610,16R4086:0007610,1,0,0,toni,toni,07/23/2016 11:20:11,
16R4491:0008009,16R4491:0008006,1,0,0,toni,toni,07/23/2016 11:22:48,
16R305:W0001609,16R3607:0010402,1,0,0,toni,toni,07/23/2016 10:47:15,
16R305:W0001607,16R3607:0010403,1,0,0,toni,toni,07/23/2016 10:47:02,
16R305:W0001604,16R3607:0010408,1,0,0,toni,toni,07/23/2016 10:46:38,
16R305:W0001603,16R4279:0010503,1,0,0,toni,toni,07/23/2016 10:46:25,
16R305:W0001610,16R4279:0010511,1,0,0,toni,toni,07/23/2016 10:47:32,
16R305:W0001502,16R4514:0011806,1,0,0,toni,toni,07/23/2016 10:32:21,
16R305:W0001507,16R4514:0011806,1,0,0,toni,toni,07/23/2016 10:33:31,
16R305:W0001616,16R4514:0011809,1,0,0,toni,toni,07/23/2016 10:38:02,
16R305:W0001617,16R4514:0011809,1,0,0,toni,toni,07/23/2016 10:37:50,
16R405:M0001712,16R4515:0011903,1,0,0,toni,toni,07/23/2016 11:00:29,
16R405:M0001710,16R4515:0011909,1,0,0,toni,toni,07/23/2016 11:00:00,
16R405:M0001709,16R4515:0011911,1,0,0,toni,toni,07/23/2016 10:59:47,
16R405:M0002103,16R4516:0012007,1,0,0,toni,toni,07/23/2016 11:11:16,
16R405:M0002105,16R4516:0012007,1,0,0,toni,toni,07/23/2016 11:11:02,
16R405:M0001804,16R4516:0012008,1,0,0,toni,toni,07/23/2016 11:02:37,
16R305:W0001505,16R4523:0013207,1,0,0,toni,toni,07/23/2016 10:32:41,
16R305:W0001518,16R4535:0014401,1,0,0,toni,toni,07/23/2016 10:34:28,
16R305:W0001615,16R4535:0014404,1,0,0,toni,toni,07/23/2016 10:38:16,
16R305:W0001508,16R4535:0014412,1,0,0,toni,toni,07/23/2016 10:33:44,
