
% should be clean, placed into /athe/c/maize/data/palm/raw_data_from_palm/13r/reinventory/inventory.pl
%
% Kelly 13.3.2014

"06R0112:0011206","06R0112:0011208","qe",,"v00","wade","01/14/2014 8:53:35"
"06R0112:0011209","06R0112:0011206","fuzzy_cl",4,"v00","wade","01/14/2014 8:53:35" 
"06R200:S00I0113","06R0078:0007808","fuzzy_cl",3,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I0115","06R0061:0006106","fuzzy_cl",18,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I0403","06R0078:0007801","we",1,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1007","06R0038:0003806","we",2,"v00","derek","01/14/2014 9:33:33"
"06R200:S00I1010","06R0087:0008710","we",2,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1011","06R0040:0004003","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1012","06R0093:0009304","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1017","06R0097:0009706","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1105","06R0097:0009707","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1109","06R0040:0004003","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1114","06R0104:0010405","we",11,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1115","06R0104:0010407","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1118","06R0107:0010708","we",35,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1604","06R0035:0003509","we",29,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1611","06R0011:0001113","we",20,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1906","06R0004:0000401","we",39,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1907","06R0076:0007604","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1908","06R0017:0001703","we",30,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1909","06R0004:0000403","we",24,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1917","06R0077:0007718","we",7,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I1919","06R0004:0000405","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2209","06R0078:0007807","we",46,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2210","06R0054:0005401","we",2,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2213","06R0007:0000707","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2502","06R0112:0011201","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2503","06R0107:0010712","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2508","06R0112:0011211","ee",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2511","06R0112:0011205","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2512","06R0076:0007601","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2513","06R0076:0007608","we",1,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2515","06R0076:0007609","we",18,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2518","06R0076:0007613","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2520","06R0076:0007614","ee",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2607","06R0077:0007708","fuzzy_cl",20,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2609","06R0082:0008203","fuzzy_cl",7,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I2612","06R0084:0008414","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I3403","06R0082:0008211","fuzzy_cl",6,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I3407","06R0083:0008304","fuzzy_cl",4,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I3701","06R0112:0011209","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I3702","06R0112:0011208","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I3704","06R0095:0009504","fuzzy_cl",1,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I3705","06R0112:0011206","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I3712","06R0112:0011202","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I4002","06R0105:0010502","fuzzy_cl",15,"v00","wade","01/14/2014 9:33:33"
