# ma plantID,pa plantID,sleeve,fuzzy_cl,num_cl,observer,datetime,inventory
06R200:S00I1109,06R0040:0004003,v00,qe,,derek,01/14/2014 9:33:33,
06R200:S00I1114,06R0104:0010405,v00,fuzzy_cl,11,derek,01/14/2014 9:33:33,
06R200:S00I1115,06R0104:0010407,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I1118,06R0107:0010708,v00,fuzzy_cl,35,derek,01/14/2014 9:33:33,
06R200:S00I1604,06R0035:0003509,v00,fuzzy_cl,29,derek,01/14/2014 9:33:33,
06R200:S00I1611,06R0011:0001113,v00,fuzzy_cl,20,derek,01/14/2014 9:33:33,
06R200:S00I1906,06R0004:0000401,v00,fuzzy_cl,39,derek,01/14/2014 9:33:33,
06R200:S00I1907,06R0076:0007604,v00,qe,,derek,01/14/2014 9:33:33,
06R200:S00I1908,06R0017:0001703,v00,fuzzy_cl,30,derek,01/14/2014 9:33:33,
06R200:S00I1909,06R0004:0000403,v00,fuzzy_cl,24,derek,01/14/2014 9:33:33,
06R200:S00I1917,06R0077:0007718,v00,fuzzy_cl,7,derek,01/14/2014 9:33:33,
06R200:S00I1919,06R0004:0000405,v00,qe,,derek,01/14/2014 9:33:33,
06R200:S00I2209,06R0078:0007807,v00,fuzzy_cl,46,derek,01/14/2014 9:33:33,
06R200:S00I2210,06R0054:0005401,v00,fuzzy_cl,2,derek,01/14/2014 9:33:33,
06R200:S00I2213,06R0007:0000707,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I2502,06R0112:0011201,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I2503,06R0107:0010712,v00,qe,,derek,01/14/2014 9:33:33,
06R200:S00I2508,06R0112:0011211,v00,ee,,derek,01/14/2014 9:33:33,
06R200:S00I2511,06R0112:0011205,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I2512,06R0076:0007601,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I2513,06R0076:0007608,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R200:S00I2515,06R0076:0007609,v00,fuzzy_cl,18,derek,01/14/2014 9:33:33,
06R200:S00I2518,06R0076:0007613,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I2520,06R0076:0007614,v00,ee,,derek,01/14/2014 9:33:33,
06R200:S00I2607,06R0077:0007708,v00,fuzzy_cl,20,derek,01/14/2014 9:33:33,
06R200:S00I2609,06R0082:0008203,v00,fuzzy_cl,7,derek,01/14/2014 9:33:33,
06R200:S00I2612,06R0084:0008414,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I3403,06R0082:0008211,v00,fuzzy_cl,6,derek,01/14/2014 9:33:33,
06R200:S00I3407,06R0083:0008304,v00,fuzzy_cl,4,derek,01/14/2014 9:33:33,
06R200:S00I3701,06R0112:0011209,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I3702,06R0112:0011208,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I3704,06R0095:0009504,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R200:S00I3705,06R0112:0011206,v00,qe,,derek,01/14/2014 9:33:33,
06R200:S00I3712,06R0112:0011202,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I4002,06R0105:0010502,v00,fuzzy_cl,15,derek,01/14/2014 9:33:33,
06R200:S00I4806,06R0055:0005501,v00,ee,,derek,01/14/2014 9:33:33,
06R200:S00I5508,06R0007:0000708,v00,he,,derek,01/14/2014 9:33:33,
06R200:S00I5601,06R0007:0000709,v00,qe,,derek,01/14/2014 9:33:33,
06R200:S00I5602,06R0055:0005509,v00,xe,,derek,01/14/2014 9:33:33,
06R200:S00I5612,06R0061:0006114,v00,qe,,derek,01/14/2014 9:33:33,
06R200:S00I6608,06R0009:0000904,v00,we,,derek,01/14/2014 9:33:33,
06R200:S00I7207,06R0015:0001506,v00,ee,,derek,01/14/2014 9:33:33,
06R200:SI18.104,06R0029:0002905,v00,qe,,derek,01/14/2014 9:33:33,
06R300:W00I6901,06R0014:0001407,v00,fuzzy_cl,2,derek,01/14/2014 9:06:54,
06R300:W00I6902,06R0103:0010307,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I6904,06R0054:0005404,v00,tqe,,derek,01/14/2014 9:06:54,
06R300:W00I6906,06R0085:0008501,v00,ee,,derek,01/14/2014 9:06:54,
06R300:W00I6909,06R0014:0001411,v00,fuzzy_cl,18,derek,01/14/2014 9:06:54,
06R300:W00I7302,06R0017:0001701,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I7303,06R0018:0001802,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I7304,06R0019:0001903,v00,fuzzy_cl,60,derek,01/14/2014 9:06:54,
06R300:W00I7702,06R0019:0001909,v00,fuzzy_cl,85,derek,01/14/2014 9:06:54,
06R300:W00I7703,06R0019:0001912,v00,ee,,derek,01/14/2014 9:06:54,
06R300:W00I7717,06R0021:0002101,v00,tqe,,derek,01/14/2014 9:06:54,
06R300:W00I8001,06R0111:0011104,v00,ee,,derek,01/14/2014 9:06:54,
06R300:W00I8202,06R0024:0002402,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I8217,06R0024:0002405,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I8308,06R0027:0002711,v00,qe,,derek,01/14/2014 9:06:54,
06R300:W00I8310,06R0028:0002802,v00,qe,,derek,01/14/2014 9:06:54,
06R300:W00I8311,06R0028:0002805,v00,ee,,derek,01/14/2014 9:06:54,
06R300:W00I8313,06R0028:0002808,v00,qe,,derek,01/14/2014 9:06:54,
06R300:W00I8704,06R0030:0003007,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I8705,06R0067:0006711,v00,fuzzy_cl,27,derek,01/14/2014 9:06:54,
06R300:W00I8709,06R0030:0003012,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I8711,06R0031:0003103,v00,qe,,derek,01/14/2014 9:06:54,
06R300:W00I8712,06R0031:0003106,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I8713,06R0031:0003204,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I8715,06R0032:0003206,v00,qe,,derek,01/14/2014 9:06:54,
06R300:W00I8904,06R0032:0003208,v00,fuzzy_cl,36,derek,01/14/2014 9:06:54,
06R300:W00I8906,06R0033:0003308,v00,fuzzy_cl,35,derek,01/14/2014 9:06:54,
06R300:W00I8908,06R0035:0003501,v00,tqe,,derek,01/14/2014 9:06:54,
06R300:W00I9106,06R0035:0003503,v00,ee,,derek,01/14/2014 9:06:54,
06R300:W00I9109,06R0035:0003506,v00,he,,derek,01/14/2014 9:06:54,
06R300:W00I9208,06R0047:0004707,v00,fuzzy_cl,30,derek,01/14/2014 9:06:54,
06R300:W00I9214,06R0055:0005515,v00,fuzzy_cl,22,derek,01/14/2014 9:06:54,
06R300:W00I9303,06R0103:0010307,v00,ee,,derek,01/14/2014 9:06:54,
06R300:W0I10305,06R0107:0010701,v00,ee,,derek,01/14/2014 9:06:54,
06R300:WI71.114,06R0015:0001511,v00,fuzzy_cl,52,derek,01/14/2014 9:06:54,
06R300:W112.104,06R0059:0005908,v00,he,,derek,01/14/2014 9:06:54,
06R300:W105.201,06R0112:0011206,v00,he,,derek,01/14/2014 9:06:54,
06R300:WI71.111,06R0015:0001504,v00,he,,derek,01/14/2014 9:06:54,
06R400:M000I308,06R0097:0009706,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M000I309,06R0097:0009707,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I0302,06R0087:0008709,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I0306,06R0093:0009304,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I0602,06R0040:0004003,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I0605,06R0076:0007601,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I0606,06R0104:0010405,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I0607,06R0104:0010407,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I0609,06R0076:0007608,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I0610,06R0107:0010708,v00,fuzzy_cl,5,derek,01/14/2014 9:33:33,
06R400:M00I0615,06R0107:0010711,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R400:M00I0903,06R0112:0011201,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I0907,06R0112:0011205,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I0909,06R0112:0011211,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I0914,06R0076:0007611,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I1405,06R0076:0007614,v00,fuzzy_cl,27,derek,01/14/2014 9:33:33,
06R400:M00I1502,06R0076:0007616,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I1510,06R0077:0007708,v00,fuzzy_cl,18,derek,01/14/2014 9:33:33,
06R400:M00I1801,06R0035:0003509,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I1802,06R0111:0011104,v00,fuzzy_cl,4,derek,01/14/2014 9:33:33,
06R400:M00I1805,06R0005:0000509,v00,fuzzy_cl,46,derek,01/14/2014 9:33:33,
06R400:M00I1806,06R0006:0000611,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I1812,06R0110:0011003,v00,fuzzy_cl,17,derek,01/14/2014 9:33:33,
06R400:M00I1813,06R0110:0011002,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R400:M00I1815,06R0013:0001309,v00,fuzzy_cl,32,derek,01/14/2014 9:33:33,
06R400:M00I1818,06R0017:0001703,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I2102,06R0001:0000104,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I2104,06R0003:0000302,v00,fuzzy_cl,4,derek,01/14/2014 9:33:33,
06R400:M00I2106,06R0109:0010912,v00,fuzzy_cl,24,derek,01/14/2014 9:33:33,
06R400:M00I2108,06R0109:0010908,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I2109,06R0004:0000403,v00,tqe,,derek,01/14/2014 9:33:33,
06R400:M00I2110,06R0021:0002104,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R400:M00I2112,06R0004:0000405,v00,ee,,derek,01/14/2014 9:33:33,
06R400:M00I2116,06R0055:0005525,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I2313,06R0054:0005404,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I2402,06R0024:0002410,v00,fuzzy_cl,3,derek,01/14/2014 9:33:33,
06R400:M00I2406,06R0007:0000708,v00,fuzzy_cl,22,derek,01/14/2014 9:33:33,
06R400:M00I2412,06R0001:0000104,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I2903,06R0082:0008203,v00,fuzzy_cl,3,derek,01/14/2014 9:33:33,
06R400:M00I2905,06R0084:0008414,v00,fuzzy_cl,15,derek,01/14/2014 9:33:33,
06R400:M00I3002,06R0010:0001001,v00,fuzzy_cl,5,derek,01/14/2014 9:33:33,
06R400:M00I3301,06R0054:0005406,v00,fuzzy_cl,20,derek,01/14/2014 9:33:33,
06R400:M00I3303,06R0055:0005501,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I3306,06R0008:0000802,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I3308,06R0103:0010307,v00,fuzzy_cl,21,derek,01/14/2014 9:33:33,
06R400:M00I3602,06R0102:0010210,v00,fuzzy_cl,11,derek,01/14/2014 9:33:33,
06R400:M00I3606,06R0009:0000904,v00,fuzzy_cl,11,derek,01/14/2014 9:33:33,
06R400:M00I3609,06R0060:0006002,v00,fuzzy_cl,9,derek,01/14/2014 9:33:33,
06R400:M00I3610,06R0101:0010101,v00,fuzzy_cl,2,derek,01/14/2014 9:33:33,
06R400:M00I3905,06R0061:0006114,v00,fuzzy_cl,14,derek,01/14/2014 9:33:33,
06R400:M00I3907,06R0100:0010002,v00,fuzzy_cl,4,derek,01/14/2014 9:33:33,
06R400:M00I3909,06R0099:0009905,v00,fuzzy_cl,2,derek,01/14/2014 9:33:33,
06R400:M00I3910,06R0097:0009711,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R400:M00I3912,06R0061:0006115,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R400:M00I3914,06R0097:0009709,v00,fuzzy_cl,8,derek,01/14/2014 9:33:33,
06R400:M00I3915,06R0097:0009708,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R400:M00I5010,06R0061:0006106,v00,fuzzy_cl,4,derek,01/14/2014 9:33:33,
06R400:M00I5403,06R0036:0003601,v00,fuzzy_cl,11,derek,01/14/2014 9:33:33,
06R400:M00I6101,06R0070:0007012,v00,fuzzy_cl,1,derek,01/14/2014 9:33:33,
06R400:M00I6102,06R0015:0001504,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I6105,06R0071:0007110,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I6106,06R0003:0000303,v00,fuzzy_cl,17,derek,01/14/2014 9:33:33,
06R400:M00I6107,06R0112:0011209,v00,he,,derek,01/14/2014 9:33:33,
06R400:M00I6504,06R0078:0007801,v00,qe,,derek,01/14/2014 9:33:33,
06R400:M00I6505,06R0067:0006711,v00,fuzzy_cl,6,derek,01/14/2014 9:33:33,
06R400:M00I6506,06R0085:0008501,v00,fuzzy_cl,2,derek,01/14/2014 9:33:33,
06R400:M00I6512,06R0067:0006711,v00,fuzzy_cl,14,derek,01/14/2014 9:33:33,
06R400:M00I7002,06R0054:0005401,v00,fuzzy_cl,2,derek,01/14/2014 9:33:33,
06R400:M00I7011,06R0075:0007501,v00,ee,,derek,01/14/2014 9:33:33,
