ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R205:S0001114,17R4011:0018002,07/30/2017 11:56:00,1,0,0,toni,josh,
17R205:S0001115,17R4011:0018002,07/30/2017 11:56:37,1,0,0,toni,josh,
17R205:S0001116,17R4011:0018002,07/30/2017 12:06:55,1,0,0,toni,josh,
17R405:M0002110,17R4546:0018205,07/30/2017 12:07:15,1,0,0,toni,josh,
17R405:M0002111,17R4509:0017712,07/30/2017 12:07:52,1,0,0,toni,josh,
17R405:M0002207,17R4546:0018201,07/30/2017 12:09:25,1,0,0,toni,josh,
17R405:M0002206,17R4546:0018201,07/30/2017 12:09:30,1,0,0,toni,josh,
17R405:M0002203,17R4540:0017604,07/30/2017 12:09:51,1,0,0,toni,josh,
17R405:M0002202,17R4538:0016306,07/30/2017 12:11:09,1,0,0,toni,josh,
17R405:M0002302,17R4538:0016311,07/30/2017 12:12:24,1,0,0,toni,josh,
17R405:M0002304,17R4538:0016311,07/30/2017 12:12:35,1,0,0,toni,josh,
17R405:M0002306,17R4578:0017406,07/30/2017 12:14:33,1,0,0,toni,josh,
17R405:M0002307,17R4578:0017406,07/30/2017 12:14:44,1,0,0,toni,josh,
17R405:M0002309,17R4578:0017406,07/30/2017 12:15:00,1,0,0,toni,josh,
17R405:M0002310,17R4538:0016302,07/30/2017 12:15:32,1,0,0,toni,josh,
17R205:S0001206,17R4545:0018105,07/30/2017 12:24:21,1,0,0,toni,josh,
17R205:S0001208,17R4545:0018105,07/30/2017 12:24:34,1,0,0,toni,josh,
17R205:S0001209,17R4543:0017901,07/30/2017 12:24:53,1,0,0,toni,josh,
17R205:S0001210,17R4625:0015809,07/30/2017 12:26:08,1,0,0,toni,josh,
17R205:S0001211,17R4625:0015809,07/30/2017 12:26:22,1,0,0,toni,josh,
17R205:S0001212,17R4625:0015804,07/30/2017 12:27:32,1,0,0,toni,josh,
17R205:S0001215,17R4625:0015804,07/30/2017 12:27:51,1,0,0,toni,josh,
17R205:S0001217,17R4477:0016204,07/30/2017 12:29:44,1,0,0,toni,josh,
17R205:S0001218,17R4477:0016204,07/30/2017 12:29:58,1,0,0,toni,josh,
17R205:S0001219,17R4477:0016203,07/30/2017 12:32:12,1,0,0,toni,josh,
17R205:S0001317,17R4477:0016203,07/30/2017 12:32:25,1,0,0,toni,josh,
17R4561:0006014,17R4561:0006004,07/30/2017 12:43:27,1,0,0,toni,josh,
17R4561:0006007,17R4561:0006004,07/30/2017 12:44:01,1,0,0,toni,josh,
17R4561:0006005,17R4561:0006004,07/30/2017 12:44:15,1,0,0,toni,josh,
17R4561:0006002,17R4561:0006004,07/30/2017 12:44:37,1,0,0,toni,josh,
17R4561:0006001,17R4561:0006004,07/30/2017 12:44:40,1,0,0,toni,josh,
17R4491:0007619,17R4491:0007610,07/30/2017 12:53:18,1,0,0,toni,josh,
17R4491:0007608,17R4491:0007610,07/30/2017 12:54:00,1,0,0,toni,josh,
17R4491:0007607,17R4491:0007610,07/30/2017 12:54:11,1,0,0,toni,josh,
17R4491:0007603,17R4491:0007610,07/30/2017 12:54:51,1,0,0,toni,josh,
17R4453:0008402,17R4453:0008402,07/30/2017 12:57:25,1,0,0,toni,josh,
17R4494:0008610,17R4494:0008601,07/30/2017 13:01:27,1,0,0,toni,josh,
17R4494:0008615,17R4494:0008601,07/30/2017 13:01:31,1,0,0,toni,josh,
17R4577:0009212,17R4577:0009210,07/30/2017 13:05:58,1,0,0,toni,josh,
17R4577:0009211,17R4577:0009210,07/30/2017 13:06:00,1,0,0,toni,josh,
17R4555:0009809,17R4555:0009810,07/30/2017 13:09:53,1,0,0,toni,josh,
17R4555:0009808,17R4555:0009810,07/30/2017 13:09:57,1,0,0,toni,josh,
17R4554:0010004,17R4554:0010009,07/30/2017 13:13:47,1,0,0,toni,josh,
17R4554:0010003,17R4554:0010009,07/30/2017 13:13:50,1,0,0,toni,josh,
17R4554:0010005,17R4554:0010009,07/30/2017 13:13:54,1,0,0,toni,josh,
17R4534:0010410,17R4534:0010403,07/30/2017 13:18:49,1,0,0,toni,josh,
17R4534:0010407,17R4534:0010403,07/30/2017 13:18:53,1,0,0,toni,josh,
17R4534:0010401,17R4534:0010403,07/30/2017 13:18:56,1,0,0,toni,josh,
17R4538:0010813,17R4538:0010801,07/30/2017 13:23:26,1,0,0,toni,josh,
17R4538:0010811,17R4538:0010801,07/30/2017 13:23:29,1,0,0,toni,josh,
17R4538:0010804,17R4538:0010801,07/30/2017 13:23:32,1,0,0,toni,josh,
17R505:B0002906,17R4534:0010403,07/30/2017 13:25:12,1,0,0,toni,josh,
17R505:B0003014,17R4555:0009810,07/30/2017 13:27:20,1,0,0,toni,josh,
17R505:B0003013,17R4555:0009810,07/30/2017 13:27:23,1,0,0,toni,josh,
17R4452:0009001,17R4452:0009007,07/30/2017 13:33:22,1,0,0,toni,josh,
17R4452:0009008,17R4452:0009007,07/30/2017 13:33:36,1,0,0,toni,josh,
17R4452:0009010,17R4452:0009007,07/30/2017 13:33:42,1,0,0,toni,josh,
17R4452:0009011,17R4452:0009007,07/30/2017 13:33:38,1,0,0,toni,josh,
17R4092:0008801,17R4092:0008802,07/30/2017 13:34:35,1,0,0,toni,josh,
17R205:S0001307,17R4539:0017501,07/30/2017 13:44:34,1,0,0,toni,josh,
