plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
17R4579:0019812,07/30/2017 17:11:55,1,1,toni,0,0,0,
17R4579:0019802,07/30/2017 17:14:17,1,1,toni,0,0,0,
17R4579:0019804,07/30/2017 17:15:46,1,1,toni,0,0,0,
17R4580:0019908,07/30/2017 17:22:04,1,1,toni,0,0,0,
17R4580:0019910,07/30/2017 17:25:33,1,1,toni,0,0,0,
17R4595:0020015,07/30/2017 17:32:42,1,1,toni,0,0,0,
17R4595:0020014,07/30/2017 17:34:59,1,1,toni,0,0,0,
17R4595:0020011,07/30/2017 17:36:37,1,1,toni,0,0,0,
17R4596:0020113,07/30/2017 17:43:40,1,1,toni,0,0,0,
17R4596:0020112,07/30/2017 17:45:02,1,1,toni,0,0,0,
17R4596:0020105,07/30/2017 17:46:42,1,1,toni,0,0,0,
17R4597:0020211,07/30/2017 17:52:28,1,1,toni,0,0,0,
17R4597:0020208,07/30/2017 17:54:00,1,1,toni,0,0,0,
17R4597:0020205,07/30/2017 17:56:20,1,1,toni,0,0,0,
17R4598:0020301,07/30/2017 18:02:27,1,1,toni,0,0,0,
17R4598:0020311,07/30/2017 18:04:29,1,1,toni,0,0,0,
17R4599:0020401,07/30/2017 18:06:57,1,1,toni,0,0,0,
17R4598:0020307,07/30/2017 18:12:35,1,1,toni,0,0,0,
17R4599:0020407,07/30/2017 18:14:45,1,1,toni,0,0,0,
17R4602:0020703,07/30/2017 18:17:18,1,1,toni,0,0,0,
17R4602:0020711,07/30/2017 18:19:45,1,1,toni,0,0,0,
17R4602:0020712,07/30/2017 18:21:10,1,1,toni,0,0,0,
17R4603:0020803,07/30/2017 18:22:56,1,1,toni,0,0,0,
17R4603:0020804,07/30/2017 18:25:18,1,1,toni,0,0,0,
17R4603:0020805,07/30/2017 18:31:41,1,1,toni,0,0,0,
17R4600:0020502,07/30/2017 18:31:45,1,1,toni,0,0,0,
17R4600:0020509,07/30/2017 18:33:17,1,1,toni,0,0,0,
17R4600:0020510,07/30/2017 18:34:39,1,1,toni,0,0,0,
17R4601:0020601,07/30/2017 18:37:03,1,1,toni,0,0,0,
17R4601:0020602,07/30/2017 18:38:49,1,1,toni,0,0,0,
17R4601:0020612,07/30/2017 18:40:58,1,1,toni,0,0,0,
17R4605:0021013,07/30/2017 18:42:37,1,1,toni,0,0,0,
17R4605:0021011,07/30/2017 18:44:14,1,1,toni,0,0,0,
17R4605:0021010,07/30/2017 18:48:17,1,1,toni,0,0,0,
17R4606:0021102,07/30/2017 18:48:20,1,1,toni,0,0,0,
17R4606:0021105,07/30/2017 18:50:55,1,1,toni,0,0,0,
17R4606:0021104,07/30/2017 18:51:22,1,1,toni,0,0,0,
17R4607:0021201,07/30/2017 18:52:53,1,1,toni,0,0,0,
17R4607:0021202,07/30/2017 18:54:54,1,1,toni,0,0,0,
17R4607:0021204,07/30/2017 18:56:38,1,1,toni,0,0,0,
17R4609:0021401,07/30/2017 18:58:20,1,1,toni,0,0,0,
17R4609:0021405,07/30/2017 19:01:48,1,1,toni,0,0,0,
17R4609:0021407,07/30/2017 19:05:16,1,1,toni,0,0,0,
17R4581:0021502,07/30/2017 19:05:20,1,1,toni,0,0,0,
17R4581:0021503,07/30/2017 19:07:14,1,1,toni,0,0,0,
17R4581:0021506,07/30/2017 19:09:03,1,1,toni,0,0,0,
17R4581:0021511,07/30/2017 19:10:43,1,1,toni,0,0,0,
17R4582:0021602,07/30/2017 19:12:34,1,1,toni,0,0,0,
17R4582:0021603,07/30/2017 19:14:14,1,1,toni,0,0,0,
17R4582:0021604,07/30/2017 19:17:42,1,1,toni,0,0,0,
17R4583:0021701,07/30/2017 19:17:45,1,1,toni,0,0,0,
17R4583:0021703,07/30/2017 19:20:00,1,1,toni,0,0,0,
17R4583:0021704,07/30/2017 19:21:33,1,1,toni,0,0,0,
17R4584:0021801,07/30/2017 19:24:02,1,1,toni,0,0,0,
17R4584:0021802,07/30/2017 19:26:08,1,1,toni,0,0,0,
17R4584:0021804,07/30/2017 19:29:17,1,1,toni,0,0,0,
17R4533:0019708,07/30/2017 19:44:43,1,0,toni,0,0,0,
17R4546:0018205,07/30/2017 19:48:21,1,0,toni,0,0,0,
17R4545:0018105,07/30/2017 19:49:48,1,0,toni,0,0,0,
17R4509:0017712,07/30/2017 19:49:45,1,0,toni,0,0,0,
17R4539:0017501,07/30/2017 19:51:00,1,0,toni,0,0,0,
17R4540:0017605,07/30/2017 19:53:54,1,0,toni,0,0,0,
17R4474:0016101,07/30/2017 19:53:58,1,0,toni,0,0,0,
17R4477:0016203,07/30/2017 19:55:17,1,0,toni,0,0,0,
17R4477:0016204,07/30/2017 19:58:23,1,0,toni,0,0,0,
17R4491:0007610,07/30/2017 19:58:26,1,1,toni,0,0,0,
17R4534:0010403,07/30/2017 20:04:18,1,1,toni,0,0,0,
17R4494:0008601,07/30/2017 20:07:42,1,0,toni,0,0,0,
17R4092:0008802,07/30/2017 20:07:45,1,0,toni,0,0,0,
17R4452:0009007,07/30/2017 20:09:12,1,0,toni,0,0,0,
17R4577:0009210,07/30/2017 20:10:35,1,0,toni,0,0,0,
17R4555:0009810,07/30/2017 20:14:54,1,0,toni,0,0,0,
17R4538:0010801,07/30/2017 20:14:58,1,0,toni,0,0,0,
