99940,940,000000000000000,000000000000000,15,10,v00000,1
99941,941,000000000000000,000000000000000,15,10,v00000,1
99942,942,000000000000000,000000000000000,15,10,v00000,1
99943,943,000000000000000,000000000000000,15,10,v00000,1
99944,944,000000000000000,000000000000000,15,10,v00000,1
99945,945,000000000000000,000000000000000,15,10,v00000,1
99946,946,000000000000000,000000000000000,15,10,v00000,1
99947,947,000000000000000,000000000000000,15,10,v00000,1
99948,948,000000000000000,000000000000000,15,10,v00000,1
99949,949,000000000000000,000000000000000,15,10,v00000,1
99950,950,000000000000000,000000000000000,15,10,v00000,1
99951,951,000000000000000,000000000000000,15,10,v00000,1
99952,952,000000000000000,000000000000000,15,10,v00000,1
99953,953,000000000000000,000000000000000,15,10,v00000,1
99954,954,000000000000000,000000000000000,15,10,v00000,1
99955,955,000000000000000,000000000000000,15,10,v00000,1
99956,956,000000000000000,000000000000000,15,10,v00000,1
99957,957,000000000000000,000000000000000,15,10,v00000,1
99958,958,000000000000000,000000000000000,15,10,v00000,1
99959,959,000000000000000,000000000000000,15,10,v00000,1
99960,960,000000000000000,000000000000000,15,10,v00000,1
99661,961,000000000000000,000000000000000,15,10,v00000,1
99662,962,000000000000000,000000000000000,15,10,v00000,1
99663,963,000000000000000,000000000000000,15,10,v00000,1
99664,964,000000000000000,000000000000000,15,10,v00000,1
99665,965,000000000000000,000000000000000,15,10,v00000,1
99666,966,000000000000000,000000000000000,15,10,v00000,1
99667,967,000000000000000,000000000000000,15,10,v00000,1
99668,968,000000000000000,000000000000000,15,10,v00000,1
99669,969,000000000000000,000000000000000,15,10,v00000,1
99970,970,000000000000000,000000000000000,15,10,v00000,1
99971,971,000000000000000,000000000000000,15,10,v00000,1
99972,972,000000000000000,000000000000000,15,10,v00000,1
99973,973,000000000000000,000000000000000,15,10,v00000,1
99974,974,000000000000000,000000000000000,15,10,v00000,1
99975,975,000000000000000,000000000000000,15,10,v00000,1
99976,976,000000000000000,000000000000000,15,10,v00000,1
99977,977,000000000000000,000000000000000,15,10,v00000,1
99978,978,000000000000000,000000000000000,15,10,v00000,1
99979,979,000000000000000,000000000000000,15,10,v00000,1
99980,980,000000000000000,000000000000000,15,10,v00000,1
99981,981,000000000000000,000000000000000,15,10,v00000,1
99982,982,000000000000000,000000000000000,15,10,v00000,1
99983,983,000000000000000,000000000000000,15,10,v00000,1
99984,984,000000000000000,000000000000000,15,10,v00000,1
99985,985,000000000000000,000000000000000,15,10,v00000,1
99986,986,000000000000000,000000000000000,15,10,v00000,1
99987,987,000000000000000,000000000000000,15,10,v00000,1
99988,988,000000000000000,000000000000000,15,10,v00000,1
99989,989,000000000000000,000000000000000,15,10,v00000,1
99990,990,000000000000000,000000000000000,15,10,v00000,1
99991,991,000000000000000,000000000000000,15,10,v00000,1
99992,992,000000000000000,000000000000000,15,10,v00000,1
99993,993,000000000000000,000000000000000,15,10,v00000,1
99994,994,000000000000000,000000000000000,15,10,v00000,1
99995,995,000000000000000,000000000000000,15,10,v00000,1
99996,996,000000000000000,000000000000000,15,10,v00000,1
99997,997,000000000000000,000000000000000,15,10,v00000,1
99998,998,000000000000000,000000000000000,15,10,v00000,1
99999,999,000000000000000,000000000000000,15,10,v00000,1
