plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
17R0688:0023114,08/09/2017 18:40:37,1,1,toni,0,0,0,
17R0688:0023113,08/09/2017 18:41:54,1,1,toni,0,0,0,
17R0688:0023106,08/09/2017 18:43:17,1,1,toni,0,0,0,
