ma plantID,pa plantID,sleeve,fuzzy_cl,num_cl,observer,datetime,inventory
06R0001:0000108,06R0001:0000106,v00001,we,,avi,07/01/2013 16:42:14,
06R0003:0000308,06R0003:0000303,v00001,tqe,,avi,07/01/2013 16:50:43,
06R0005:0000504,06R0005:0000508,v00001,we,,avi,07/01/2013 16:53:19,
06R0005:0000501,06R0005:0000506,v00001,we,,avi,07/01/2013 16:53:19,
06R0006:0000606,06R0006:0000609,v00001,we,,avi,07/01/2013 16:53:19,
06R0005:0000510,06R0005:0000505,v00001,we,,avi,07/01/2013 16:53:19,
06R0006:0000607,06R0006:0000604,v00001,we,,avi,07/01/2013 16:53:19,
06R0006:0000613,06R0006:0000601,v00001,we,,avi,07/01/2013 16:53:19,
06R0006:0000614,06R0006:0000610,v00002,we,,avi,07/01/2013 16:53:19,
06R0007:0000711,06R0007:0000709,v00002,tqe,,avi,07/01/2013 17:48:46,
06R0009:0000905,06R0009:0000904,v00002,we,,avi,07/01/2013 17:48:53,
06R200:S00I1011,06R0040:0004003,v00002,we,,avi,07/01/2013 17:57:10,
06R0009:0000908,06R0009:0000901,v00002,we,,avi,07/01/2013 17:58:00,
06R0011:0001104,06R0011:0001101,v00002,we,,avi,07/01/2013 18:02:13,
06R0011:0001107,06R0011:0001109,v00002,we,,avi,07/01/2013 18:05:19,
06R0011:0001108,06R0011:0001103,v00002,we,,avi,07/01/2013 18:08:24,
06R0011:0001114,06R0011:0001110,v00003,we,,avi,07/01/2013 17:57:28,
06R0012:0001207,06R0012:0001208,v00003,we,,avi,07/01/2013 17:57:28,
06R0012:0001208,06R0012:0001207,v00003,we,,avi,07/01/2013 18:14:38,
06R0013:0001301,06R0013:0001305,v00003,qe,,avi,07/01/2013 17:57:28,
06R0013:0001304,06R0013:0001302,v00003,tqe,,avi,07/01/2013 18:18:56,
06R0013:0001306,06R0013:0001309,v00003,tqe,,avi,07/01/2013 17:57:28,
06R0013:0001315,06R0013:0001312,v00003,tqe,,avi,07/01/2013 17:57:28,
06R0014:0001403,06R0014:0001406,v00003,we,,avi,07/01/2013 17:57:28,
06R0014:0001404,06R0014:0001407,v00003,we,,avi,07/01/2013 18:26:44,
06R0014:0001412,06R0014:0001411,v00004,we,,avi,07/01/2013 18:28:48,
06R0015:0001502,06R0015:0001501,v00004,we,,avi,07/01/2013 18:30:20,
06R0015:0001503,06R0015:0001511,v00004,tqe,,avi,07/01/2013 18:31:56,
06R0015:0001505,06R0015:0001506,v00004,tqe,,avi,07/01/2013 18:33:42,
06R0016:0001601,06R0016:0001601,v00004,we,,avi,07/01/2013 20:35:25,
06R0017:0001704,06R0017:0001706,v00004,we,,avi,07/01/2013 18:37:03,
06R0017:0001707,06R0017:0001708,v00004,we,,avi,07/01/2013 18:39:32,
06R0017:0001708,06R0017:0001702,v00004,we,,avi,07/01/2013 17:57:28,
06R0017:0001709,06R0017:0001703,v00004,tqe,,avi,07/01/2013 17:57:28,
06R0018:0001805,06R0018:0001809,v00005,we,,avi,07/01/2013 18:47:09,
06R0018:0001808,06R0018:0001804,v00005,we,,avi,07/01/2013 18:49:06,
06R200:S00I1012,06R0093:0009304,v00005,we,,avi,07/01/2013 18:51:09,
06R200:S00I1017,06R0097:0009706,v00005,he,,avi,07/01/2013 18:52:34,
06R200:S00I1105,06R0097:0009707,v00005,we,,avi,07/01/2013 18:54:50,
06R200:S00I1109,06R0040:0004003,v00005,we,,avi,07/01/2013 18:58:39,
06R200:S00I1115,06R0104:0010407,v00005,we,,avi,07/01/2013 17:57:28,
06R200:S00I1606,06R0005:0000509,v00005,we,,avi,07/01/2013 19:03:42,
06R201:S00I1608,06R0001:0000104,v00005,qe,,avi,07/01/2013 19:06:48,
06R200:S00I1919,06R0004:0000405,v00005,tqe,,avi,07/01/2013 17:57:28,
06R200:S00I1907,06R0076:0007604,v00005,tqe,,avi,07/01/2013 19:09:54,
06R200:S00I2502,06R0112:0011201,v00005,we,,avi,07/01/2013 19:11:47,
06R200:S00I2213,06R0007:0000707,v00005,tqe,,avi,07/01/2013 19:13:33,
06R200:S00I2508,06R0112:0011211,v00005,he,,avi,07/01/2013 19:15:52,
06R200:S00I2503,06R0107:0010712,v00005,he,,avi,07/01/2013 19:17:11,
06R200:S00I2512,06R9976:0007601,v00005,we,,avi,07/01/2013 19:20:56,
06R200:S00I2511,06R0112:0011205,v00005,tqe,,avi,07/01/2013 19:41:01,
