plantID,datetime,kicked down for light,dead,sacrificed,too slow to cross,observer,plant_fate
12N3897:0005607,12/01/2013 11:08:08,1,0,0,0,toni,
12N3897:0005613,01/11/2013 11:08:11,1,0,0,0,toni,
12N3897:0005611,01/11/2013 11:08:14,1,0,0,0,toni,
