plantID,kicked down for light,sacrificed,dead,too slow to cross,observer,datetime,plant_fate
12N3897:0005607,1,0,0,0,toni,12/01/2013 11:08:08,
12N3897:0005613,1,0,0,0,toni,01/11/2013 11:08:11,
12N3897:0005611,1,0,0,0,toni,01/11/2013 11:08:14,
