ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R3946:0006904,17R3946:0006904,08/09/2017 11:01:04,1,0,0,toni,josh,
17R4492:0007907,17R4492:0007906,08/09/2017 11:03:44,1,0,0,toni,josh,
17R4492:0007903,17R4492:0007906,08/09/2017 11:03:41,1,0,0,toni,josh,
17R205:S0003303,17R2252:0011001,08/09/2017 11:10:46,1,0,0,toni,josh,
17R205:S0003407,17R2252:0011001,08/09/2017 11:10:49,1,0,0,toni,josh,
17R205:S0003408,17R2252:0011001,08/09/2017 11:10:52,1,0,0,toni,josh,
17R205:S0003510,17R2252:0011019,08/09/2017 11:14:32,1,0,0,toni,josh,
17R205:S0003411,17R2252:0011019,08/09/2017 11:14:35,1,0,0,toni,josh,
17R205:S0003412,17R2252:0011019,08/09/2017 11:14:37,1,0,0,toni,josh,
17R4541:0009712,17R4541:0009712,08/09/2017 11:21:13,1,0,0,toni,josh,
17R505:B0005014,17R4541:0009712,08/09/2017 11:26:31,1,0,0,toni,josh,
17R505:B0005015,17R4541:0009712,08/09/2017 11:26:33,1,0,0,toni,josh,
17R505:B0005110,17R4541:0009712,08/09/2017 11:28:28,1,0,0,toni,josh,
17R505:B0005108,17R4494:0008701,08/09/2017 11:30:58,1,0,0,toni,josh,
17R505:B0005102,17R4494:0008701,08/09/2017 11:31:00,1,0,0,toni,josh,
17R505:B0005103,17R4494:0008701,08/09/2017 11:31:02,1,0,0,toni,josh,
17R205:S0003516,17R4419:0011108,08/09/2017 11:40:44,1,0,0,toni,josh,
17R205:S0003513,17R4419:0011108,08/09/2017 11:40:51,1,0,0,toni,josh,
17R205:S0003505,17R4419:0011108,08/09/2017 11:40:47,1,0,0,toni,josh,
