plantID,wild_type,lesion,cross,photograph,sample,sample,stature,tassel,ear,other_phes,datetime,observer,mutanta
17R4563:0016911,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4563:0016912,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4563:0016901,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3192:0017001,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3192:0017002,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3192:0017003,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3192:0017004,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3192:0017005,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3192:0017007,0,1,0,0,0,0, ,no tassel,no ear,,08/09/2017 12:00:00,toni,
17R3192:0017006,0,1,1,1,0,0, , , ,,08/09/2017 12:00:00,toni,
17R3192:0017008,0,1,0,0,0,0, , , ,,08/09/2017 12:00:00,toni,
17R4357:0017101,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4357:0017102,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4357:0017103,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4357:0017104,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4357:0017105,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4357:0017106,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017201,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017202,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017203,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017204,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017210,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017205,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017206,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017207,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017208,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R3974:0017209,0,1,0,0,0,0,shorter_by_2_ft, ,no ear,,08/09/2017 12:00:00,toni,
17R4575:0017301,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4575:0017302,0,1,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4575:0017303,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4575:0017304,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4575:0017305,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017401,0,1,1,1,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017404,1,0,0,0,0,0,shorter_by_1_ft, , ,,07/26/2017 12:00:00,toni,
17R4578:0017402,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017403,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017405,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017406,0,1,1,1,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017407,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017408,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017412,1,0,0,0,0,0,semi_dwarf,no tassel,no ear,,07/26/2017 12:00:00,toni,
17R4578:0017409,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4578:0017410,1,0,0,0,0,0, , ,small ear,,07/26/2017 12:00:00,toni,
17R4578:0017411,0,1,1,1,0,0, , ,small ear,,07/26/2017 12:00:00,toni,
17R4539:0017501,0,1,1,1,0,0,shorter_by_3_ft, ,no ear,,07/25/2017 12:00:00,toni,
17R4539:0017502,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4539:0017503,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4539:0017504,0,1,0,0,0,0,semi_dwarf,no tassel,no ear,,08/09/2017 12:00:00,toni,
17R4539:0017505,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4539:0017506,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4539:0017507,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4539:0017508,0,1,1,1,0,0,shorter_by_2_ft, ,no ear,,07/25/2017 12:00:00,toni,
17R4539:0017509,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4540:0017601,0,1,0,0,0,0,shorter_by_3_ft,bad tassel,no ear,,07/25/2017 12:00:00,toni,
17R4540:0017602,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4540:0017604,0,1,1,1,0,0,shorter_by_2_ft,bad tassel,no ear,,07/25/2017 12:00:00,toni,
17R4540:0017605,0,1,0,0,0,0,shorter_by_3_ft,bad tassel,no ear,,07/25/2017 12:00:00,toni,
17R4540:0017606,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4540:0017607,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4509:0017701,0,1,1,1,0,0,shorter_by_3_ft, ,no ear,,07/25/2017 12:00:00,toni,
17R4509:0017702,0,1,0,0,0,0,shorter_by_4_ft,rudimentary tassel,no ear,,07/25/2017 12:00:00,toni,
17R4509:0017704,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4509:0017705,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4509:0017706,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4509:0017707,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4509:0017708,0,1,0,0,0,0,shorter_by_4_ft,rudimentary tassel,no ear,,07/25/2017 12:00:00,toni,
17R4509:0017709,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4509:0017703,0,1,0,0,0,0,shorter_by_3_ft,rudimentary tassel,no ear,,07/25/2017 12:00:00,toni,
17R4509:0017711,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4509:0017712,0,1,1,1,0,0,shorter_by_3_ft,bad tassel,no ear,,07/25/2017 12:00:00,toni,
17R4509:0017713,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4544:0017801,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017802,0,1,1,1,0,0, , ,small ear,,06/28/2017 12:00:00,toni,
17R4544:0017803,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017804,0,1,0,0,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4544:0017805,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017806,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017807,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017808,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017818,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017809,0,1,0,0,0,0,shorter_by_3_ft,no tassel,no ear,,08/09/2017 12:00:00,toni,
17R4544:0017810,0,1,0,0,0,0,shorter_by_3_ft,no tassel,no ear,,06/28/2017 12:00:00,toni,
17R4544:0017811,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017812,0,1,1,1,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4544:0017813,0,1,0,0,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4544:0017814,0,1,0,0,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4544:0017815,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017816,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4544:0017817,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017901,0,1,1,1,0,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4543:0017902,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017903,0,1,0,0,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4543:0017904,0,1,0,0,0,0, , ,small ear,,06/28/2017 12:00:00,toni,
17R4543:0017906,0,1,0,0,0,0, , ,small ear,,06/28/2017 12:00:00,toni,
17R4543:0017905,1,0,0,0,0,0, , ,small ear,,06/28/2017 12:00:00,toni,
17R4543:0017907,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017908,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017909,0,1,1,1,0,0,shorter_by_1_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4543:0017910,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017911,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017912,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017913,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4543:0017914,0,1,1,1,0,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4011:0018001,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4011:0018002,0,1,1,1,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4011:0018003,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4011:0018004,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4011:0018005,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4011:0018006,0,1,1,1,0,0,shorter_by_3_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4011:0018011,0,1,0,0,0,0,shorter_by_3_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4011:0018007,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4011:0018008,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4011:0018009,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4011:0018010,0,1,1,1,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4545:0018101,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4545:0018102,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4545:0018103,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4545:0018104,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4545:0018105,0,1,1,1,0,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4545:0018106,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4545:0018107,0,1,1,1,0,0,shorter_by_1_ft, ,rudimentary ear,,06/28/2017 12:00:00,toni,
17R4546:0018201,0,1,1,1,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4546:0018202,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4546:0018203,0,1,1,1,0,0, , ,small ear,,07/25/2017 12:00:00,toni,
17R4546:0018204,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4546:0018205,0,1,1,1,0,0,shorter_by_1_ft, , ,,07/25/2017 12:00:00,toni,
17R4547:0018301,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4547:0018302,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4547:0018303,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4547:0018304,0,1,1,1,0,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4547:0018305,0,1,1,1,0,0,shorter_by_2_ft, ,no ear,,06/28/2017 12:00:00,toni,
17R4547:0018306,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4547:0018307,0,1,0,0,0,0, , ,small ear,,08/09/2017 12:00:00,toni,
17R4547:0018308,1,0,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4547:0018309,0,1,0,0,0,0,semi_dwarf,no tassel,no ear,,08/09/2017 12:00:00,toni,
17R4518:0018402,0,1,0,0,0,0, , ,small ear,,07/26/2017 12:00:00,toni,
17R4518:0018403,1,0,0,0,0,0,shorter_by_1_ft, ,small ear,,07/26/2017 12:00:00,toni,
17R4518:0018404,1,0,0,0,0,0, , ,small ear,,07/26/2017 12:00:00,toni,
17R4518:0018405,1,0,0,0,0,0, , ,small ear,,07/26/2017 12:00:00,toni,
17R4518:0018407,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018408,0,1,1,1,0,0, , ,small ear,,07/26/2017 12:00:00,toni,
17R4518:0018409,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018420,1,0,0,0,0,0,shorter_by_2_ft,no tassel,no ear,,07/26/2017 12:00:00,toni,
17R4518:0018410,1,0,0,0,0,0, , ,small ear,,07/26/2017 12:00:00,toni,
17R4518:0018411,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018412,0,1,1,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018413,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018419,1,0,0,0,0,0,shorter_by_3_ft,no tassel,no ear,,07/26/2017 12:00:00,toni,
17R4518:0018414,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018416,0,1,1,1,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018417,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4518:0018418,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4525:0018501,0,1,1,1,0,0,semi_dwarf,no tassel,no ear,,07/25/2017 12:00:00,toni,
17R4525:0018502,1,0,0,0,0,0,shorter_by_2_ft, , ,,07/25/2017 12:00:00,toni,
17R4525:0018503,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4525:0018504,1,0,0,0,0,0, , , ,,07/25/2017 12:00:00,toni,
17R4568:0018601,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4568:0018613,0,1,0,0,0,0,shorter_by_3_ft, ,no ear,,08/09/2017 12:00:00,toni,
17R4568:0018612,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4568:0018602,0,1,0,0,0,0,semi_dwarf, ,no ear,,08/09/2017 12:00:00,toni,
17R4568:0018603,0,1,1,1,0,0,shorter_by_2_ft, ,small ear,,07/26/2017 12:00:00,toni,
17R4568:0018604,0,1,0,0,0,0,shorter_by_3_ft, ,no ear,,08/09/2017 12:00:00,toni,
17R4568:0018605,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4568:0018606,1,0,0,0,0,0,shorter_by_2_ft, ,no ear,,07/26/2017 12:00:00,toni,
17R4568:0018607,1,0,0,0,0,0, , ,no ear,,07/26/2017 12:00:00,toni,
17R4568:0018608,1,0,0,0,0,0,shorter_by_2_ft, , ,,07/26/2017 12:00:00,toni,
17R4568:0018609,1,0,0,0,0,0,shorter_by_1_ft, ,small ear,,07/26/2017 12:00:00,toni,
17R4568:0018610,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4568:0018611,0,1,1,1,0,0,shorter_by_2_ft, ,small ear,,07/26/2017 12:00:00,toni,
17R4569:0018701,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4569:0018702,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4569:0018703,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4569:0018704,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4569:0018705,1,0,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4569:0018706,0,1,1,1,0,0,shorter_by_1_ft, , ,,07/26/2017 12:00:00,toni,
17R4569:0018707,0,1,0,0,0,0, , , ,,07/26/2017 12:00:00,toni,
17R4569:0018709,0,1,0,1,0,0,shorter_by_2_ft, ,no ear,,07/26/2017 12:00:00,toni,
17R4569:0018708,1,0,0,0,0,0,shorter_by_3_ft, ,no ear,,08/09/2017 12:00:00,toni,
17R4569:0018710,1,0,0,0,0,0,shorter_by_1_ft, ,small ear,,08/02/2017 12:00:00,toni,
17R4569:0018711,0,1,1,1,0,0,shorter_by_1_ft, ,small ear,,08/02/2017 12:00:00,toni,
17R4569:0018712,0,1,0,1,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4569:0018713,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4569:0018714,0,1,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4569:0018715,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4529:0018801,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4529:0018802,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4529:0018803,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4529:0018804,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018901,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018902,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018903,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018904,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018905,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018906,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018907,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4571:0018908,1,0,0,0,0,0,shorter_by_3_ft, , ,,08/02/2017 12:00:00,toni,
17R4571:0018909,1,0,0,0,0,0,shorter_by_4_ft, ,no ear,,08/02/2017 12:00:00,toni,
17R4571:0018910,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4570:0019001,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4570:0019006,1,0,0,0,0,0, , , ,,08/02/2017 12:00:00,toni,
17R4570:0019002,1,0,0,0,0,0,dwarf,no tassel,no ear,,08/02/2017 12:00:00,toni,
