ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
16R405:M0003101,16R4471:0004707,07/26/2016 11:46:20,1,0,0,toni,toni,
16R405:M0003103,16R4474:0005001,07/26/2016 11:46:06,1,0,0,toni,toni,
16R405:M0003107,16R4476:0005202,07/26/2016 11:45:20,1,0,0,toni,toni,
16R205:S0001312,16R4478:0005401,07/26/2016 12:20:47,1,0,0,toni,toni,
16R205:S0001314,16R4478:0005401,07/26/2016 12:21:13,1,0,0,toni,toni,
16R205:S0001114,16R4479:0005503,07/26/2016 11:57:36,1,0,0,toni,toni,
16R205:S0001108,16R4479:0005504,07/26/2016 11:58:02,1,0,0,toni,toni,
16R205:S0001107,16R4479:0005506,07/26/2016 11:58:27,1,0,0,toni,toni,
16R305:W0002910,16R4481:0005709,07/26/2016 11:27:31,1,0,0,toni,toni,
16R405:M0003104,16R4483:0005906,07/26/2016 11:45:47,1,0,0,toni,toni,
16R405:M0003105,16R4483:0005906,07/26/2016 11:45:30,1,0,0,toni,toni,
16R405:M0003114,16R4496:0009201,07/26/2016 11:44:14,1,0,0,toni,toni,
16R405:M0003109,16R4496:0009209,07/26/2016 11:45:06,1,0,0,toni,toni,
16R405:M0003110,16R4496:0009209,07/26/2016 11:44:53,1,0,0,toni,toni,
16R405:M0003112,16R4222:0009405,07/26/2016 11:44:41,1,0,0,toni,toni,
16R405:M0003113,16R4222:0009405,07/26/2016 11:44:28,1,0,0,toni,toni,
16R405:M0003210,16R4222:0009409,07/26/2016 11:43:49,1,0,0,toni,toni,
16R405:M0003211,16R4222:0009409,07/26/2016 11:43:59,1,0,0,toni,toni,
16R305:W0003001,16R4499:0009607,07/26/2016 11:13:51,1,0,0,toni,toni,
16R305:W0003002,16R4499:0009607,07/26/2016 11:13:37,1,0,0,toni,toni,
16R305:W0003003,16R4499:0009607,07/26/2016 11:14:02,1,0,0,toni,toni,
16R205:S0001201,16R4390:0010609,07/26/2016 12:05:21,1,0,0,toni,toni,
16R205:S0001202,16R4390:0010609,07/26/2016 12:05:08,1,0,0,toni,toni,
16R205:S0001210,16R4391:0010710,07/26/2016 12:04:38,1,0,0,toni,toni,
16R205:S0001204,16R4391:0010711,07/26/2016 12:04:56,1,0,0,toni,toni,
16R205:S0001211,16R4507:0010901,07/26/2016 12:04:25,1,0,0,toni,toni,
16R405:M0003212,16R4509:0011103,07/26/2016 10:40:44,1,0,0,toni,toni,
16R405:M0003205,16R4511:0011304,07/26/2016 11:43:05,1,0,0,toni,toni,
16R405:M0003206,16R4511:0011304,07/26/2016 11:43:17,1,0,0,toni,toni,
16R405:M0003207,16R4511:0011304,07/26/2016 11:43:36,1,0,0,toni,toni,
16R405:M0003213,16R4298:0012406,07/26/2016 10:40:31,1,0,0,toni,toni,
16R305:W0003006,16R4520:0012908,07/26/2016 11:14:55,1,0,0,toni,toni,
16R305:W0003008,16R4520:0012908,07/26/2016 11:15:21,1,0,0,toni,toni,
16R305:W0003004,16R4520:0012909,07/26/2016 11:14:26,1,0,0,toni,toni,
16R305:W0003005,16R4520:0012909,07/26/2016 11:14:40,1,0,0,toni,toni,
16R305:W0003010,16R4526:0013502,07/26/2016 11:15:43,1,0,0,toni,toni,
16R305:W0003010,16R4526:0013502,07/26/2016 11:18:12,1,0,0,toni,toni,
16R305:W0003012,16R4526:0013504,07/26/2016 11:16:29,1,0,0,toni,toni,
16R305:W0003018,16R4526:0013508,07/26/2016 11:16:51,1,0,0,toni,toni,
16R305:W0003016,16R4528:0013704,07/26/2016 11:17:49,1,0,0,toni,toni,
16R305:W0003017,16R4528:0013704,07/26/2016 11:17:18,1,0,0,toni,toni,
16R305:W0003014,16R4528:0013706,07/26/2016 11:17:05,1,0,0,toni,toni,
16R305:W0003015,16R4528:0013706,07/26/2016 11:17:34,1,0,0,toni,toni,
16R205:S0001310,16R4534:0014307,07/26/2016 12:20:33,1,0,0,toni,toni,
16R205:S0001307,16R4537:0014607,07/26/2016 12:09:29,1,0,0,toni,toni,
16R205:S0001305,16R4537:0014608,07/26/2016 12:09:12,1,0,0,toni,toni,
16R205:S0001303,16R4537:0014611,07/26/2016 12:08:57,1,0,0,toni,toni,
