ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
16R405:M0003101,16R4471:0004707,1,0,0,toni,toni,07/26/2016 11:46:20,
16R405:M0003103,16R4474:0005001,1,0,0,toni,toni,07/26/2016 11:46:06,
16R405:M0003107,16R4476:0005202,1,0,0,toni,toni,07/26/2016 11:45:20,
16R205:S0001312,16R4478:0005401,1,0,0,toni,toni,07/26/2016 12:20:47,
16R205:S0001314,16R4478:0005401,1,0,0,toni,toni,07/26/2016 12:21:13,
16R205:S0001114,16R4479:0005503,1,0,0,toni,toni,07/26/2016 11:57:36,
16R205:S0001108,16R4479:0005504,1,0,0,toni,toni,07/26/2016 11:58:02,
16R205:S0001107,16R4479:0005506,1,0,0,toni,toni,07/26/2016 11:58:27,
16R305:W0002910,16R4481:0005709,1,0,0,toni,toni,07/26/2016 11:27:31,
16R405:M0003104,16R4483:0005906,1,0,0,toni,toni,07/26/2016 11:45:47,
16R405:M0003105,16R4483:0005906,1,0,0,toni,toni,07/26/2016 11:45:30,
16R405:M0003114,16R4496:0009201,1,0,0,toni,toni,07/26/2016 11:44:14,
16R405:M0003109,16R4496:0009209,1,0,0,toni,toni,07/26/2016 11:45:06,
16R405:M0003110,16R4496:0009209,1,0,0,toni,toni,07/26/2016 11:44:53,
16R405:M0003112,16R4222:0009405,1,0,0,toni,toni,07/26/2016 11:44:41,
16R405:M0003113,16R4222:0009405,1,0,0,toni,toni,07/26/2016 11:44:28,
16R405:M0003210,16R4222:0009409,1,0,0,toni,toni,07/26/2016 11:43:49,
16R405:M0003211,16R4222:0009409,1,0,0,toni,toni,07/26/2016 11:43:59,
16R305:W0003001,16R4499:0009607,1,0,0,toni,toni,07/26/2016 11:13:51,
16R305:W0003002,16R4499:0009607,1,0,0,toni,toni,07/26/2016 11:13:37,
16R305:W0003003,16R4499:0009607,1,0,0,toni,toni,07/26/2016 11:14:02,
16R205:S0001201,16R4390:0010609,1,0,0,toni,toni,07/26/2016 12:05:21,
16R205:S0001202,16R4390:0010609,1,0,0,toni,toni,07/26/2016 12:05:08,
16R205:S0001210,16R4391:0010710,1,0,0,toni,toni,07/26/2016 12:04:38,
16R205:S0001204,16R4391:0010711,1,0,0,toni,toni,07/26/2016 12:04:56,
16R205:S0001211,16R4507:0010901,1,0,0,toni,toni,07/26/2016 12:04:25,
16R405:M0003212,16R4509:0011103,1,0,0,toni,toni,07/26/2016 10:40:44,
16R405:M0003205,16R4511:0011304,1,0,0,toni,toni,07/26/2016 11:43:05,
16R405:M0003206,16R4511:0011304,1,0,0,toni,toni,07/26/2016 11:43:17,
16R405:M0003207,16R4511:0011304,1,0,0,toni,toni,07/26/2016 11:43:36,
16R405:M0003213,16R4298:0012406,1,0,0,toni,toni,07/26/2016 10:40:31,
16R305:W0003006,16R4520:0012908,1,0,0,toni,toni,07/26/2016 11:14:55,
16R305:W0003008,16R4520:0012908,1,0,0,toni,toni,07/26/2016 11:15:21,
16R305:W0003004,16R4520:0012909,1,0,0,toni,toni,07/26/2016 11:14:26,
16R305:W0003005,16R4520:0012909,1,0,0,toni,toni,07/26/2016 11:14:40,
16R305:W0003010,16R4526:0013502,1,0,0,toni,toni,07/26/2016 11:15:43,
16R305:W0003010,16R4526:0013502,1,0,0,toni,toni,07/26/2016 11:18:12,
16R305:W0003012,16R4526:0013504,1,0,0,toni,toni,07/26/2016 11:16:29,
16R305:W0003018,16R4526:0013508,1,0,0,toni,toni,07/26/2016 11:16:51,
16R305:W0003016,16R4528:0013704,1,0,0,toni,toni,07/26/2016 11:17:49,
16R305:W0003017,16R4528:0013704,1,0,0,toni,toni,07/26/2016 11:17:18,
16R305:W0003014,16R4528:0013706,1,0,0,toni,toni,07/26/2016 11:17:05,
16R305:W0003015,16R4528:0013706,1,0,0,toni,toni,07/26/2016 11:17:34,
16R205:S0001310,16R4534:0014307,1,0,0,toni,toni,07/26/2016 12:20:33,
16R205:S0001307,16R4537:0014607,1,0,0,toni,toni,07/26/2016 12:09:29,
16R205:S0001305,16R4537:0014608,1,0,0,toni,toni,07/26/2016 12:09:12,
16R205:S0001303,16R4537:0014611,1,0,0,toni,toni,07/26/2016 12:08:57,
