plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
16R4445:0009809,07/29/2016 16:29:38,1,0,toni,0,0,0,
16R4507:0010908,07/29/2016 16:28:54,1,0,toni,0,0,0,
16R4007:0011605,07/29/2016 16:30:16,1,0,toni,0,0,0,
16R4519:0012802,07/30/2016 00:00:00,1,0,toni,0,0,0,
16R0688:0014802,07/29/2016 16:33:00,1,0,toni,0,0,0,
16R0688:0014804,07/29/2016 16:34:29,1,0,toni,0,0,0,
16R0691:0015110,07/29/2016 16:35:46,1,0,toni,0,0,0,
16R0693:0015304,07/29/2016 16:38:12,1,0,toni,0,0,0,
16R0693:0015309,07/29/2016 16:40:20,1,0,toni,0,0,0,
16R0697:0015710,07/29/2016 16:42:37,1,0,toni,0,0,0,
16R0697:0015711,07/29/2016 16:43:29,1,0,toni,0,0,0,
16R0698:0015801,07/29/2016 16:46:11,1,0,toni,0,0,0,
16R0698:0015802,07/29/2016 16:46:13,1,0,toni,0,0,0,
