plantID,tassel_bagged,ear1_cut,datetime,popped_tassel,cut_tassel,ear2_cut,observer,cross_prep
16R4445:0009809,1,0,0,0,0,toni,07/29/2016 16:29:38,
16R4507:0010908,1,0,0,0,0,toni,07/29/2016 16:28:54,
16R4007:0011605,1,0,0,0,0,toni,07/29/2016 16:30:16,
16R4519:0012802,1,0,0,0,0,toni,07/30/2016 00:00:00,
16R0688:0014802,1,0,0,0,0,toni,07/29/2016 16:33:00,
16R0688:0014804,1,0,0,0,0,toni,07/29/2016 16:34:29,
16R0691:0015110,1,0,0,0,0,toni,07/29/2016 16:35:46,
16R0693:0015304,1,0,0,0,0,toni,07/29/2016 16:38:12,
16R0693:0015309,1,0,0,0,0,toni,07/29/2016 16:40:20,
16R0697:0015710,1,0,0,0,0,toni,07/29/2016 16:42:37,
16R0697:0015711,1,0,0,0,0,toni,07/29/2016 16:43:29,
16R0698:0015801,1,0,0,0,0,toni,07/29/2016 16:46:11,
16R0698:0015802,1,0,0,0,0,toni,07/29/2016 16:46:13,
