ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R4577:0009316,17R4577:0009308,08/03/2017 09:35:17,1,0,0,toni,toni,
17R4577:0009318,17R4577:0009308,08/03/2017 09:35:21,1,0,0,toni,toni,
17R4227:0006304,17R4227:0006317,08/03/2017 09:42:07,1,0,0,toni,toni,
17R4227:0006305,17R4227:0006317,08/03/2017 09:42:11,1,0,0,toni,toni,
17R4227:0006303,17R4227:0006310,08/03/2017 09:42:39,1,0,0,toni,toni,
17R405:M0004312,17R4540:0017604,08/03/2017 09:48:31,1,0,0,toni,toni,
17R505:B0005119,17R4577:0009308,08/03/2017 09:52:35,1,0,0,toni,toni,
17R505:B0005118,17R4577:0009308,08/03/2017 09:52:39,1,0,0,toni,toni,
17R505:B0005117,17R4577:0009308,08/03/2017 09:52:42,1,0,0,toni,toni,
17R4085:0007111,17R4085:0007109,08/03/2017 10:00:10,1,0,0,toni,toni,
17R4085:0007108,17R4085:0007109,08/03/2017 10:00:13,1,0,0,toni,toni,
17R4085:0007102,17R4085:0007106,08/03/2017 10:01:24,1,0,0,toni,toni,
17R505:B0005116,17R4085:0007109,08/03/2017 10:08:49,1,0,0,toni,toni,
17R505:B0005115,17R4085:0007109,08/03/2017 10:08:53,1,0,0,toni,toni,
17R505:B0005113,17R4085:0007106,08/03/2017 10:09:36,1,0,0,toni,toni,
17R505:B0005112,17R4085:0007106,08/03/2017 10:09:39,1,0,0,toni,toni,
17R505:B0005111,17R4085:0007106,08/03/2017 10:09:44,1,0,0,toni,toni,
17R405:M0004417,17R4570:0019003,08/03/2017 10:22:18,1,0,0,toni,toni,
17R405:M0004416,17R4570:0019003,08/03/2017 10:22:22,1,0,0,toni,toni,
17R305:W0004014,17R4497:0016411,08/03/2017 10:26:55,1,0,0,toni,toni,
17R305:W0004007,17R4497:0016411,08/03/2017 10:26:58,1,0,0,toni,toni,
17R205:S0003703,17R4625:0015808,08/03/2017 10:30:19,1,0,0,toni,toni,
17R205:S0003704,17R4625:0015808,08/03/2017 10:30:22,1,0,0,toni,toni,
17R4593:0022808,17R4593:0022808,08/03/2017 10:33:44,1,0,0,toni,toni,
17R4593:0022807,17R4593:0022807,08/03/2017 10:33:48,1,0,0,toni,toni,
17R405:M0004216,17R4533:0019703,08/03/2017 11:17:39,1,0,0,toni,toni,
17R405:M0004401,17R0686:0019302,08/03/2017 11:26:47,1,0,0,toni,toni,
17R405:M0004403,17R0686:0019302,08/03/2017 11:26:50,1,0,0,toni,toni,
17R405:M0004302,17R0686:0019306,08/03/2017 11:27:16,1,0,0,toni,toni,
17R405:M0004305,17R4524:0019609,08/03/2017 11:27:45,1,0,0,toni,toni,
17R405:M0004306,17R4524:0019609,08/03/2017 11:28:17,1,0,0,toni,toni,
17R405:M0004307,17R4524:0019603,08/03/2017 11:29:10,1,0,0,toni,toni,
17R405:M0004309,17R4524:0019603,08/03/2017 11:29:14,1,0,0,toni,toni,
17R405:M0004310,17R4524:0019603,08/03/2017 11:29:17,1,0,0,toni,toni,
17R405:M0004312,17R4540:0017604,08/03/2017 11:29:42,1,0,0,toni,toni,
17R305:W0003916,17R4567:0019510,08/03/2017 11:40:28,1,0,0,toni,toni,
17R305:W0003914,17R4567:0019510,08/03/2017 11:40:31,1,0,0,toni,toni,
17R305:W0003805,17R4567:0019510,08/03/2017 11:41:18,1,0,0,toni,toni,
17R305:W0004005,17R4567:0019523,08/03/2017 11:42:12,1,0,0,toni,toni,
17R305:W0004004,17R4567:0019523,08/03/2017 11:42:15,1,0,0,toni,toni,
17R305:W0004101,17R4569:0018711,08/03/2017 11:42:47,1,0,0,toni,toni,
17R305:W0004105,17R4567:0019524,08/03/2017 11:43:20,1,0,0,toni,toni,
17R305:W0004106,17R4567:0019524,08/03/2017 11:43:24,1,0,0,toni,toni,
17R305:W0004108,17R4567:0019524,08/03/2017 11:43:27,1,0,0,toni,toni,
17R205:S0003706,17R4522:0019419,08/03/2017 11:50:02,1,0,0,toni,toni,
17R205:S0003708,17R4522:0019425,08/03/2017 11:51:17,1,0,0,toni,toni,
17R205:S0003709,17R4522:0019425,08/03/2017 11:51:20,1,0,0,toni,toni,
17R305:W0003918,17R4566:0019209,08/03/2017 12:09:32,1,0,0,toni,toni,
17R305:W0004010,17R4566:0019212,08/03/2017 12:09:36,1,0,0,toni,toni,
17R405:M0004404,17R4566:0019208,08/03/2017 12:19:23,1,0,0,toni,toni,
17R405:M0004405,17R4566:0019215,08/03/2017 12:19:34,1,0,0,toni,toni,
17R405:M0004408,17R4566:0019209,08/03/2017 12:19:37,1,0,0,toni,toni,
17R405:M0004409,17R4566:0019209,08/03/2017 12:19:39,1,0,0,toni,toni,
17R405:M0004411,17R4566:0019212,08/03/2017 12:19:43,1,0,0,toni,toni,
17R405:M0004412,17R4550:0012019,08/03/2017 12:19:47,1,0,0,toni,toni,
17R405:M0004414,17R4550:0012019,08/03/2017 12:19:50,1,0,0,toni,toni,
17R405:M0004415,17R4550:0012019,08/03/2017 12:19:53,1,0,0,toni,toni,
17R205:S0003705,17R4419:0011132,08/03/2017 12:31:55,1,0,0,toni,toni,
17R205:S0003707,17R4419:0011132,08/03/2017 12:31:59,1,0,0,toni,toni,
17R205:S0003713,17R4419:0011132,08/03/2017 12:32:07,1,0,0,toni,toni,
17R205:S0003714,17R4548:0011508,08/03/2017 12:32:10,1,0,0,toni,toni,
17R205:S0003715,17R4548:0011508,08/03/2017 12:32:13,1,0,0,toni,toni,
17R205:S0003716,17R4419:0011132,08/03/2017 12:32:16,1,0,0,toni,toni,
17R205:S0003719,17R4419:0011128,08/03/2017 12:32:20,1,0,0,toni,toni,
