plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
17R4227:0006310,08/03/2017 13:13:43,1,1,toni,0,0,0,
17R4227:0006317,08/03/2017 13:16:31,1,1,toni,0,0,0,
17R4085:0007106,08/03/2017 13:18:20,1,0,toni,0,0,0,
17R4085:0007109,08/03/2017 13:20:57,1,1,toni,0,0,0,
17R4577:0009308,08/03/2017 13:22:41,1,1,toni,0,0,0,
17R4419:0011128,08/03/2017 13:27:20,1,0,toni,0,0,0,
17R4625:0015808,08/03/2017 13:29:12,1,0,toni,0,0,0,
17R4497:0016411,08/03/2017 13:30:25,1,0,toni,0,0,0,
17R4566:0019208,08/03/2017 13:34:14,1,0,toni,0,0,0,
17R4566:0019212,08/03/2017 13:35:38,1,0,toni,0,0,0,
17R4522:0019425,08/03/2017 13:37:03,1,0,toni,0,0,0,
17R4522:0019419,08/03/2017 13:37:54,1,0,toni,0,0,0,
17R0686:0019306,08/03/2017 13:39:42,1,0,toni,0,0,0,
17R0686:0019302,08/03/2017 13:40:53,1,0,toni,0,0,0,
17R4567:0019523,08/03/2017 13:42:23,1,0,toni,0,0,0,
17R4545:0018107,08/03/2017 13:57:11,1,0,toni,0,0,0,
17R4509:0017701,08/03/2017 13:59:50,1,0,toni,0,0,0,
17R4441:0006706,08/03/2017 14:11:11,1,0,toni,0,0,0,
17R4636:0014607,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R2252:0011012,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4548:0011508,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4551:0012130,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4540:0017604,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4547:0018304,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4569:0018711,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4570:0019003,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4524:0019609,08/04/2017 09:15:00,1,0,toni,0,0,0,
17R4533:0019703,08/04/2017 09:15:00,1,0,toni,0,0,0,
