plantID,wild_type,lesion,cross,photograph,sample,stature,tassel,ear,other_phes,datetime,observer,mutanta
17R4494:0008716,0,1,0,0,0, , , ,,08/07/2017 15:58:13,toni,
17R4494:0008717,1,0,0,0,0, , , ,,08/07/2017 15:58:13,toni,
17R4494:0008718,0,1,0,0,0, , , ,,08/07/2017 15:58:13,toni,
17R4494:0008719,1,0,0,0,0, , , ,,08/07/2017 15:58:13,toni,
17R4092:0008801,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008802,0,1,1,1,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008803,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008804,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008805,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008806,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008807,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008808,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008809,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008810,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008811,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008812,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008813,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008814,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008815,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008816,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008817,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008818,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008901,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008902,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008903,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008904,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008905,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008906,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008907,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008908,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008909,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008910,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008911,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008912,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008913,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008914,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008915,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008916,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008917,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4092:0008918,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4452:0009001,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4452:0009002,0,1,0,0,0, , ,small ear,,06/28/2017 12:00:00,toni,
17R4452:0009003,0,1,0,0,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4452:0009004,0,1,0,0,0,shorter_by_3_ft,no tassel,small ear,,06/28/2017 12:00:00,toni,
17R4452:0009005,0,1,1,1,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4452:0009006,0,1,1,1,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4452:0009007,0,1,1,1,0,shorter_by_1_ft, ,small ear,,06/28/2017 12:00:00,toni,
17R4452:0009008,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4452:0009009,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4452:0009010,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4452:0009011,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4452:0009101,0,1,0,0,0,shorter_by_1_ft, ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009102,1,0,0,0,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009103,1,0,0,0,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009104,0,1,0,0,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009105,0,1,0,0,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009106,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4452:0009107,0,1,0,0,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009108,1,0,0,0,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009109,0,1,0,0,0,shorter_by_1_ft, ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009110,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4452:0009111,0,1,0,0,0,shorter_by_1_ft, ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009112,0,1,0,0,0,shorter_by_1_ft, ,small ear,,07/24/2017 12:00:00,toni,
17R4452:0009113,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009201,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009202,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009203,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009204,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009205,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009206,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009207,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009208,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009209,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009210,0,1,1,1,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4577:0009211,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009212,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009213,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009214,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009215,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009216,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009301,1,0,0,0,0,shorter_by_1_ft, , ,,07/24/2017 12:00:00,toni,
17R4577:0009302,0,1,0,0,0,shorter_by_1_ft, , ,,07/24/2017 12:00:00,toni,
17R4577:0009303,0,1,0,1,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009304,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009305,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009306,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009307,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009308,0,1,1,1,0, , ,small ear,,07/24/2017 12:00:00,toni,
17R4577:0009309,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009310,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009311,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009312,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009313,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009314,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009315,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009316,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009317,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009318,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4577:0009319,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009401,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009402,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009403,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009404,0,1,1,1,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009405,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009406,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009407,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009408,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009409,0,1,1,1,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009410,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009411,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009412,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009413,1,0,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009414,0,1,0,0,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009415,0,1,1,1,0, , , ,,07/24/2017 12:00:00,toni,
17R4542:0009501,1,0,0,0,0,shorter_by_3_ft, , ,,06/28/2017 12:00:00,toni,
17R4542:0009503,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009502,1,0,0,0,0,semi_dwarf,no tassel,no ear,1,06/28/2017 12:00:00,toni,
17R4542:0009504,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009505,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009506,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009507,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009508,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009509,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009510,0,1,0,0,0,shorter_by_1_ft, , ,,06/28/2017 12:00:00,toni,
17R4542:0009511,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009512,0,1,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009513,0,1,1,1,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009514,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4542:0009515,0,1,1,1,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009601,1,0,0,0,0,shorter_by_1_ft, , ,,06/28/2017 12:00:00,toni,
17R4541:0009602,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009603,0,1,0,0,0,shorter_by_1_ft, , ,,06/28/2017 12:00:00,toni,
17R4541:0009604,0,1,0,0,0,shorter_by_1_ft, , ,,06/28/2017 12:00:00,toni,
17R4541:0009605,1,0,0,0,0,shorter_by_1_ft, , ,,06/28/2017 12:00:00,toni,
17R4541:0009606,0,1,0,0,0,shorter_by_1_ft, , ,,06/28/2017 12:00:00,toni,
17R4541:0009607,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009608,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009609,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009610,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009611,0,1,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009612,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009613,0,1,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009614,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009615,1,0,0,0,0, , , ,,06/28/2017 12:00:00,toni,
17R4541:0009616,0,1,0,0,0, , , ,,06/28/2017 12:00:00,toni,
