plantID,kicked down for light,sacrificed,dead,too slow to cross,observer,datetime,plant_fate
11N3288:0017005,0,0,1,0,toni,01/30/2012 12:00:00,
11N3270:0018007,0,0,1,0,toni,01/30/2012 12:00:00,
11N3270:0018006,0,0,1,0,toni,01/30/2012 12:00:00,
11N3242:0018803,0,0,1,0,toni,01/30/2012 12:00:00,
11N3242:0018804,0,0,1,0,toni,01/30/2012 12:00:00,
11N3297:0020202,0,0,1,0,toni,01/30/2012 12:00:00,
11N3297:0020208,0,0,1,0,toni,01/30/2012 12:00:00,
11N3297:0020210,0,0,1,0,toni,01/30/2012 12:00:00,
