sample num,plantID,image num,leaf,camera,observer,datetime,microscopy_sample
e01298,13R3973:0020306,0244,e1,aleph,avi,08/07/2013 13:39:01,
e01324,13R4091:0020407,0270,e1,aleph,avi,08/07/2013 15:27:18,
e01296,13R4091:0020409,0242,e1,aleph,avi,08/07/2013 13:35:53,
e01212,13R2427:0020503,0158,e1,aleph,avi,08/07/2013 10:19:27,
e01213,13R2427:0020504,0159,e1,aleph,avi,08/07/2013 10:21:07,
e01333,13R2427:0020505,0279,e2,aleph,avi,08/07/2013 15:47:28,
e01289,13R2427:0020506,0235,e1,aleph,avi,08/07/2013 13:27:17,
e01282,13R2427:0020507,0228,e1,aleph,avi,08/07/2013 13:17:15,
e01290,13R2427:0020508,0236,e1,aleph,avi,08/07/2013 13:28:47,
e01291,13R1035:0020609,0237,e1,aleph,avi,08/07/2013 13:30:09,
e01321,13R1035:0020610,0267,e1,aleph,avi,08/07/2013 15:21:05,
e01287,13R3192:0020706,0233,e1,aleph,avi,08/07/2013 13:24:24,
e01288,13R3192:0020706,0234,e1,aleph,avi,08/07/2013 13:25:44,
e01322,13R3192:0020707,0268,e1,aleph,avi,08/07/2013 15:23:37,
e01293,13R3974:0020803,0239,e1,aleph,avi,08/07/2013 13:32:34,
e01297,13R3974:0020804,0243,e1,aleph,avi,08/07/2013 13:37:08,
e01323,13R3607:0020905,0269,e0,aleph,avi,08/07/2013 15:25:33,
e01306,13R3607:0020909,0252,e0,aleph,avi,08/07/2013 14:28:51,
e01320,13R3607:0020909,0266,e1,aleph,avi,08/07/2013 14:54:39,
e01330,13R3607:0020909,0276,e0,aleph,avi,08/07/2013 15:40:20,
e01301,13R3607:0020911,0247,e0,aleph,avi,08/07/2013 14:06:02,
e01303,13R3607:0020911,0249,e1,aleph,avi,08/07/2013 14:09:48,
e01313,13R3607:0021003,0259,e0,aleph,avi,08/07/2013 14:41:18,
e01315,13R3607:0021003,0261,e1,aleph,avi,08/07/2013 14:44:25,
e01327,13R3607:0021004,0273,e0,aleph,avi,08/07/2013 15:33:17,
e01331,13R3607:0021004,0277,e1,aleph,avi,08/07/2013 15:42:34,
e01299,13R3607:0021112,0245,e0,aleph,avi,08/07/2013 14:03:03,
e01328,13R3607:0021114,0274,e0,aleph,avi,08/07/2013 15:35:25,
e01332,13R:36070021114,0278,e1,aleph,avi,08/07/2013 15:46:06,
e01316,13R3974:0021202,0262,e1,aleph,avi,08/07/2013 14:46:27,
e01314,13R3974:0021207,0260,e0,aleph,avi,08/07/2013 14:42:34,
e01326,13R3974:0021209,0272,e1,aleph,avi,08/07/2013 15:31:13,
e01325,13R3974:0021305,0271,e0,aleph,avi,08/07/2013 15:29:36,
e01309,13R3974:0021312,0255,e0,aleph,avi,08/07/2013 14:34:57,
e01318,13R3974:0021312,0264,e1,aleph,avi,08/07/2013 14:50:05,
e01319,13R3974:0021312,0265,e1,aleph,avi,08/07/2013 14:53:18,
e01307,13R1609:0021402,0253,e0,aleph,avi,08/07/2013 14:31:29,
e01308,13R1609:0021402,0254,e0,aleph,avi,08/07/2013 14:32:58,
e01310,13R1609:0021402,0256,e1,aleph,avi,08/07/2013 14:37:17,
e01311,13R1609:0021402,0257,e1,aleph,avi,08/07/2013 14:38:40,
e01312,13R1609:0021403,0258,e0,aleph,avi,08/07/2013 14:39:58,
e01317,13R1609:0021403,0263,e1,aleph,avi,08/07/2013 14:48:11,
e01300,13R2415:0021501,0246,e0,aleph,avi,08/07/2013 14:04:46,
e01304,13R2415:0021501,0250,e1,aleph,avi,08/07/2013 14:14:35,
e01335,13R2415:0021501,0281,e0,aleph,avi,08/07/2013 15:51:05,
