plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
17R4227:0006310,08/03/2017 08:30:00,1,1,toni,0,0,0,
17R4227:0006317,08/03/2017 08:30:00,1,1,toni,0,0,0,
17R4085:0007106,08/03/2017 08:30:00,1,1,toni,0,0,0,
17R4085:0007109,08/03/2017 08:30:00,1,1,toni,0,0,0,
17R4577:0009308,08/03/2017 08:30:00,1,0,toni,0,0,0,
17R2252:0011002,08/03/2017 08:30:00,1,0,toni,0,0,0,
17R2252:0011012,08/03/2017 08:30:00,1,0,toni,0,0,0,
17R2252:0011020,08/03/2017 08:30:00,1,0,toni,0,0,0,
17R4419:0011128,08/02/2017 15:44:32,1,0,toni,0,0,0,
17R4419:0011132,08/02/2017 15:43:13,1,0,toni,0,0,0,
17R4548:0011508,08/02/2017 15:41:33,1,0,toni,0,0,0,
17R4550:0012019,08/02/2017 15:38:21,1,0,toni,0,0,0,
17R4636:0014607,08/03/2017 08:30:00,1,0,toni,0,0,0,
17R4497:0016411,08/02/2017 15:04:02,1,0,toni,0,0,0,
17R4540:0017604,08/03/2017 08:30:00,1,0,toni,0,0,0,
17R4569:0018711,08/02/2017 15:34:30,1,0,toni,0,0,0,
17R4570:0019003,08/02/2017 15:34:30,1,0,toni,0,0,0,
17R4566:0019208,08/02/2017 15:25:40,1,0,toni,0,0,0,
17R4566:0019209,08/02/2017 15:26:34,1,0,toni,0,0,0,
17R4566:0019212,08/02/2017 15:27:29,1,0,toni,0,0,0,
17R4566:0019215,08/02/2017 15:28:55,1,0,toni,0,0,0,
17R0686:0019302,08/02/2017 15:21:19,1,0,toni,0,0,0,
17R0686:0019306,08/02/2017 15:21:11,1,0,toni,0,0,0,
17R4522:0019419,08/02/2017 14:59:09,1,0,toni,0,0,0,
17R4522:0019425,08/02/2017 14:57:32,1,0,toni,0,0,0,
17R4567:0019510,08/02/2017 15:17:09,1,0,toni,0,0,0,
17R4567:0019517,08/02/2017 14:50:39,1,0,toni,0,0,0,
17R4567:0019523,08/02/2017 14:51:51,1,0,toni,0,0,0,
17R4567:0019524,08/02/2017 15:18:58,1,0,toni,0,0,0,
17R4524:0019603,08/02/2017 15:14:45,1,0,toni,0,0,0,
17R4524:0019609,08/02/2017 15:11:36,1,0,toni,0,0,0,
17R4533:0019703,08/02/2017 15:09:56,1,0,toni,0,0,0,
17R4593:0022807,08/02/2017 14:55:34,1,1,toni,0,0,0,
17R4593:0022808,08/02/2017 14:55:38,1,1,toni,0,0,0,
