"plantID","wild_type","lesion","cross","photograph","stature","tassel","ear","other_phenotypes","observer","datetime","mutanta"
"11N3403:0008205",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3403:0008207",0,1,0,0,0,,,,"toni",,
"11N3403:0008209",0,1,1,1,"shorter_by_2ft",,,,"toni",,
"11N3403:0008210",0,1,0,0,"shorter_by_3ft",,"small ear",,"toni",,
"11N3403:0008211",0,1,0,0,"shorter_by_2ft",,,,"toni",,
"11N3403:0008212",0,1,0,0,"shorter_by_3ft",,,,"toni",,
"11N3403:0008213",0,1,0,0,"shorter_by_4ft","poor tassel","no ear",,"toni",,
"11N3300:0008301",1,0,0,0,0,,,,"toni",,
"11N3300:0008302",0,1,1,1,0,"rudimentary tassel","small ear",,"toni",,
"11N3300:0008303",0,1,0,0,0,,"small ear",,"toni",,
"11N3300:0008304",0,1,1,1,0,,"small ear",,"toni",,
"11N3300:0008305",0,1,0,0,0,,"small ear",,"toni",,
"11N3300:0008306",1,0,0,0,0,,,,"toni",,
"11N3300:0008309",0,1,0,0,"shorter_by_1ft","rudimentary tassel",,,"toni",,
"11N3300:0008310",0,1,1,1,"shorter_by_1ft",,"small ear",,"toni",,
"11N3300:0008311",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N1012:0008401",0,1,0,0,"shorter_by_3ft","rudimentary tassel",,,"toni",,
"11N1012:0008402",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N1012:0008403",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N1012:0008404",0,1,0,0,0,,,,"toni",,
"11N1012:0008405",0,1,0,0,0,"rudimentary tassel",,,"toni",,
"11N1012:0008406",0,1,0,0,0,,,,"toni",,
"11N1012:0008407",0,1,0,0,0,,,,"toni",,
"11N1012:0008408",0,1,0,0,0,,,,"toni",,
"11N1012:0008409",0,1,0,0,0,,,,"toni",,
"11N1012:0008410",0,1,0,0,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3404:0008501",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3404:0008503",0,1,0,0,0,,,,"toni",,
"11N3404:0008504",0,1,1,1,0,,,,"toni",,
"11N3404:0008505",0,1,1,1,0,,,,"toni",,
"11N3404:0008506",0,1,1,1,0,,,,"toni",,
"11N3404:0008507",0,1,0,0,0,,"small ear",,"toni",,
"11N3404:0008508",1,0,0,0,0,,,,"toni",,
"11N3404:0008509",1,0,0,0,0,,,,"toni",,
"11N3404:0008511",0,1,0,0,0,,,,"toni",,
"11N1631:0008602",0,1,1,1,0,,,,"toni",,
"11N1631:0008603",0,1,1,1,0,,,,"toni",,
"11N1631:0008605",0,1,0,1,0,,,,"toni",,
"11N1631:0008607",0,1,1,1,0,,,,"toni",,
"11N1631:0008608",1,0,0,0,0,,,,"toni",,
"11N1631:0008609",0,1,0,1,0,,,,"toni",,
"11N1631:0008610",0,1,0,0,"shorter_by_2ft",,"no ear",,"toni",,
"11N1631:0008611",1,0,0,0,0,,,,"toni",,
"11N3405:0008701",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3405:0008702",1,0,0,0,0,,,,"toni",,
"11N3405:0008703",1,0,0,0,0,,,,"toni",,
"11N3405:0008704",1,0,0,0,0,,,,"toni",,
"11N3405:0008705",1,0,0,0,0,,,,"toni",,
"11N3405:0008706",1,0,0,0,0,,,,"toni",,
"11N3405:0008707",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N3405:0008710",0,1,1,1,0,,,,"toni",,
"11N3405:0008712",1,0,0,0,0,,,,"toni",,
"11N3405:0008713",1,0,0,0,0,,,,"toni",,
"11N3406:0008801",0,1,1,1,"shorter_by_2ft",,,,"toni",,
"11N3406:0008802",0,1,0,0,"shorter_by_3ft","rudimentary tassel",,,"toni",,
"11N3406:0008803",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3406:0008804",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3406:0008805",1,0,0,0,0,,,,"toni",,
"11N3406:0008806",1,0,0,0,"shorter_by_1ft","poor tassel",,,"toni",,
"11N3406:0008807",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3406:0008808",1,0,0,0,"shorter_by_1ft","rudimentary tassel",,,"toni",,
"11N3406:0008809",1,0,0,0,"shorter_by_3ft",,,,"toni",,
"11N3406:0008810",1,0,0,0,"------------------",,,,"toni",,
"11N3406:0008811",0,1,0,0,"shorter_by_4ft",,,,"toni",,
"11N3407:0008901",1,0,0,0,"shorter_by_3ft",,,,"toni",,
"11N3407:0008902",1,0,0,0,0,,,,"toni",,
"11N3407:0008903",1,0,0,0,"shorter_by_3ft",,,,"toni",,
"11N3407:0008904",1,0,0,0,0,,,,"toni",,
"11N3407:0008906",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3407:0008907",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N3407:0008908",0,1,1,1,0,,,,"toni",,
"11N3407:0008910",0,1,1,1,0,,,,"toni",,
"11N3407:0008912",1,0,0,0,0,,"small ear",,"toni",,
"11N3408:0009001",1,0,0,0,0,,,,"toni",,
"11N3408:0009003",0,1,1,1,0,,,,"toni",,
"11N3408:0009005",0,1,1,1,0,,,,"toni",,
"11N3408:0009006",0,1,0,0,"shorter_by_1ft",,"small ear",,"toni",,
"11N3408:0009009",0,1,1,1,0,,,,"toni",,
"11N3408:0009010",1,0,0,0,0,,,,"toni",,
"11N3250:0009101",1,0,0,0,0,,,,"toni",,
"11N3250:0009102",0,1,0,0,0,,,,"toni",,
"11N3250:0009103",0,1,1,1,0,,,,"toni",,
"11N3409:0009201",1,0,0,0,0,,,,"toni",,
"11N3409:0009202",1,0,0,0,0,,,,"toni",,
"11N3409:0009203",1,0,0,0,0,,,,"toni",,
"11N3409:0009204",0,1,0,0,0,,,,"toni",,
"11N3409:0009205",1,0,0,0,0,,,,"toni",,
"11N3409:0009206",0,1,0,0,0,,,,"toni",,
"11N3409:0009207",1,0,0,0,0,,,,"toni",,
"11N3300:0009301",1,0,0,0,0,,,,"toni",,
"11N3300:0009303",0,1,1,1,0,,,,"toni",,
"11N3300:0009304",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3300:0009305",1,0,0,0,0,,,,"toni",,
"11N3300:0009306",1,0,0,0,0,,,,"toni",,
"11N3300:0009307",0,1,0,0,0,,,,"toni",,
"11N3300:0009308",1,0,0,0,0,,,,"toni",,
"11N3300:0009310",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3300:0009311",0,1,1,1,0,,,,"toni",,
"11N3300:0009312",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3410:0009401",1,0,0,0,0,,,,"toni",,
"11N3410:0009413",1,0,0,0,0,,,,"toni",,
"11N3410:0009402",1,0,0,0,0,,,,"toni",,
"11N3410:0009403",1,0,0,0,0,,,,"toni",,
"11N3410:0009404",1,0,0,0,0,,,,"toni",,
"11N3410:0009405",1,0,0,0,0,,,,"toni",,
"11N3410:0009407",1,0,0,0,0,,,,"toni",,
"11N3410:0009409",0,1,1,1,0,,,,"toni",,
"11N3410:0009410",1,0,0,0,0,,,,"toni",,
"11N3410:0009411",1,0,0,0,0,,,,"toni",,
"11N3410:0009412",1,0,0,0,0,,,,"toni",,
"11N1229:0009501",0,1,1,1,0,,,,"toni",,
"11N1229:0009502",0,1,1,1,0,,,,"toni",,
"11N1229:0009504",0,1,1,1,0,,,,"toni",,
"11N1229:0009505",1,0,0,0,0,,"small ear",,"toni",,
"11N1229:0009506",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3411:0009601",1,0,0,0,"shorter_by_1ft","rudimentary tassel","no ear",,"toni",,
"11N3411:0009604",0,1,1,1,"shorter_by_3ft",,,,"toni",,
"11N3411:0009605",0,1,0,0,0,,,,"toni",,
"11N3411:0009606",1,0,0,0,0,,,,"toni",,
"11N3411:0009607",1,0,0,0,0,,,,"toni",,
"11N3411:0009608",0,1,1,1,0,,,,"toni",,
"11N3411:0009609",0,1,1,1,0,,,,"toni",,
"11N3303:0009701",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3303:0009702",1,0,0,0,0,,,,"toni",,
"11N3303:0009703",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N3303:0009705",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3303:0009708",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3412:0009802",0,1,1,1,0,,,,"toni",,
"11N3412:0009804",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3412:0009805",0,1,0,0,0,,,,"toni",,
"11N3412:0009806",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3412:0009809",1,0,1,1,"shorter_by_1ft",,,,"toni",,
"11N3412:0009810",1,0,1,1,"shorter_by_1ft",,,,"toni",,
"11N3412:0009812",0,1,0,0,"shorter_by_2ft",,,,"toni",,
"11N3413:0009901",0,1,1,1,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3413:0009902",0,1,1,1,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3413:0009903",0,1,1,1,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3413:0009904",1,0,0,0,0,,,,"toni",,
"11N3413:0009907",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3413:0009908",1,0,0,0,0,,,,"toni",,
"11N2231:0010001",1,0,0,0,0,,,,"toni",,
"11N2231:0010002",1,0,0,0,0,,,,"toni",,
"11N2231:0010003",0,1,1,1,0,,,,"toni",,
"11N2231:0010006",1,0,0,0,0,,"small ear",,"toni",,
"11N2231:0010007",0,1,1,1,0,,,,"toni",,
"11N2231:0010008",1,0,0,0,0,,,,"toni",,
"11N2231:0010009",0,1,1,1,0,,,,"toni",,
"11N2231:0010010",0,1,,,0,,,,,,
"11N2231:0010011",1,0,0,0,0,,,,"toni",,
"11N2231:0010012",0,1,1,1,0,,,,"toni",,
"11N2231:0010013",0,1,1,1,0,,,,"toni",,
"11N3414:0010101",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3414:0010102",1,0,0,0,0,,,,"toni",,
"11N3414:0010103",0,1,0,0,0,,"small ear",,"toni",,
"11N3414:0010104",0,1,1,1,0,,,,"toni",,
"11N3414:0010106",1,0,0,0,0,,,,"toni",,
"11N3414:0010108",0,1,1,1,0,,,,"toni",,
"11N3414:0010112",0,1,1,1,0,,"small ear",,"toni",,
"11N3414:0010113",0,1,0,0,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N2231:0010001",0,1,0,0,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010002",1,0,0,0,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010003",0,1,1,1,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010006",0,1,0,0,0,,"small ear",,"toni",01/27/2008 15:24:26,
"11N2231:0010007",0,1,1,1,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010008",0,1,0,0,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010009",0,1,1,1,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010010",0,1,,,0,,,,,01/27/2008 15:24:26,
"11N2231:0010011",1,0,0,0,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010012",0,1,1,1,0,,,,"toni",01/27/2008 15:24:26,
"11N2231:0010013",0,1,1,1,0,,,,"toni",01/27/2008 15:24:26,
"11N3251:0010201",0,1,1,1,0,,,,"toni",,
"11N3251:0010203",0,1,1,1,0,,,,"toni",,
"11N3251:0010204",1,0,0,0,0,,,,"toni",,
"11N3251:0010205",1,0,0,0,0,,,,"toni",,
"11N3251:0010206",1,0,0,0,0,,,,"toni",,
"11N3251:0010207",1,0,0,0,0,,,,"toni",,
"11N3251:0010208",1,0,0,0,0,,,,"toni",,
"11N3251:0010210",0,1,1,1,0,,,,"toni",,
"11N3251:0010212",1,0,0,0,0,,,,"toni",,
"11N3415:0010301",1,0,0,0,0,,,,"toni",,
"11N3415:0010302",1,0,0,0,0,,,,"toni",,
"11N3415:0010303",1,0,0,0,0,,,,"toni",,
"11N3415:0010304",1,0,0,0,0,,,,"toni",,
"11N3415:0010308",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3415:0010311",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3415:0010312",1,0,0,0,0,,,,"toni",,
"11N3416:0010401",1,0,0,0,0,,,,"toni",,
"11N3416:0010402",1,0,0,0,0,,"small ear",,"toni",,
"11N3416:0010403",1,0,0,0,0,,"small ear",,"toni",,
"11N3416:0010404",1,0,0,0,"shorter_by_2ft",,"no ear",,"toni",,
"11N3416:0010405",1,0,0,0,0,,,,"toni",,
"11N3416:0010406",1,0,0,0,"shorter_by_3ft",,"no ear",,"toni",,
"11N3416:0010407",1,0,0,0,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3416:0010410",0,1,1,1,"shorter_by_1ft",,"no ear",,"toni",,
"11N3417:0010501",0,1,0,0,0,,,,"toni",,
"11N3417:0010502",0,1,0,0,"shorter_by_2ft",,,,"toni",,
"11N3417:0010504",0,1,1,1,0,,,,"toni",,
"11N3417:0010505",1,0,0,0,0,,,,"toni",,
"11N3417:0010506",0,1,1,1,0,,,,"toni",,
"11N3417:0010508",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3417:0010510",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3417:0010511",0,1,0,0,0,,,,"toni",,
"11N3418:0010601",0,1,0,0,0,,,,"toni",,
"11N3418:0010603",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3418:0010604",0,1,1,1,0,,,,"toni",,
"11N3418:0010605",1,0,0,0,0,,,,"toni",,
"11N3418:0010613",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3418:0010606",1,0,0,0,"shorter_by_3ft",,,,"toni",,
"11N3418:0010608",0,1,0,0,0,,,,"toni",,
"11N3418:0010609",0,1,0,0,"shorter_by_4ft",,"no ear",,"toni",,
"11N3418:0010610",1,0,0,0,0,,,,"toni",,
"11N3418:0010611",1,0,0,0,0,,,,"toni",,
"11N3418:0010612",1,0,0,0,0,,,,"toni",,
"11N3419:0010701",1,0,0,0,0,,,,"toni",,
"11N3419:0010704",0,1,1,1,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3419:0010705",0,1,1,1,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3419:0010706",1,0,0,0,0,,,,"toni",,
"11N3420:0010801",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3420:0010802",1,0,0,0,0,,,,"toni",,
"11N3420:0010803",1,0,0,0,"shorter_by_3ft",,,,"toni",,
"11N3420:0010804",0,1,1,1,"shorter_by_1ft",,"rudimentary ear",,"toni",,
"11N3420:0010805",0,1,0,0,0,,"rudimentary ear",,"toni",,
"11N3420:0010806",1,0,0,0,0,,"rudimentary ear",,"toni",,
"11N3420:0010807",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3420:0010809",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3420:0010810",0,1,0,0,"shorter_by_2ft",,,,"toni",,
"11N3421:0010901",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3421:0010902",0,1,1,1,0,,,,"toni",,
"11N3421:0010904",0,1,1,1,0,,,,"toni",,
"11N3421:0010907",1,0,0,0,0,,,,"toni",,
"11N3421:0010908",1,0,0,0,0,,,,"toni",,
"11N3421:0010909",1,0,0,0,0,,,,"toni",,
"11N3421:0010910",1,0,0,0,0,,,,"toni",,
"11N3421:0010911",1,0,0,0,0,,,,"toni",,
"11N3422:0011001",0,1,0,0,0,,,,"toni",,
"11N3422:0011002",0,1,1,1,0,,"small ear",,"toni",,
"11N3422:0011003",0,1,0,0,0,,"rudimentary ear",,"toni",,
"11N3422:0011004",1,0,0,0,"shorter_by_4ft",,,,"toni",,
"11N3422:0011007",1,0,0,0,"shorter_by_4ft",,,,"toni",,
"11N3422:0011008",0,1,1,1,"shorter_by_3ft","rudimentary tassel","small ear",,"toni",,
"11N3422:0011010",1,0,0,0,0,,,,"toni",,
"11N3422:0011011",1,0,0,0,0,,,,"toni",,
"11N1108:0011101",1,0,0,0,0,,,,"toni",,
"11N1108:0011102",1,0,0,0,0,,,,"toni",,
"11N1108:0011103",1,0,0,0,0,,,,"toni",,
"11N1108:0011104",1,0,0,0,0,,,,"toni",,
"11N1108:0011105",1,0,0,0,0,,,,"toni",,
"11N1108:0011106",1,0,0,0,0,,,,"toni",,
"11N1108:0011107",1,0,0,0,0,,,,"toni",,
"11N1108:0011108",1,0,0,0,0,,,,"toni",,
"11N1108:0011109",1,0,0,0,0,,,,"toni",,
"11N1108:0011110",1,0,0,0,0,,,,"toni",,
"11N1108:0011111",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3195:0011201",1,0,0,0,0,,,,"toni",,
"11N3195:0011202",1,0,0,0,0,,,,"toni",,
"11N3195:0011203",1,0,0,0,0,,,,"toni",,
"11N3195:0011204",1,0,0,0,0,,,,"toni",,
"11N3195:0011205",1,0,0,0,0,,,,"toni",,
"11N3195:0011206",1,0,0,0,0,,,,"toni",,
"11N3195:0011207",1,0,0,0,0,,,,"toni",,
"11N3195:0011208",1,0,0,0,0,,,,"toni",,
"11N3195:0011209",1,0,0,0,0,,,,"toni",,
"11N3195:0011210",1,0,0,0,0,,,,"toni",,
"11N3195:0011211",1,0,0,0,0,,,,"toni",,
"11N3196:0011301",1,0,0,0,0,,,,"toni",,
"11N3196:0011302",1,0,0,0,0,,,,"toni",,
"11N3196:0011303",1,0,0,0,0,,,,"toni",,
"11N3196:0011304",1,0,0,0,0,,,,"toni",,
"11N3196:0011305",1,0,0,0,0,,,,"toni",,
"11N3196:0011306",1,0,0,0,0,,,,"toni",,
"11N3196:0011307",1,0,0,0,0,,,,"toni",,
"11N3196:0011308",1,0,0,0,0,,,,"toni",,
"11N3196:0011309",1,0,0,0,0,,,,"toni",,
"11N3196:0011310",1,0,0,0,0,,,,"toni",,
"11N3196:0011311",1,0,0,0,0,,,,"toni",,
"11N3196:0011312",1,0,0,0,0,,,,"toni",,
"11N1898:0011401",1,0,0,0,0,,,,"toni",,
"11N1898:0011402",1,0,0,0,0,,,,"toni",,
"11N1898:0011403",1,0,0,0,0,,,,"toni",,
"11N1898:0011404",1,0,0,0,0,,,,"toni",,
"11N1898:0011405",1,0,0,0,0,,,,"toni",,
"11N1898:0011406",1,0,0,0,0,,,,"toni",,
"11N1898:0011407",1,0,0,0,0,,,,"toni",,
"11N1898:0011408",1,0,0,0,0,,,,"toni",,
"11N1898:0011409",1,0,0,0,0,,,,"toni",,
"11N1898:0011410",1,0,0,0,0,,,,"toni",,
"11N1898:0011411",1,0,0,0,0,,,,"toni",,
"11N1898:0011412",1,0,0,0,0,,,,"toni",,
"11N1898:0011413",1,0,0,0,0,,,,"toni",,
"11N3423:0011501",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3423:0011502",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3423:0011503",1,0,0,0,0,,,,"toni",,
"11N3423:0011504",1,0,0,0,0,,,,"toni",,
"11N3423:0011505",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3423:0011506",1,0,0,0,0,,,,"toni",,
"11N3423:0011507",1,0,0,0,0,,,,"toni",,
"11N3423:0011512",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3423:0011510",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3424:0011601",1,0,0,0,0,,,,"toni",,
"11N3424:0011602",1,0,0,0,0,,,,"toni",,
"11N3424:0011603",1,0,0,0,0,,,,"toni",,
"11N3424:0011604",1,0,0,0,0,,,,"toni",,
"11N3424:0011605",1,0,0,0,0,,,,"toni",,
"11N3424:0011606",1,0,0,0,0,,,,"toni",,
"11N3424:0011607",1,0,0,0,0,,,,"toni",,
"11N3424:0011608",1,0,0,0,0,,,,"toni",,
"11N3424:0011609",1,0,0,0,"shorter_by_5ft","rudimentary tassel","no ear",,"toni",,
"11N3424:0011610",1,0,0,0,0,,,,"toni",,
"11N3424:0011611",1,0,0,0,0,,,,"toni",,
"11N3424:0011612",1,0,0,0,0,,,,"toni",,
"11N3424:0011613",1,0,0,0,0,,,,"toni",,
"11N3425:0011701",1,0,0,0,0,,"no ear",,"toni",,
"11N3425:0011702",1,0,0,0,0,,,,"toni",,
"11N3425:0011703",1,0,0,0,0,,,,"toni",,
"11N3425:0011704",1,0,0,0,0,,,,"toni",,
"11N3425:0011705",1,0,0,0,0,,,,"toni",,
"11N3425:0011706",1,0,0,0,0,,,,"toni",,
"11N3425:0011707",1,0,0,0,0,,"small ear",,"toni",,
"11N3425:0011708",1,0,0,0,0,,,,"toni",,
"11N3425:0011709",1,0,0,0,0,,,,"toni",,
"11N3425:0011710",1,0,0,0,0,,,,"toni",,
"11N3425:0011711",1,0,0,0,0,,,,"toni",,
"11N3425:0011712",1,0,0,0,0,,,,"toni",,
"11N3425:0011713",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3182:0024601",1,0,0,0,0,,,,"toni",,
"11N3182:0024602",1,0,0,0,0,,,,"toni",,
"11N3182:0024603",1,0,0,0,0,,,,"toni",,
"11N3182:0024604",1,0,0,0,0,,,,"toni",,
"11N3182:0024605",1,0,0,0,0,,,,"toni",,
"11N3182:0024606",1,0,0,0,0,,,,"toni",,
"11N3182:0024607",1,0,0,0,0,,,,"toni",,
"11N3182:0024608",1,0,0,0,0,,,,"toni",,
"11N3182:0024609",1,0,0,0,0,,,,"toni",,
"11N3182:0024610",1,0,0,0,0,,,,"toni",,
"11N3279:0024001",0,1,1,1,"shorter_by_3ft","no tassel",,,"toni",,
"11N3279:0024002",0,1,0,0,"shorter_by_4ft","no tassel",,,"toni",,
"11N3279:0024003",0,1,0,0,"shorter_by_4ft","no tassel",,,"toni",,
"11N3279:0024004",0,1,0,0,"shorter_by_4ft","no tassel",,,"toni",,
"11N3279:0024005",0,1,0,0,"shorter_by_4ft","no tassel",,,"toni",,
"11N3279:0024007",0,1,0,0,"shorter_by_4ft","no tassel",,,"toni",,
"11N3279:0024008",0,1,0,0,"shorter_by_4ft","no tassel",,,"toni",,
"11N3279:0024009",0,1,1,1,"shorter_by_4ft","no tassel",,,"toni",,
"11N3279:0024011",0,1,1,1,"shorter_by_3ft","no tassel",,,"toni",,
"11N3279:0024012",1,0,0,0,0,,,,"toni",,
"11N3230:0023903",0,1,1,1,0,,,,"toni",,
"11N3230:0023904",0,1,1,1,0,,,,"toni",,
"11N3230:0023907",0,1,0,0,"shorter_by_2ft","poor tassel",,,"toni",,
"11N3230:0023908",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3230:0023909",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3230:0023911",0,1,0,0,0,,,,"toni",,
"11N3230:0023913",1,0,0,0,0,,,,"toni",,
"11N3490:0023801",0,1,0,0,0,,,,"toni",,
"11N3490:0023803",0,1,0,0,0,,,,"toni",,
"11N3490:0023804",0,1,1,1,0,,,,"toni",,
"11N3490:0023806",0,1,0,0,0,,,,"toni",,
"11N3490:0023808",0,1,1,1,0,,,,"toni",,
"11N3490:0023809",0,1,1,1,0,,,,"toni",,
"11N3490:0023810",0,1,0,0,0,,"small ear",,"toni",,
"11N3490:0023813",1,0,0,0,0,,,,"toni",,
"11N3489:0023701",1,0,0,0,0,,,,"toni",,
"11N3489:0023702",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N3489:0023703",0,1,1,1,0,,,,"toni",,
"11N3488:0023602",0,1,1,1,0,,,,"toni",,
"11N3488:0023603",0,1,1,1,0,,,,"toni",,
"11N3488:0023605",0,1,1,1,"shorter_by_1ft",,"small ear",,"toni",,
"11N3488:0023609",1,0,0,0,0,,,,"toni",,
"11N3488:0023610",1,0,0,0,0,,,,"toni",,
"11N3488:0023611",1,0,0,0,0,,,,"toni",,
"11N3487:0023502",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3487:0023503",1,0,0,0,0,,,,"toni",,
"11N3487:0023505",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3487:0023506",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N3487:0023508",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3487:0023509",0,1,1,1,"shorter_by_1ft",,"small ear",,"toni",,
"11N3487:0023511",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N3487:0023512",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N3487:0023513",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N2167:0028201",0,1,1,1,0,,,,"toni",,
"11N2167:0028204",0,1,1,1,"shorter_by_2ft",,,,"toni",,
"11N2167:0028205",0,1,1,1,"shorter_by_1ft",,,,"toni",,
"11N2167:0028207",1,0,0,0,"shorter_by_5ft","rudimentary tassel",,,"toni",,
"11N2167:0028208",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N2167:0028210",1,0,0,0,"shorter_by_5ft","no tassel",,,"toni",,
"11N2167:0028212",0,1,0,0,"shorter_by_1ft",,,,"toni",,
"11N2167:0028213",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N3118:0028101",0,1,1,1,"shorter_by_2ft",,,,"toni",,
"11N3118:0028104",1,0,0,0,0,,,,"toni",,
"11N3118:0028107",0,1,0,0,"shorter_by_3ft",,"no ear",,"toni",,
"11N3118:0028108",1,0,0,0,"shorter_by_3ft",,,,"toni",,
"11N3118:0028111",0,1,0,0,0,,,,"toni",,
"11N3118:0028113",0,1,1,1,0,,,,"toni",,
"11N2188:0028001",1,0,0,0,0,,,,"toni",,
"11N2188:0028002",1,0,0,0,0,,,,"toni",,
"11N2188:0028003",1,0,0,0,0,,,,"toni",,
"11N2188:0028004",1,0,0,0,0,,,,"toni",,
"11N2188:0028005",1,0,0,0,0,,,,"toni",,
"11N2188:0028006",1,0,0,0,0,,,,"toni",,
"11N2188:0028007",1,0,0,0,0,,"small ear",,"toni",,
"11N2188:0028008",1,0,0,0,0,,"rudimentary ear",,"toni",,
"11N2188:0028009",1,0,0,0,0,,"rudimentary ear",,"toni",,
"11N2188:0028010",1,0,0,0,0,,"no ear",,"toni",,
"11N2188:0028011",1,0,0,0,0,,,,"toni",,
"11N2188:0028012",1,0,0,0,0,,,,"toni",,
"11N0178:0027901",1,0,0,0,0,,,,"toni",,
"11N0178:0027902",1,0,0,0,0,,,,"toni",,
"11N0178:0027903",0,1,1,1,"shorter_by_5ft","rudimentary tassel","no ear",,"toni",,
"11N0178:0027906",0,1,1,1,"shorter_by_2ft","poor tassel",,,"toni",,
"11N0178:0027908",0,1,1,1,"shorter_by_3ft","poor tassel",,,"toni",,
"11N0178:0027908",0,1,0,0,"shorter_by_4ft","rudimentary tassel","no ear",,"toni",,
"11N2989:0027801",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N2989:0027802",1,0,0,0,0,,,,"toni",,
"11N2989:0027803",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N2989:0027804",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N2989:0027805",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N2989:0027806",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N2989:0027807",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N2989:0027808",1,0,0,0,"shorter_by_3ft",,,,"toni",,
"11N2989:0027809",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N2989:0027810",1,0,0,0,"shorter_by_1ft",,,,"toni",,
"11N2989:0027811",1,0,0,0,"shorter_by_2ft",,,,"toni",,
"11N2989:0027812",1,0,0,0,"shorter_by_2ft",,,,"toni",,
