plantID,wild_type,lesion,cross,photograph,sample,sample,stature,tassel,ear,other_phes,datetime,observer,mutanta
17R4228:0006401,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006402,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006403,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006404,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006405,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006406,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006407,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006408,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006409,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006410,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006411,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006412,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006413,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006414,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006415,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006416,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006417,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006418,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006419,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006420,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006501,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006502,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006503,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006504,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006505,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006506,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006507,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006508,1,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006509,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006510,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006511,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006512,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006513,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006514,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006515,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006516,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006517,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006518,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006519,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4228:0006520,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007201,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007202,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007203,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007204,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007205,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007206,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007207,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007208,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007209,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007218,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007219,0,1,0,0,0,0,semi_dwarf, , ,,08/10/2017 14:25:21,toni,
17R4559:0007210,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007211,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007212,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007213,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007214,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007215,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007216,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007217,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007301,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007302,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007303,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007304,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007305,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007306,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007307,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007308,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007309,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007310,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007311,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007312,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007313,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007314,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007315,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007316,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007317,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007318,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4559:0007319,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4491:0007601,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4491:0007602,0,1,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4491:0007603,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4491:0007604,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4491:0007605,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
17R4491:0007606,1,0,0,0,0,0, , , ,,08/10/2017 14:25:21,toni,
