ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R4494:0008701,17R4494:0008701,08/10/2017 12:15:31,1,0,0,toni,josh,
17R4555:0009801,17R4555:0009801,08/10/2017 12:22:54,1,0,0,toni,josh,
17R4555:0009901,17R4555:0009801,08/10/2017 12:23:22,1,0,0,toni,josh,
17R4555:0009902,17R4555:0009801,08/10/2017 12:23:40,1,0,0,toni,josh,
17R4555:0009911,17R4555:0009801,08/10/2017 12:24:00,1,0,0,toni,josh,
17R4555:0009913,17R4555:0009801,08/10/2017 12:24:18,1,0,0,toni,josh,
17R405:M0004410,17R4518:0018408,08/10/2017 12:35:24,1,0,0,toni,josh,
17R405:M0004413,17R4518:0018408,08/10/2017 12:35:49,1,0,0,toni,josh,
17R205:S0003501,17R4539:0017508,08/10/2017 12:40:49,1,0,0,toni,josh,
17R205:S0003603,17R4539:0017508,08/10/2017 12:41:07,1,0,0,toni,josh,
17R205:S0003604,17R4539:0017508,08/10/2017 12:41:50,1,0,0,toni,josh,
17R205:S0003517,17R4562:0016806,08/10/2017 12:45:38,1,0,0,toni,josh,
17R205:S0003514,17R4562:0016806,08/10/2017 12:46:04,1,0,0,toni,josh,
17R205:S0003506,17R4562:0016806,08/10/2017 12:46:38,1,0,0,toni,josh,
17R205:S0003502,17R4419:0011134,08/10/2017 12:48:29,1,0,0,toni,josh,
17R205:S0003405,17R4419:0011134,08/10/2017 12:50:07,1,0,0,toni,josh,
17R205:S0003302,17R4419:0011134,08/10/2017 12:51:11,1,0,0,toni,josh,
17R0688:0023114,17R0688:0023114,08/10/2017 12:55:19,1,0,0,toni,josh,
17R0688:0023113,17R0688:0023113,08/10/2017 12:55:35,1,0,0,toni,josh,
17R0688:0023106,17R0688:0023106,08/10/2017 12:56:17,1,0,0,toni,josh,
17R205:S0003608,17R4562:0016803,08/11/2017 11:53:19,1,0,0,toni,toni,
17R205:S0003602,17R4562:0016803,08/11/2017 11:56:46,1,0,0,toni,toni,
17R205:S0003503,17R4562:0016803,08/11/2017 11:56:44,1,0,0,toni,toni,
17R205:S0003507,17R4562:0016803,08/11/2017 11:58:46,1,0,0,toni,toni,
17R205:S0003509,17R4562:0016803,08/11/2017 11:58:48,1,0,0,toni,toni,
17R405:M0004901,17R4552:0012208,08/11/2017 12:00:14,1,0,0,toni,toni,
17R405:M0004706,17R4552:0012208,08/11/2017 12:02:24,1,0,0,toni,toni,
17R405:M0004708,17R4552:0012208,08/11/2017 12:02:27,1,0,0,toni,toni,
17R305:W0005511,17R4569:0018709,08/14/2017 11:21:03,1,0,0,toni,toni,
17R305:W0005401,17R4569:0018709,08/15/2017 11:00:00,1,0,0,toni,toni,
17R305:W0005501,17R4569:0018709,08/15/2017 11:00:00,1,0,0,toni,toni,
17R305:W0005516,17R4569:0018709,08/15/2017 11:00:00,1,0,0,toni,toni,
