packetID,ma plantID,pa plantID,num_cl,datetime,observer,packed_packet
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00001,09R201:S0xxxxxx,09R201:S0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00002,09R301:W0xxxxxx,09R301:W0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00003,09R401:M0xxxxxx,09R401:M0xxxxxx,20,05/23/2017 14:00:00,avi,
p00004,13R504:B0xxxxxx,13R504:B0xxxxxx,20,05/23/2017 14:00:00,avi,
p00004,13R504:B0xxxxxx,13R504:B0xxxxxx,20,05/23/2017 14:00:00,avi,
p00004,13R504:B0xxxxxx,13R504:B0xxxxxx,20,05/23/2017 14:00:00,avi,
p00004,13R504:B0xxxxxx,13R504:B0xxxxxx,20,05/23/2017 14:00:00,avi,
p00004,13R504:B0xxxxxx,13R504:B0xxxxxx,20,05/23/2017 14:00:00,avi,
p00004,13R504:B0xxxxxx,13R504:B0xxxxxx,20,05/23/2017 14:00:00,avi,
p00004,13R504:B0xxxxxx,13R504:B0xxxxxx,20,05/23/2017 14:00:00,avi,
p00023,16R405:M0001811,16R4356:0010005,20,05/23/2017 14:00:00,avi,
p00152,16R405:M0002004,16R4532:0014101,30,05/23/2017 14:00:00,avi,
p00145,16R405:M0002103,16R4516:0012007,15,05/23/2017 14:00:00,avi,
p00064,16R405:M0002208,16R4300:0012606,20,05/23/2017 14:00:00,avi,
p00065,16R405:M0002208,16R4300:0012606,20,05/23/2017 14:00:00,avi,
p00136,16R405:M0002210,16R4392:0010801,30,05/23/2017 14:00:00,avi,
p00102,16R405:M0002211,16R4482:0005809,15,05/23/2017 14:00:00,avi,
p00125,16R405:M0002212,16R4496:0009201,15,05/23/2017 14:00:00,avi,
p00093,16R405:M0003103,16R4474:0005001,20,05/23/2017 14:00:00,avi,
p00095,16R405:M0003107,16R4476:0005202,15,05/23/2017 14:00:00,avi,
p00020,16R405:M0003112,16R4222:0009405,20,05/23/2017 14:00:00,avi,
p00021,16R405:M0003112,16R4222:0009405,20,05/23/2017 14:00:00,avi,
p00151,16R405:M0003204,16R4531:0014008,30,05/23/2017 14:00:00,avi,
p00058,16R405:M0003206,16R4511:0011304,20,05/23/2017 14:00:00,avi,
p00059,16R405:M0003206,16R4511:0011304,20,05/23/2017 14:00:00,avi,
p00056,16R405:M0003214,16R4510:0011204,20,05/23/2017 14:00:00,avi,
p00057,16R405:M0003214,16R4510:0011204,20,05/23/2017 14:00:00,avi,
p00060,16R405:M0003312,16R4027:0012203,20,05/23/2017 14:00:00,avi,
p00061,16R405:M0003312,16R4027:0012203,20,05/23/2017 14:00:00,avi,
p00138,16R405:M0003314,16R4508:0011011,15,05/23/2017 14:00:00,avi,
p00198,16R205:S0002607,16R0693:0015303,15,05/23/2017 14:00:00,avi,
p00130,16R205:S0002616,16R4445:0009807,15,05/23/2017 14:00:00,avi,
p00137,16R205:S0002711,16R4507:0010903,15,05/23/2017 14:00:00,avi,
p00153,16R205:S0002715,16R4519:0012802,30,05/23/2017 14:00:00,avi,
p00101,16R305:W0000702,16R4481:0005706,15,05/23/2017 14:00:00,avi,
p00197,16R305:W0000711,16R0691:0015106,15,05/23/2017 14:00:00,avi,
p00094,16R305:W0000714,16R4475:0005105,15,05/23/2017 14:00:00,avi,
p00087,16R305:W0001401,16R4467:0004309,15,05/23/2017 14:00:00,avi,
p00127,16R305:W0001406,16R4498:0009505,15,05/23/2017 14:00:00,avi,
p00089,16R305:W0001408,16R4470:0004603,15,05/23/2017 14:00:00,avi,
p00131,16R305:W0001411,16R4393:0009910,15,05/23/2017 14:00:00,avi,
p00157,16R305:W0001416,16R4523:0013207,30,05/23/2017 14:00:00,avi,
p00144,16R305:W0001502,16R4514:0011806,15,05/23/2017 14:00:00,avi,
p00092,16R305:W0001511,16R4473:0004903,15,05/23/2017 14:00:00,avi,
p00135,16R305:W0001607,16R3607:0010403,15,05/23/2017 14:00:00,avi,
p00042,16R305:W0001610,16R4279:0010511,20,05/23/2017 14:00:00,avi,
p00043,16R305:W0001610,16R4279:0010511,20,05/23/2017 14:00:00,avi,
p00096,16R305:W0001612,16R4477:0005303,15,05/23/2017 14:00:00,avi,
p00097,16R305:W0001618,16R4477:0005311,15,05/23/2017 14:00:00,avi,
p00128,16R305:W0002911,16R4499:0009614,15,05/23/2017 14:00:00,avi,
p00154,16R305:W0003006,16R4520:0012908,30,05/23/2017 14:00:00,avi,
p00148,16R305:W0003012,16R4526:0013504,30,05/23/2017 14:00:00,avi,
p00149,16R305:W0003016,16R4528:0013704,30,05/23/2017 14:00:00,avi,
p00062,16R405:M0000808,16R4298:0012403,20,05/23/2017 14:00:00,avi,
p00063,16R405:M0000808,16R4298:0012403,20,05/23/2017 14:00:00,avi,
p00098,16R405:M0001704,16R4477:0005305,15,05/23/2017 14:00:00,avi,
p00088,16R405:M0001705,16R4468:0004411,15,05/23/2017 14:00:00,avi,
p00090,16R405:M0001707,16R4471:0004707,15,05/23/2017 14:00:00,avi,
p00099,16R405:M0001708,16R4477:0005303,15,05/23/2017 14:00:00,avi,
p00022,16R405:M0001811,16R4356:0010005,20,05/23/2017 14:00:00,avi,
p00103,16R4460:0003602,16R4460:0003602,15,05/23/2017 14:00:00,avi,
p00104,16R4460:0003602,16R4460:0003602,15,05/23/2017 14:00:00,avi,
p00105,16R4461:0003713,16R4461:0003713,15,05/23/2017 14:00:00,avi,
p00106,16R4461:0003713,16R4461:0003713,15,05/23/2017 14:00:00,avi,
p00107,16R4462:0003808,16R4462:0003808,15,05/23/2017 14:00:00,avi,
p00108,16R4462:0003808,16R4462:0003808,15,05/23/2017 14:00:00,avi,
p00109,16R4463:0003902,16R4463:0003902,15,05/23/2017 14:00:00,avi,
p00110,16R4463:0003902,16R4463:0003902,15,05/23/2017 14:00:00,avi,
p00111,16R4464:0004010,16R4464:0004010,15,05/23/2017 14:00:00,avi,
p00112,16R4464:0004010,16R4464:0004010,15,05/23/2017 14:00:00,avi,
p00119,16R4465:0004111,16R4465:0004111,15,05/23/2017 14:00:00,avi,
p00120,16R4466:0004206,16R4466:0004206,15,05/23/2017 14:00:00,avi,
p00113,16R4484:0006001,16R4484:0006001,15,05/23/2017 14:00:00,avi,
p00114,16R4485:0006103,16R4485:0006103,15,05/23/2017 14:00:00,avi,
p00114,16R4485:0006103,16R4485:0006103,15,05/23/2017 14:00:00,avi,
p00115,16R4486:0006204,16R4486:0006204,15,05/23/2017 14:00:00,avi,
p00116,16R4487:0006309,16R4487:0006309,15,05/23/2017 14:00:00,avi,
p00117,16R4488:0006409,16R4488:0006409,15,05/23/2017 14:00:00,avi,
p00118,16R4489:0006503,16R4489:0006503,15,05/23/2017 14:00:00,avi,
p00193,16R0688:0014805,16R0688:0014805,15,05/23/2017 14:00:00,avi,
p00194,16R0689:0014903,16R0689:0014903,15,05/23/2017 14:00:00,avi,
p00141,16R205:S0000602,16R4007:0011605,20,05/23/2017 14:00:00,avi,
p00196,16R205:S0000603,16R0691:0015106,15,05/23/2017 14:00:00,avi,
p00143,16R205:S0000604,16R4011:0011703,20,05/23/2017 14:00:00,avi,
p00140,16R205:S0000613,16R4513:0011501,20,05/23/2017 14:00:00,avi,
p00200,16R205:S0001111,16R0698:0015802,15,05/23/2017 14:00:00,avi,
p00100,16R205:S0001112,16R4478:0005404,15,05/23/2017 14:00:00,avi,
p00044,16R205:S0001202,16R4390:0010609,20,05/23/2017 14:00:00,avi,
p00045,16R205:S0001202,16R4390:0010609,20,05/23/2017 14:00:00,avi,
p00054,16R205:S0001210,16R4391:0010710,20,05/23/2017 14:00:00,avi,
p00055,16R205:S0001210,16R4391:0010710,20,05/23/2017 14:00:00,avi,
p00070,16R205:S0001303,16R4537:0014611,20,05/23/2017 14:00:00,avi,
p00071,16R205:S0001303,16R4537:0014611,20,05/23/2017 14:00:00,avi,
p00091,16R205:S0001309,16R4472:0004811,15,05/23/2017 14:00:00,avi,
p00192,16R205:S0002604,16R0687:0014708,15,05/23/2017 14:00:00,avi,
