plantID,wild_type,lesion,cross,photograph,sample,stature,tassel,ear,other_phes,datetime,observer,mutanta
16R6870:0014704,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6870:0014705,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6870:0014706,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6870:0014707,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6870:0014708,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6870:0014709,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014801,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014802,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014803,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014804,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014805,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014806,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6880:0014807,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014808,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014809,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014810,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014811,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6880:0014812,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014901,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014903,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014904,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014906,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014907,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014908,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6890:0014909,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014910,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014911,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6890:0014912,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6890:0014913,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6890:0014914,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6900:0015001,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6900:0015003,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6900:0015004,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6900:0015005,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6900:0015006,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015101,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015102,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015103,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015104,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015105,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015106,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015107,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015108,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6910:0015109,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6910:0015110,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6920:0015201,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6920:0015202,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6920:0015203,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6920:0015204,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6920:0015205,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6920:0015206,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6920:0015207,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6920:0015208,1,0,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015301,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015302,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015303,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6930:0015304,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6930:0015305,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015306,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015307,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015308,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015309,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6930:0015310,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6930:0015311,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6940:0015401,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6940:0015402,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6940:0015403,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6940:0015404,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6940:0015405,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6940:0015406,0,1,1,1,1,,,,,07/27/2016 12:00:00,toni,
16R6940:0015407,0,1,0,0,0,,,,,07/27/2016 12:00:00,toni,
16R6940:0015409,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6940:0015410,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6940:0015411,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6940:0015412,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6940:0015413,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6950:0015501,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6950:0015502,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6950:0015503,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6950:0015504,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6950:0015505,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6950:0015507,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6950:0015508,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6950:0015509,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6950:0015510,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6960:0015601,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6960:0015602,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015603,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6960:0015604,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6960:0015605,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015606,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015607,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015608,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015609,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015611,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015612,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6960:0015613,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015701,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015702,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015703,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015704,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015705,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015707,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015708,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6970:0015710,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6970:0015711,1,0,1,1,1,,,,,07/17/2016 12:00:00,toni,
16R6970:0015712,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015713,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015714,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6970:0015715,1,0,0,0,0,,,,,07/17/2016 12:00:00,toni,
16R6980:0015801,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R6980:0015802,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R6980:0015803,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R6980:0015804,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R6980:0015806,0,1,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6980:0015808,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R6980:0015809,0,1,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6980:0015810,0,1,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6980:0015811,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R6990:0015901,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015902,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015903,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015904,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015905,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015906,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015907,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015908,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015909,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015910,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015911,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015912,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R6990:0015913,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R7000:0016001,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R7000:0016002,1,0,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R7000:0016003,0,1,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R7000:0016004,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R7000:0016005,0,1,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R7000:0016006,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R7000:0016007,0,1,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R7010:0016101,0,1,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R7010:0016103,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R7020:0016201,1,0,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R7020:0016202,1,0,0,0,0,,,,,07/28/2016 12:00:00,toni,
16R7020:0016203,1,0,1,1,1,,,,,07/28/2016 12:00:00,toni,
16R4356:0010002,0,1,1,1,1,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4356:0010004,0,1,0,0,0,shorter_by_2_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4356:0010005,0,1,1,1,1,shorter_by_2_ft,,,,07/17/2016 12:00:00,toni,
16R4356:0010008,0,1,1,1,1,shorter_by_2_ft,tassel,no ear,,07/17/2016 12:00:00,toni,
16R4356:0010011,0,1,0,0,0,shorter_by_3_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R3192:0010012,0,1,0,0,0,shorter_by_3_ft,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R3192:0010108,0,1,0,1,1,shorter_by_1_ft,,,,07/17/2016 12:00:00,toni,
16R3607:0010407,0,1,1,1,1,shorter_by_1_ft,,,,07/17/2016 12:00:00,toni,
16R3607:0010409,0,1,0,1,1,shorter_by_1_ft,,,,07/17/2016 12:00:00,toni,
16R4507:0010901,0,1,1,1,1,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4507:0010903,0,1,0,0,0,shorter_by_3_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4507:0010905,0,1,1,1,1,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4507:0010906,0,1,0,0,0,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4507:0010908,0,1,1,1,1,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4507:0010910,0,1,0,0,0,shorter_by_3_ft,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4508:0011003,0,1,0,0,0,shorter_by_3_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4508:0011007,0,1,0,0,0,shorter_by_3_ft,rudimentary tassel,small ear,,07/17/2016 12:00:00,toni,
16R4508:0011009,0,1,0,0,0,shorter_by_4_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4508:0011011,0,1,1,1,1,shorter_by_3_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4509:0011102,0,1,1,1,1,shorter_by_3_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4509:0011103,0,1,1,1,1,shorter_by_4_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4509:0011104,0,1,1,0,0,shorter_by_4_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4509:0011106,0,1,0,0,0,shorter_by_4_ft,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4509:0011107,0,1,0,0,0,shorter_by_4_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4509:0011109,0,1,0,0,0,shorter_by_4_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4509:0011111,0,1,0,0,0,shorter_by_5_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4510:0011202,1,0,0,0,0,shorter_by_2_ft,,,,07/17/2016 12:00:00,toni,
16R4513:0011501,0,1,1,1,1,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4513:0011503,0,1,1,1,1,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4007:0011605,0,1,1,1,1,shorter_by_2_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4007:0011606,0,1,0,0,0,shorter_by_2_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4007:0011608,0,1,1,1,1,shorter_by_3_ft,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4011:0011702,0,1,0,0,0,dwarf,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4011:0011703,0,1,1,1,1,shorter_by_3_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4011:0011707,0,1,1,1,1,shorter_by_5_ft,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4011:0011710,0,1,1,1,1,shorter_by_4_ft,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4514:0011806,0,1,1,1,1,,,small ear,,07/17/2016 12:00:00,toni,
16R4516:0012001,0,1,0,0,0,shorter_by_2_ft,rudimentary tassel,small ear,,07/17/2016 12:00:00,toni,
16R4516:0012007,0,1,1,1,1,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4516:0012008,0,1,1,1,1,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4027:0012201,0,1,0,0,0,semi_dwarf,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4027:0012203,0,1,1,1,1,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4027:0012204,0,1,0,1,1,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4027:0012205,1,0,0,0,0,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4297:0012301,0,1,1,1,1,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4297:0012302,0,1,0,0,0,shorter_by_3_ft,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4297:0012303,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4297:0012304,1,0,0,0,0,,no tassel,,,07/17/2016 12:00:00,toni,
16R4297:0012305,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4297:0012307,0,1,0,0,0,shorter_by_2_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4298:0012401,0,1,1,1,1,semi_dwarf,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4298:0012403,0,1,1,1,1,shorter_by_3_ft,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4298:0012406,0,1,1,1,1,semi_dwarf,,no ear,,07/17/2016 12:00:00,toni,
16R4399:0012502,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4399:0012503,0,1,0,0,0,shorter_by_3_ft,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4399:0012509,0,1,1,1,1,shorter_by_3_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4300:0012601,0,1,1,1,1,shorter_by_3_ft,bad tassel,,,07/17/2016 12:00:00,toni,
16R4300:0012602,0,1,1,1,1,shorter_by_3_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4300:0012603,0,1,0,0,0,shorter_by_3_ft,rudimentary tassel,no ear,,07/17/2016 12:00:00,toni,
16R4300:0012604,0,1,1,1,1,shorter_by_3_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4300:0012605,0,1,0,0,0,shorter_by_3_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4300:0012606,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4518:0012702,1,0,0,0,0,shorter_by_1_ft,,,,07/17/2016 12:00:00,toni,
16R4518:0012703,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4519:0012801,0,1,1,1,1,semi_dwarf,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4519:0012802,0,1,1,1,1,semi_dwarf,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4519:0012806,0,1,1,1,1,semi_dwarf,,no ear,,07/17/2016 12:00:00,toni,
16R4520:0012906,0,1,0,0,0,shorter_by_2_ft,,small ear,,08/04/2016 10:35:47,toni,
16R4520:0012907,1,0,0,0,0,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4520:0012908,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4520:0012909,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4520:0012910,0,1,0,0,0,shorter_by_1_ft,,small ear,,08/04/2016 10:36:57,toni,
16R4520:0012911,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4522:0013106,0,1,1,1,1,semi_dwarf,,no ear,,07/17/2016 12:00:00,toni,
16R4523:0013201,1,0,0,0,0,semi_dwarf,,,,07/17/2016 12:00:00,toni,
16R4523:0013207,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4523:0013208,0,1,0,0,0,shorter_by_2_ft,,small ear,,08/04/2016 10:40:57,toni,
16R4523:0013209,0,1,0,0,0,shorter_by_3_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4523:0013212,1,0,0,0,0,shorter_by_1_ft,,,,07/17/2016 12:00:00,toni,
16R4524:0013303,0,1,0,0,0,semi_dwarf,,no ear,,07/17/2016 12:00:00,toni,
16R4524:0013306,0,1,0,0,0,dwarf,bad tassel,no ear,,07/17/2016 12:00:00,toni,
16R4526:0013502,0,1,1,1,1,shorter_by_3_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4526:0013503,0,1,0,0,0,shorter_by_3_ft,,small ear,,08/04/2016 10:46:44,toni,
16R4526:0013504,0,1,1,1,1,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4526:0013506,0,1,0,0,0,shorter_by_3_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4526:0013507,0,1,0,0,0,shorter_by_4_ft,,no ear,,08/04/2016 10:45:37,toni,
16R4526:0013508,0,1,1,1,1,shorter_by_3_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4528:0013704,0,1,1,1,1,shorter_by_3_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4528:0013705,1,0,0,0,0,shorter_by_1_ft,,,,07/17/2016 12:00:00,toni,
16R4528:0013706,0,1,1,1,1,shorter_by_3_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4528:0013707,0,1,0,0,0,shorter_by_3_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4528:0013711,0,1,1,1,1,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4528:0013712,0,1,0,0,0,shorter_by_2_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4528:0013713,0,1,0,0,0,shorter_by_3_ft,,no ear,,07/17/2016 12:00:00,toni,
16R4533:0014205,0,1,0,0,0,dwarf,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4533:0014206,0,1,0,0,0,dwarf,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4533:0014210,0,1,0,0,0,semi_dwarf,no tassel,no ear,,07/17/2016 12:00:00,toni,
16R4534:0014303,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4534:0014307,0,1,1,1,1,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4535:0014401,0,1,0,1,1,shorter_by_1_ft,no tassel,small ear,,07/17/2016 12:00:00,toni,
16R4535:0014402,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4535:0014404,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4535:0014406,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4535:0014408,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4535:0014411,0,1,0,0,0,shorter_by_2_ft,tassel,no ear,,08/04/2016 11:08:46,toni,
16R4535:0014412,0,1,0,1,1,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4535:0014414,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4536:0014502,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4536:0014503,0,1,0,0,0,,,small ear,,07/17/2016 12:00:00,toni,
16R4536:0014507,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4536:0014510,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4536:0014511,0,1,0,0,0,shorter_by_1_ft,,small ear,,07/17/2016 12:00:00,toni,
16R4537:0014601,0,1,0,0,0,shorter_by_2_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4537:0014602,0,1,0,0,0,shorter_by_2_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4537:0014607,0,1,1,1,1,shorter_by_1_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4537:0014608,0,1,1,1,1,shorter_by_1_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4537:0014609,0,1,0,0,0,shorter_by_2_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4537:0014611,0,1,1,1,1,shorter_by_2_ft,bad tassel,small ear,,07/17/2016 12:00:00,toni,
16R4537:0014612,0,1,0,0,0,shorter_by_3_ft,bad tassel,no ear,,08/04/2016 11:15:25,toni,
16R6890:0014902,0,1,0,0,0,dwarf,,,,07/27/2016 12:00:00,toni,
16R6890:0014905,0,1,0,0,0,shorter_by_2_ft,,,,07/27/2016 12:00:00,toni,
16R6900:0015002,0,1,0,0,0,semi_dwarf,,,,07/27/2016 12:00:00,toni,
16R6930:0015312,0,1,0,0,0,shorter_by_3_ft,,,,07/27/2016 12:00:00,toni,
16R6940:0015408,0,1,0,0,0,shorter_by_4_ft,,,,07/27/2016 12:00:00,toni,
16R6940:0015414,1,0,0,0,0,dwarf,,,,07/17/2016 12:00:00,toni,
16R6950:0015506,1,0,0,0,0,shorter_by_3_ft,,,,07/17/2016 12:00:00,toni,
16R6960:0015610,1,0,0,0,0,dwarf,,,,07/17/2016 12:00:00,toni,
16R6960:0015611,1,0,0,0,0,shorter_by_2_ft,,,,07/17/2016 12:00:00,toni,
16R7010:0016102,1,0,0,0,0,semi_dwarf,,,,07/28/2016 12:00:00,toni,
