Sample no.,image no,observer,source,filter,power,exposure (ms),microscopy
e01075,1026,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01075,1027,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01075,1028,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01075,1029,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01075,1030,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01075,1031,derek,uv,4,10x,167,08/15/2013 0:00:00,
e01075,1032,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01075,1033,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01075,1034,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01075,1035,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01075,1036,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01075,1037,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01075,1038,derek,uv,4,10x,167,08/15/2013 0:00:00,
e01076,1039,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01076,1040,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01076,1041,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01076,1042,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01076,1043,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01076,1044,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01076,1045,derek,uv,4,10x,167,08/15/2013 0:00:00,
e01076,1046,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01076,1047,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01076,1048,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01076,1049,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01076,1050,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01076,1051,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01076,1052,derek,uv,4,10x,167,08/15/2013 0:00:00,
e01076,1054,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01076,1055,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01076,1056,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01076,1057,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01076,1058,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01076,1059,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01076,1060,derek,uv,4,10x,167,08/15/2013 0:00:00,
e01076,1061,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01076,1062,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01076,1063,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01076,1064,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01076,1065,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01076,1066,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01076,1067,derek,uv,4,10x,167,08/15/2013 0:00:00,
e01076,1068,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01076,1069,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01076,1070,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01076,1071,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01076,1072,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01076,1073,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01076,1053,derek,uv,4,10x,167,08/15/2013 0:00:00,should be 1073.5
e01076,1074,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01076,1075,derek,uv,2,10x,167,08/15/2013 0:00:00,
e01076,1076,derek,uv,2,10x,250,08/15/2013 0:00:00,
e01076,1077,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01076,1078,derek,uv,4,10x,333,08/15/2013 0:00:00,
e01076,1079,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01076,1080,derek,uv,4,10x,167,08/15/2013 0:00:00,
e01078,1081,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01078,1082,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01078,1083,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01078,1084,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01078,1085,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01078,1086,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01078,1087,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01078,1088,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01078,1089,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01078,1090,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01078,1091,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01078,1092,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01078,1093,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01078,1094,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01078,1095,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01078,1096,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01078,1097,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01078,1098,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01212,1099,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01212,1100,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01212,1101,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01212,1102,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01212,1103,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01212,1104,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01212,1105,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01212,1106,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01212,1107,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01213,1108,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01213,1109,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01213,1110,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01213,1111,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01213,1112,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01213,1113,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01213,1114,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01213,1115,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01213,1116,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01282,1117,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01282,1118,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01282,1119,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01282,1120,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01282,1121,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01282,1122,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01282,1123,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01282,1124,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01282,1125,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01289,1126,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01289,1127,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01289,1128,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01289,1129,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01289,1130,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01289,1131,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01289,1132,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01289,1133,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01289,1134,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01290,1135,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01290,1136,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01290,1137,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01290,1138,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01290,1139,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01290,1140,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01290,1141,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01290,1142,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01290,1143,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01292,1144,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01292,1145,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01292,1147,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01292,1148,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01292,1149,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01292,1150,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01292,1151,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01292,1152,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01292,1153,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01294,1154,avi,bright,2,10x,2,08/15/2013 0:00:00,sample1
e01294,1155,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01294,1156,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01294,1157,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01294,1158,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01294,1159,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01294,1160,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01294,1161,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01294,1162,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01294,1163,avi,bright,2,10x,2,08/15/2013 0:00:00,sample2
e01294,1164,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01294,1165,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01294,1166,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01294,1167,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01294,1168,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01294,1169,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01294,1170,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01294,1171,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01294,1172,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01294,1173,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01294,1174,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01296,1175,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01296,1176,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01296,1177,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01296,1178,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01296,1179,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01296,1180,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01296,1181,avi,bright,2,10x,2,08/15/2013 0:00:00,
e01296,1182,avi,uv,2,10x,333,08/15/2013 0:00:00,
e01296,1183,avi,uv,4,10x,250,08/15/2013 0:00:00,
e01296,1184,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01296,1185,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01296,1186,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01296,1187,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01296,1188,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01296,1189,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01296,1190,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01296,1191,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01296,1192,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01299,1193,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01299,1194,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01299,1195,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01299,1196,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01299,1197,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01299,1198,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01299,1199,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01299,1200,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01299,1201,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01301,1202,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01301,1203,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01301,1204,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01301,1205,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01301,1206,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01301,1207,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01301,1208,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01301,1209,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01301,1210,derek,uv,4,10x,250,08/15/2013 0:00:00,Sample no.,image no,observer,source,filter,power,exposure (ms),datetime,microscopy
e01303,1211,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01303,1212,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01303,1213,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01303,1214,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01303,1215,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01303,1216,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01303,1217,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01303,1218,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01303,1219,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01303,1220,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01303,1221,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01303,1222,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01303,1223,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01303,1224,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01303,1225,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01306,1226,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01306,1227,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01306,1228,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01306,1229,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01306,1230,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01306,1231,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01306,1232,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01306,1233,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01306,1234,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01306,1235,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01306,1236,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01306,1237,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01306,1238,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01306,1239,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01306,1240,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01306,1241,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01306,1242,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01306,1243,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01306,1244,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01306,1245,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01306,1246,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01307,1247,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01307,1248,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01307,1249,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01307,1250,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01307,1251,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01307,1252,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01307,1253,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01307,1254,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01307,1255,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01308,1256,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01308,1257,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01308,1258,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01308,1259,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01308,1260,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01308,1261,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01308,1262,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01308,1263,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01308,1264,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01310,1265,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01310,1266,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01310,1267,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01310,1268,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01310,1269,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01310,1270,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01310,1271,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01310,1272,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01310,1273,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01310,1274,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01310,1275,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01310,1276,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01311,1277,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01311,1278,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01311,1279,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01311,1280,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01311,1281,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01311,1282,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01311,1283,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01311,1284,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01311,1285,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01312,1286,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01312,1287,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01312,1288,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01312,1289,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01312,1290,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01312,1291,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01312,1292,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01312,1293,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01312,1294,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01313,1295,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01313,1296,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01313,1297,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01313,1298,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01313,1299,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01313,1300,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01313,1301,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01313,1302,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01313,1303,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01315,1304,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01315,1305,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01315,1306,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01315,1307,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01315,1308,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01315,1309,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01315,1310,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01315,1311,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01315,1312,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01317,1313,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01317,1314,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01317,1315,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01317,1316,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01317,1317,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01317,1318,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01317,1319,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01317,1320,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01317,1321,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01320,1322,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01320,1323,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01320,1324,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01320,1325,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01320,1326,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01320,1327,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01320,1328,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01320,1329,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01320,1330,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01323,1331,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01323,1332,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01323,1333,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01323,1334,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01323,1335,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01323,1336,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01323,1337,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01323,1338,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01323,1339,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01324,1340,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01324,1341,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01324,1342,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01324,1343,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01324,1344,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01324,1345,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01324,1346,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01324,1347,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01324,1348,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01327,1349,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01327,1350,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01327,1351,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01327,1352,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01327,1353,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01327,1354,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01327,1355,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01327,1356,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01327,1357,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01327,1358,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01327,1359,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01327,1360,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01327,1361,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01327,1362,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01327,1363,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01327,1364,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01327,1365,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01327,1366,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01327,1367,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01327,1368,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01327,1369,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01328,1370,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01328,1371,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01328,1372,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01328,1373,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01328,1374,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01328,1375,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01328,1376,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01328,1377,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01328,1378,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01330,1379,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01330,1380,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01330,1381,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01330,1382,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01330,1383,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01330,1384,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01330,1385,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01330,1386,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01330,1387,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01331,1388,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01331,1389,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01331,1390,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01331,1391,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01331,1392,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01331,1393,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01331,1394,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01331,1395,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01331,1396,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01332,1397,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01332,1398,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01332,1399,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01332,1400,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01332,1401,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01332,1402,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01332,1403,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01332,1404,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01332,1405,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01332,1406,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01332,1407,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01332,1408,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01333,1409,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01333,1410,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01333,1411,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01333,1412,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01333,1413,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01333,1414,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01333,1415,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01333,1416,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01333,1417,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01361,1418,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01361,1419,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01361,1420,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01361,1421,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01361,1422,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01361,1423,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01362,1424,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01362,1425,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01362,1426,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01362,1427,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01362,1428,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01362,1429,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01362,1430,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01362,1431,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01362,1432,derek,uv,4,10x,250,08/15/2013 0:00:00,
e01362,1433,derek,bright,2,10x,2,08/15/2013 0:00:00,
e01362,1434,derek,uv,2,10x,333,08/15/2013 0:00:00,
e01362,1435,derek,uv,4,10x,250,08/15/2013 0:00:00,
