"ma plantID"	"pa plantID"	"fuzzy_cl"	"num_cl"	"sleeve"	"observer"	"datetime"	"inventory"
"12R405:M0008201"	"12R3645:0030506"	"ee"		"v00146"	"avi"	"Jan 16, 2014 19:18:15"	
"12R405:M0008203"	"12R3645:0030503"	"qe"		"v00146"	"avi"	"Jan 16, 2014 19:18:15"	
"12R405:M0008204"	"12R3593:0023814"	"he"		"v00146"	"avi"	"Jan 16, 2014 19:18:15"	
"12R405:M0008205"	"12R3593:0023811"	"qe"		"v00146"	"avi"	"Jan 16, 2014 19:18:15"	
"12R405:M0008208"	"12R3593:0023802"	"qe"		"v00146"	"avi"	"Jan 16, 2014 19:18:15"	
"12R405:M0008209"	"12R3618:0027109"	"qe"		"v00146"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008210"	"12R3631:0028608"	"ee"		"v00146"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008212"	"12R3624:0027701"	"qe"		"v00146"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008214"	"12R3618:0027105"	"qe"		"v00146"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008703"	"12R3624:0027703"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008706"	"12R3439:0025605"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008708"	"12R3603:0025312"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008709"	"12R3603:0025309"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0008715"	"12R3610:0026205"	"he"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009003"	"12R3648:0030810"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009006"	"12R3624:0027703"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009302"	"12R3486:0014708"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009304"	"12R3323:0037602"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009306"	"12R3709:0038306"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009311"	"12R3651:0031113"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009312"	"12R3439:0025606"	"he"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009314"	"12R3469:0032007"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009316"	"12R3411:0020901"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009608"	"12R3659:0032304"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009611"	"12R3645:0030510"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009613"	"12R3647:0030709"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009614"	"12R3624:0027704"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009903"	"12R3242:0030201"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009910"	"12R3242:0030202"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009911"	"12R3769:0046902"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009912"	"12R3629:0028406"	"he"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0009913"	"12R3631:0028611"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010209"	"12R3631:0028605"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010210"	"12R3411:0020908"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010216"	"12R3793:0049902"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010217"	"12R3794:0050006"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010507"	"12R3242:0030201"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010517"	"12R3242:0030202"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010809"	"12R3769:0046903"	"he"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010812"	"12R3532:0015811"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010815"	"12R3709:0038309"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010817"	"12R3709:0038314"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010819"	"12R3532:0015810"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0010820"	"12R3242:0030209"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011101"	"12R3648:0030807"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011103"	"12R3648:0030807"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011105"	"12R3242:0030209"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011107"	"12R3242:0030202"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011108"	"12R3676:0034312"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011109"	"12R3469:0032006"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011110"	"12R3242:0030203"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011111"	"12R3603:0025303"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011112"	"12R3552:0018003"	"he"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011113"	"12R3679:0034602"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011114"	"12R3679:0034604"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011115"	"12R3691:0035813"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011117"	"12R3648:0030807"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011401"	"12R3673:0034012"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011402"	"12R3673:0034012"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011408"	"12R3587:0023107"	"ee"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011416"	"12R3411:0020902"	"qe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011702"	"12R3501:0041711"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011703"	"12R3784:0049001"	"he"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011707"	"12R3486:0014708"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011708"	"12R3501:0041711"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011709"	"12R3508:0042309"	"xe"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"12R405:M0011712"	"12R3659:0032305"	"he"		"v00147"	"avi"	"Jan 16, 2014 19:53:07"	
"ma plantID"	"pa plantID"	"fuzzy_cl"	"num_cl"	"sleeve"	"observer"	"datetime"	"inventory"
"12R503:B0011810"	"12R3647:0030707"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0011811"	"12R3647:0030709"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0011907"	"12R3701:0036808"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0011909"	"12R3591:0023604"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0011910"	"12R3602:0025202"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012201"	"12R3570:0020009"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012206"	"12R3556:0018510"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012208"	"12R3556:0018505"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012212"	"12R3557:0018607"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012402"	"12R3608:0025901"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012404"	"12R3616:0026905"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012406"	"12R3653:0031314"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012407"	"12R3653:0031303"	"tqe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012408"	"12R3600:0024907"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012410"	"12R3616:0026908"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012501"	"12R3591:0023606"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012502"	"12R3647:0030705"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012503"	"12R3641:0029902"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012505"	"12R3641:0029904"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012506"	"12R3590:0023405"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012507"	"12R3590:0023401"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012509"	"12R3632:0028810"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012510"	"12R3641:0029901"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012512"	"12R3600:0024907"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012513"	"12R3616:0026902"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012601"	"12R3556:0018507"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012603"	"12R3584:0022802"	"tqe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012605"	"12R3584:0022806"	"fuzzy_cl"	10	"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012607"	"12R3584:0022809"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012608"	"12R3590:0023403"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012609"	"12R3255:0025009"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012702"	"12R3587:0023110"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012703"	"12R3570:0020008"	"tqe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012706"	"12R3566:0019512"	"fuzzy_cl"	14	"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012707"	"12R3557:0018606"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012708"	"12R3570:0020002"	"xe"	16	"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R503:B0012709"	"12R3584:0022804"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131001"	"12R0654:0134713"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131005"	"12R0643:0132211"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131009"	"12R0645:0132313"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131012"	"12R0652:0133511"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131013"	"12R0647:0133204"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	"not in inventory.pl"
"12R599:B0131014"	"12R0645:0132309"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131015"	"12R0644:0132303"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131020"	"12R0651:0133509"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131025"	"12R0653:0133513"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131102"	"12R0653:0133513"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131103"	"12R0116:0051501"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131104"	"12R0116:0051501"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131106"	"12R0116:0051505"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131107"	"12R0116:0051508"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131112"	"12R0647:0133203"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131113"	"12R0116:0051503"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131118"	"12R0650:0133415"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	"not in inventory.pl"
"12R599:B0131119"	"12R0650:0133416"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131124"	"12R0116:0051503"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0B131125"	"12R0648:0133415"	"xe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	"not in inventory.pl"
"12R599:B0131126"	"12R0649:0133414"	"ee"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131127"	"12R0648:0133407"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131203"	"12R599:B0131203"	"he"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131207"	"12R599:B0131207"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131210"	"12R0652:0133511"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R599:B0131227"	"12R0642:0132014"	"qe"		"v00148"	"wade"	"Jan 17, 2014 7:43:05"	
"12R632:S0013002"	"12R633:S0013109"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R632:S0013006"	"12R633:S0013112"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R633:S0013109"	"12R634:S0013201"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R633:S0013112"	"12R634:S0013203"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R633:S0013113"	"12R632:S0013006"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R634:S0013201"	"12R632:S0013002"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R634:S0013203"	"12R632:S0013004"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R634:S0013213"	"12R633:S0013113"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R637:W0013508"	"12R637:W0013515"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R637:W0013509"	"12R638:W0013611"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R637:W0013515"	"12R639:W0013711"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R638:W0013607"	"12R637:W0013508"	"tqe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R638:W0013611"	"12R639:W0013708"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R638:W0013616"	"12R637:W0013509"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R639:W0013708"	"12R638:W0013607"	"ee"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R639:W0013711"	"12R638:W0013616"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R639:W0013719"	"12R639:W0013719"	"xe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R640:M0013801"	"12R641:M0013907"	"ee"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12RE4&:M0013807"	"12R641:M0013903"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R641:M0013902"	"12R640:M0013801"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R641:M0013903"	"12R640:M0013802"	"ee"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R641:M0013907"	"12R640:M0013807"	"ee"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R504:B0014007"	"12R504:B0014103"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R504:B0014014"	"12R504:B0014106"	"qe"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R504:B0014103"	"12R504:B0014014"	"he"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R504:B0014106"	"12R504:B0014007"	"ee"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0980:0058302"	"12R0980:0058302"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0980:0058302"	"12R0980:0058302"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0980:0058306"	"12R0980:0058306"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0980:0058314"	"12R0980:0058314"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0980:0058314"	"12R0980:0058314"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0980:0058314"	"12R0980:0058314"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058405"	"12R0981:0058405"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058406"	"12R0981:0058406"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058406"	"12R0981:0058406"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058409"	"12R0981:0058409"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058409"	"12R0981:0058409"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058409"	"12R0981:0058409"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058411"	"12R0981:0058411"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058411"	"12R0981:0058411"	"we"		"v00149"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058411"	"12R0981:0058411"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058412"	"12R0981:0058412"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058412"	"12R0981:0058412"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058413"	"12R0981:0058413"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0981:0058414"	"12R0981:0058414"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058506"	"12R0982:0058506"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058506"	"12R0982:0058506"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058512"	"12R0982:0058512"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058512"	"12R0982:0058512"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058512"	"12R0982:0058512"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058513"	"12R0982:0058513"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058515"	"12R0982:0058515"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058515"	"12R0982:0058515"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0982:0058515"	"12R0982:0058515"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0983:0058612"	"12R0983:0058612"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0983:0058612"	"12R0983:0058612"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058705"	"12R0984:0058705"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058705"	"12R0984:0058705"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058709"	"12R0984:0058709"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058709"	"12R0984:0058709"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058709"	"12R0984:0058709"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058711"	"12R0984:0058711"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058711"	"12R0984:0058711"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058712"	"12R0984:0058712"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058712"	"12R0984:0058712"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0984:0058712"	"12R0984:0058712"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058901"	"12R0986:0058901"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058901"	"12R0986:0058901"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058901"	"12R0986:0058901"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058901"	"12R0986:0058901"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058908"	"12R0986:0058908"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058908"	"12R0986:0058908"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058908"	"12R0986:0058908"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0986:0058909"	"12R0986:0058909"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0989:0059205"	"12R0989:0059205"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R0989:0059205"	"12R0989:0059205"	"we"		"v00150"	"wade"	"Jan 17, 2014 7:43:05"	
"12R3600:0024902"	"12R3600:0024902"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3890:0004903"	"12N3890:0004903"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3890:0004906"	"12N3890:0004906"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3890:0004907"	"12N3890:0004907"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3890:0004911"	"12N3890:0004911"	"we"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3891:0005004"	"12N3891:0005004"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3891:0005005"	"12N3891:0005005"	"we"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3891:0005009"	"12N3891:0005009"	"we"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3891:0005011"	"12N3891:0005011"	"we"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3891:0005012"	"12N3891:0005012"	"we"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3892:0005106"	"12N3892:0005106"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3892:0005111"	"12N3892:0005111"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3893:0005201"	"12N3893:0005201"	"we"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3893:0005205"	"12N3893:0005205"	"xe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3893:0005213"	"12N3893:0005213"	"we"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3894:0005303"	"12N3894:0005303"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3894:0005306"	"12N3894:0005306"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3894:0005307"	"12N3894:0005307"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3894:0005313"	"12N3894:0005313"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3895:0005406"	"12N3895:0005406"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3895:0005409"	"12N3895:0005409"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3895:0005412"	"12N3895:0005412"	"tqe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3550:0005803"	"12N3550:0005803"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3550:0005807"	"12N3550:0005807"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3899:0005901"	"12N3899:0005901"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3899:0005902"	"12N3899:0005902"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3902:0006503"	"12N3902:0006503"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3902:0006508"	"12N3902:0006508"	"ee"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3902:0006511"	"12N3902:0006511"	"ee"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3556:0007110"	"12N3556:0007101"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3556:0007112"	"12N3556:0007111"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3561:0009303"	"12N3561:0009303"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3561:0009313"	"12N3561:0009313"	"qe"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3563:0009505"	"12N3563:0009505"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3563:0009506"	"12N3563:0009506"	"ee"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3563:0009509"	"12N3563:0009505"	"he"		"v00151"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3564:0009601"	"12N3564:0009601"	"ee"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3564:0009611"	"12N3564:0009611"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
