"ma plantID"	"pa plantID"	"fuzzy_cl"	"num_cl"	"sleeve"	"observer"	"datetime"	"inventory"
"12N3565:0009701"	"12N3565:0009701"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3565:0009703"	"12N3565:0009703"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3565:0009705"	"12N3565:0009705"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3565:0009707"	"12N3565:0009707"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010102"	"12N3915:0010102"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010105"	"12N3915:0010105"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010110"	"12N3915:0010110"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010201"	"12N3915:0010105"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010202"	"12N3915:0010105"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010205"	"12N3915:0010102"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010207"	"12N3915:0010102"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010209"	"12N3915:0010205"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010212"	"12N3915:0010105"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010302"	"12N3915:0010110"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010304"	"12N3915:0010110"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010306"	"12N3916:0010412"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3915:0010313"	"12N3915:0010110"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3918:0010602"	"12N3918:0010602"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3918:0010603"	"12N3918:0010603"	"ee"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3922:0012001"	"12N3922:0012008"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3571:0012501"	"12N3571:0012502"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3571:0012506"	"12N3571:0012503"	"we"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3571:0012508"	"12N3571:0012504"	"we"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3572:0012610"	"12N3572:0012603"	"xe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3925:0012907"	"12N3925:0012902"	"ee"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3933:0014012"	"12N3933:0014012"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015602"	"12N3584:0015604"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015603"	"12N3584:0015604"	"ee"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015607"	"12N3584:0015604"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015701"	"12N3584:0015706"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015710"	"12N3584:0015710"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015804"	"12N3584:0015804"	"tqe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015806"	"12N3584:0015803"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015809"	"12N3584:0015809"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015810"	"12N3584:0015810"	"xe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3584:0015812"	"12N3584:0015811"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3944:0016703"	"12N3944:0016704"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3945:0016803"	"12N3945:0016809"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3946:0017006"	"12N3946:0017103"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3946:0017102"	"12N3946:0017105"	"he"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3946:0017105"	"12N3946:0017109"	"qe"		"v00152"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3946:0017106"	"12N3946:0017107"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3946:0017112"	"12N3946:0017113"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018002"	"12N3590:0018001"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018003"	"12N3590:0018001"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018008"	"12N3590:0018001"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018109"	"12N3590:0018102"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018103"	"12N3590:0018101"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018105"	"12N3590:0018101"	"ee"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018107"	"12N3590:0018101"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018108"	"12N3590:0018102"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3590:0018110"	"12N3590:0018105"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018503"	"12N3952:0018503"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018504"	"12N3952:0018504"	"ee"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018508"	"12N3952:0018503"	"tqe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018509"	"12N3952:0018503"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018512"	"12N3952:0018503"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018601"	"12N3952:0018504"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018603"	"12N3952:0018504"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3952:0018605"	"12N3952:0018604"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3953:0018802"	"12N3953:0018804"	"tqe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3960:0019701"	"12N3960:0019701"	"we"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3960:0019703"	"12N3960:0019703"	"we"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3960:0019706"	"12N3960:0019706"	"tqe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3961:0019903"	"12N3961:0019903"	"we"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3961:0019911"	"12N3961:0019911"	"we"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3961:0019913"	"12N3961:0019913"	"tqe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3962:0020204"	"12N3962:0020211"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3966:0020701"	"12N3966:0020701"	"ee"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3966:0020703"	"12N3966:0020707"	"ee"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3966:0020706"	"12N3966:0020701"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3966:0020709"	"12N3966:0020705"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3966:0020711"	"12N3966:0020705"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3966:0020712"	"12N3966:0020707"	"tqe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3975:0022001"	"12N3975:0022009"	"xe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3975:0022003"	"12N3975:0022001"	"qe"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3975:0022008"	"12N3975:0022006"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3980:0022801"	"12N3980:0022801"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3980:0022802"	"12N3980:0022802"	"he"		"v00153"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3980:0022803"	"12N3980:0022801"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3980:0022805"	"12N3980:0022801"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3980:0022807"	"12N3980:0022801"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3980:0022808"	"12N3980:0022802"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3980:0022811"	"12N3980:0022802"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3983:0023201"	"12N3983:0023202"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3983:0023202"	"12N3983:0023202"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3983:0023208"	"12N3983:0023208"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3616:0024405"	"12N3616:0024412"	"ee"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3990:0024511"	"12N3990:0024511"	"xe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3993:0024901"	"12N3993:0024901"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3993:0024902"	"12N3993:0024902"	"ee"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3993:0024910"	"12N3993:0024910"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4002:0026403"	"12N4002:0026403"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4002:0026411"	"12N4002:0026411"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4002:0026413"	"12N4002:0026411"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4020:0028912"	"12N4020:0028912"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N3460:0029708"	"12N3460:0029706"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4028:0030302"	"12N4028:0030302"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4028:0030308"	"12N4028:0030308"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4028:0030310"	"12N4028:0030310"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4032:0030802"	"12N4032:0030802"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4033:0030902"	"12N4033:0030902"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4036:0031202"	"12N4036:0031203"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4036:0031204"	"12N4036:0031206"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4037:0031509"	"12N4037:0031509"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4037:0031510"	"12N4037:0031510"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4038:0031803"	"12N4038:0031803"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4038:0031805"	"12N4038:0031803"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N4038:0031807"	"12N4038:0031807"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N664:B0034702"	"12N664:B0034711"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N664:B0034711"	"12N663:B0034804"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N663:B0034804"	"12N664:B0034702"	"tqe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N655:S0034902"	"12N655:S0034904"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N655:S0034904"	"12N656:S0035003"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N656:S0035003"	"12N655:S0034902"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N657:W0035104"	"12N657:W0035108"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N657:W0035108"	"12N657:W0035111"	"he"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N658:W0035209"	"12N657:W0035104"	"qe"		"v00154"	"wade"	"Jan 17, 2014 7:43:05"	
"12N658:W0035209"	"12N657:W0035111"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N661:M0035304"	"12N661:M0035307"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N661:M0035306"	"12N661:M0035304"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N661:M0035307"	"12N661:M0035306"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035502"	"12N3939:0015202"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035503"	"12N4019:0034212"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035504"	"12N3652:0031702"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035505"	"12N4035:0031107"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035506"	"12N3939:0015204"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035507"	"12N4035:0031108"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035508"	"12N3936:0014403"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035509"	"12N4031:0030601"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035510"	"12N4049:0034204"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035801"	"12N1932:0002303"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035803"	"12N3921:0011913"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035805"	"12N4031:0030610"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035806"	"12N3921:0011902"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035808"	"12N4021:0029112"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0035809"	"12N3994:0025205"	"ee"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036101"	"12N3965:0020601"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036102"	"12N3729:0004505"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036104"	"12N3996:0025603"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036105"	"12N3626:0026306"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036106"	"12N3904:0007013"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036107"	"12N4031:0030601"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036108"	"12N3652:0031708"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036109"	"12N3729:0004501"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036111"	"12N3904:0007004"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036112"	"12N3912:0008310"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036113"	"12N3902:0006503"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036401"	"12N205:S0036401"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036402"	"12N1932:0002313"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036403"	"12N3626:0026308"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036406"	"12N3729:0004505"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036408"	"12N1932:0002307"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036410"	"12N3115:0003309"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036411"	"12N3899:0005903"	"qe"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036412"	"12N3920:0011307"	"he"		"v00155"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036702"	"12N3996:0025603"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036703"	"12N3970:0021101"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036704"	"12N4047:0033805"	"ee"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036705"	"12N3948:0017506"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036706"	"12N3930:0013608"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037307"	"12N4019:0028802"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036708"	"12N3930:0013611"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036709"	"12N3936:0014409"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0036710"	"12N3936:0014406"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037002"	"12N3939:0015211"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037003"	"12N3965:0020602"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037004"	"12N3965:0020603"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037006"	"12N3737:0004703"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037007"	"12N3912:0008311"	"ee"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037008"	"12N3729:00045"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037011"	"12N3930:0013606"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037301"	"12N1932:0002308"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037302"	"12N3973:0021508"	"fuzzy_cl"	5	"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037303"	"12N3973:0021512"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037304"	"12N3996:0025609"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037305"	"12N3652:0031704"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037306"	"12N1932:0002312"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037308"	"12N4031:0030611"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037309"	"12N4035:0031112"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037310"	"12N4047:0033811"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037311"	"12N4047:0033806"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037312"	"12N2216:0014913"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037313"	"12N3899:0005913"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037601"	"12N3920:0011306"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037602"	"12N3920:0011302"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037603"	"12N3988:0024002"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037604"	"12N3988:0024009"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037605"	"12N3988:0024012"	"tqe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037606"	"12N3996:0025606"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037607"	"12N4021:0029112"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037608"	"12N4021:0029112"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037610"	"12N3953:0018803"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037903"	"12N4019:0028805"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037904"	"12N3454:0027603"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037905"	"12N4017:0028311"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037906"	"12N3977:0022302"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037907"	"12N3454:0027603"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037910"	"12N3454:0027603"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037911"	"12N3973:0021509"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037912"	"12N4028:0030302"	"qe"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0037913"	"12N3977:0022301"	"he"		"v00156"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038201"	"12N4019:0028812"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038202"	"12N3965:0020603"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038203"	"12N3912:0008304"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038204"	"12N4028:0030310"	"ee"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038205"	"12N4028:0030308"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038206"	"12N3948:0017509"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038207"	"12N4035:0031107"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038208"	"12N3965:0020603"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038209"	"12N4047:0033809"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038508"	"12N3921:0011908"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038509"	"12N3948:0017512"	"xe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038510"	"12N3904:0007010"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038802"	"12N4002:0026405"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038804"	"12N3902:0006508"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038808"	"12N3902:0006505"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0038810"	"12N4002:0026411"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0039101"	"12N3977:0022306"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0039110"	"12N3936:0014403"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041303"	"12N4017:0028305"	"ee"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041304"	"12N3738:0000801"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041305"	"12N3626:0026302"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041601"	"12N3970:0021101"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041602"	"12N3970:0021101"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041605"	"12N4017:0028305"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041902"	"12N3202:0003802"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0041906"	"12N3738:0000804"	"qe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0042201"	"12N3874:0001802"	"ee"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0042202"	"12N3202:0003802"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0043101"	"12N3202:0003802"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0043101"	"12N3202:0003802"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N205:S0043104"	"12N3202:0003802"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0035902"	"12N3903:0006701"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0035903"	"12N3889:0004008"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0035905"	"12N3559:0008511"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0035906"	"12N3559:0008505"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0035909"	"12N3559:0008501"	"tqe"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0035911"	"12N3967:0020810"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0035912"	"12N3903:0006713"	"he"		"v00157"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0036201"	"12N3572:0012601"	"tqe"		"v00158"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0036206"	"12N3925:0012912"	"ee"		"v00158"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0036209"	"12N3925:0012909"	"he"		"v00158"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0036211"	"12N3572:0012612"	"tqe"		"v00158"	"wade"	"Jan 17, 2014 7:43:05"	
"12N305:W0036212"	"12N3573:0012702"	"tqe"		"v00158"	"wade"	"Jan 17, 2014 7:43:05"	
