ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R405:M0004402,17R4533:0019703,08/04/2017 11:31:57,1,0,0,toni,josh,
17R405:M0004614,17R4570:0019003,08/04/2017 11:33:01,1,0,0,toni,josh,
17R405:M0004608,17R4570:0019003,08/04/2017 11:35:39,1,0,0,toni,josh,
17R405:M0004605,17R4636:0014607,08/04/2017 11:37:48,1,0,0,toni,josh,
17R205:S0003615,17R2252:0011012,08/04/2017 11:41:55,1,0,0,toni,josh,
17R205:S0003612,17R2252:0011012,08/04/2017 11:43:52,1,0,0,toni,josh,
17R205:S0003610,17R2252:0011012,08/04/2017 11:45:08,1,0,0,toni,josh,
17R305:W0003905,17R4497:0016411,08/04/2017 11:54:34,1,0,0,toni,josh,
17R305:W0003902,17R4497:0016411,08/04/2017 11:56:03,1,0,0,toni,josh,
17R305:W0004009,17R4567:0019523,08/04/2017 11:57:12,1,0,0,toni,josh,
17R305:W0004112,17R4567:0019523,08/04/2017 11:57:55,1,0,0,toni,josh,
17R405:M0004714,17R0686:0019302,08/04/2017 12:09:12,1,0,0,toni,josh,
17R405:M0004713,17R0686:0019306,08/04/2017 12:11:14,1,0,0,toni,josh,
17R405:M0004711,17R0686:0019306,08/04/2017 12:12:36,1,0,0,toni,josh,
17R405:M0004712,17R4566:0019212,08/04/2017 12:14:31,1,0,0,toni,josh,
17R405:M0004710,17R4566:0019212,08/04/2017 12:14:37,1,0,0,toni,josh,
17R405:M0004709,17R4566:0019208,08/04/2017 12:16:14,1,0,0,toni,josh,
17R405:M0004705,17R4566:0019208,08/04/2017 12:17:10,1,0,0,toni,josh,
17R405:M0004704,17R4566:0019208,08/04/2017 12:17:38,1,0,0,toni,josh,
17R405:M0004703,17R4509:0017701,08/04/2017 12:19:48,1,0,0,toni,josh,
17R405:M0004701,17R4509:0017701,08/04/2017 12:20:46,1,0,0,toni,josh,
17R405:M0004606,17R4509:0017701,08/04/2017 12:21:14,1,0,0,toni,josh,
17R205:S0003616,17R4522:0019425,08/04/2017 12:33:54,1,0,0,toni,josh,
17R205:S0003414,17R4522:0019419,08/04/2017 12:36:11,1,0,0,toni,josh,
17R205:S0003410,17R4545:0018107,08/04/2017 12:37:26,1,0,0,toni,josh,
17R205:S0003617,17R4625:0015808,08/04/2017 12:38:02,1,0,0,toni,josh,
17R205:S0003702,17R2252:0011020,08/04/2017 12:39:08,1,0,0,toni,josh,
17R205:S0003710,17R4419:0011128,08/04/2017 12:40:36,1,0,0,toni,josh,
17R205:S0003611,17R4522:0019419,08/04/2017 12:43:07,1,0,0,toni,josh,
17R205:S0003308,17R4545:0018107,08/04/2017 12:47:13,1,0,0,toni,josh,
17R205:S0003309,17R4419:0011128,08/04/2017 12:48:06,1,0,0,toni,josh,
17R205:S0001514,17R4545:0018107,08/04/2017 12:50:01,1,0,0,toni,josh,
17R4227:0006313,17R4227:0006317,08/04/2017 12:57:10,1,0,0,toni,josh,
17R4227:0006315,17R4227:0006317,08/04/2017 12:57:19,1,0,0,toni,josh,
17R4227:0006316,17R4227:0006317,08/04/2017 12:57:22,1,0,0,toni,josh,
17R4227:0006317,17R4227:0006317,08/04/2017 12:57:26,1,0,0,toni,josh,
17R4441:0006702,17R4441:0006706,08/04/2017 13:04:03,1,0,0,toni,josh,
17R4441:0006701,17R4441:0006706,08/04/2017 13:04:06,1,0,0,toni,josh,
17R4441:0006703,17R4441:0006706,08/04/2017 13:04:09,1,0,0,toni,josh,
17R4441:0006704,17R4441:0006706,08/04/2017 13:04:11,1,0,0,toni,josh,
17R4441:0006709,17R4441:0006706,08/04/2017 13:04:14,1,0,0,toni,josh,
17R4085:0007107,17R4085:0007106,08/04/2017 13:06:15,1,0,0,toni,josh,
17R4085:0007113,17R4085:0007106,08/04/2017 13:06:18,1,0,0,toni,josh,
17R4085:0007114,17R4085:0007109,08/04/2017 13:07:38,1,0,0,toni,josh,
17R4085:0007117,17R4085:0007109,08/04/2017 13:07:42,1,0,0,toni,josh,
17R4085:0007109,17R4085:0007109,08/04/2017 13:08:39,1,0,0,toni,josh,
17R4577:0009301,17R4577:0009308,08/04/2017 13:16:04,1,0,0,toni,josh,
17R4577:0009304,17R4577:0009308,08/04/2017 13:16:06,1,0,0,toni,josh,
17R4577:0009305,17R4577:0009308,08/04/2017 13:16:09,1,0,0,toni,josh,
17R4577:0009306,17R4577:0009308,08/04/2017 13:16:11,1,0,0,toni,josh,
17R4577:0009309,17R4577:0009308,08/04/2017 13:16:13,1,0,0,toni,josh,
17R4542:0009514,17R4542:0009409,08/04/2017 13:20:07,1,0,0,toni,josh,
17R4542:0009511,17R4542:0009409,08/04/2017 13:23:01,1,0,0,toni,josh,
17R4542:0009509,17R4542:0009409,08/04/2017 13:23:03,1,0,0,toni,josh,
17R4542:0009409,17R4542:0009409,08/04/2017 13:24:12,1,0,0,toni,josh,
17R4227:0006310,17R4227:0006310,08/04/2017 13:26:07,1,0,0,toni,josh,
17R4581:0021511,17R4581:0021511,08/04/2017 13:31:29,1,0,0,toni,josh,
