plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
17R2252:0011002,08/04/2017 16:15:00,1,0,toni,0,0,0,
17R4227:0006317,08/04/2017 15:52:09,1,0,toni,0,0,0,
17R4419:0011128,08/04/2017 16:08:30,1,0,toni,0,0,0,
17R4419:0011132,08/04/2017 16:08:30,1,0,toni,0,0,0,
17R4542:0009404,08/04/2017 16:08:30,1,0,toni,0,0,0,
17R4542:0009409,08/04/2017 16:08:30,1,0,toni,0,0,0,
17R4542:0009415,08/04/2017 16:08:28,1,0,toni,0,0,0,
17R4545:0018107,08/04/2017 16:08:32,1,0,toni,0,0,0,
17R4556:0010305,08/04/2017 16:29:10,1,0,toni,0,0,0,
17R0689:0023203,08/04/2017 16:10:00,1,1,toni,0,0,0,
17R0689:0023210,08/04/2017 16:10:00,1,1,toni,0,0,0,
17R0689:0023212,08/04/2017 16:12:41,1,1,toni,0,0,0,
17R4577:0009308,08/04/2017 15:55:17,1,1,toni,0,0,0,
