ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
17R405:M0004906,17R4552:0012206,08/08/2017 10:34:46,1,0,0,toni,josh,
17R3946:0006906,17R3946:0006904,08/08/2017 10:39:22,1,0,0,toni,josh,
17R3946:0006905,17R3946:0006904,08/08/2017 10:39:27,1,0,0,toni,josh,
17R4492:0007902,17R4492:0007906,08/08/2017 10:44:08,1,0,0,toni,josh,
17R4492:0007905,17R4492:0007906,08/08/2017 10:44:48,1,0,0,toni,josh,
17R4492:0007910,17R4492:0007909,08/08/2017 10:49:00,1,0,0,toni,josh,
17R4492:0007904,17R4492:0007909,08/08/2017 10:49:03,1,0,0,toni,josh,
17R4494:0008717,17R4494:0008701,08/08/2017 10:53:54,1,0,0,toni,josh,
17R4494:0008702,17R4494:0008701,08/08/2017 10:53:57,1,0,0,toni,josh,
17R4542:0009506,17R4542:0009415,08/08/2017 10:55:27,1,0,0,toni,josh,
17R4541:0009709,17R4541:0009712,08/08/2017 10:59:31,1,0,0,toni,josh,
17R4541:0009705,17R4541:0009712,08/08/2017 10:59:39,1,0,0,toni,josh,
17R3946:0006911,17R3946:0006911,08/08/2017 11:05:55,1,0,0,toni,josh,
17R4556:0010305,17R4556:0010305,08/08/2017 11:08:23,1,0,0,toni,josh,
