ma plantID,pa plantID,ok,fuzzy_cl,num_cl,fungus,polltn_note,datetime,observer,harvest
17R205:S0001317,17R4477:0016203,1,he,,,,09/24/2017 12:00:00,josh,
17R205:S0001401,17R4419:0011112,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001410,17R4419:0011113,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001418,17R4419:0011112,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001501,17R2252:0011014,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001502,17R2252:0011020,1,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0001504,17R2252:0011014,1,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0001508,17R2252:0011014,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001509,17R4419:0011112,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001510,17R2252:0011014,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001511,17R2252:0011020,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001512,17R2252:0011020,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001513,17R2252:0011020,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001514,17R4545:0018107,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001516,17R4419:0011113,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0001517,17R4419:0011112,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003301,17R4545:0018107,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003302,17R4419:0011134,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003303,17R2252:0011001,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003306,17R4545:0018107,0,fuzzy_cl,24,,,09/24/2017 12:00:00,josh,
17R205:S0003307,17R4545:0018107,1,fuzzy_cl,40,,,09/24/2017 12:00:00,josh,
17R205:S0003308,17R4545:0018107,1,we,,,ue; pe; fs,09/24/2017 12:00:00,josh,
17R205:S0003309,17R4419:0011128,1,tqe,,,ue; pe,09/24/2017 12:00:00,josh,
17R205:S0003316,17R4419:0011132,1,he,,,ls; dip,09/24/2017 12:00:00,josh,
17R205:S0003317,17R4419:0011132,1,we,,,ls; mis; dip,09/24/2017 12:00:00,josh,
17R205:S0003405,17R4419:0011134,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003407,17R2252:0011001,1,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003408,17R2252:0011001,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003410,17R4545:0018107,1,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003411,17R2252:0011019,1,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003412,17R2252:0011019,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003414,17R4522:0019419,1,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003415,17R4419:0011132,1,we,,,ls; prefer this ear,09/24/2017 12:00:00,josh,
17R205:S0003501,17R4539:0017508,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003502,17R4419:0011134,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003503,17R4562:0016803,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003504,17R4419:0011128,1,tqe,,,,09/24/2017 12:00:00,josh,
17R205:S0003505,17R4419:0011108,1,tqe,,,ue; silking,09/24/2017 12:00:00,josh,
17R205:S0003506,17R4562:0016806,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003507,17R4562:0016803,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003509,17R4562:0016803,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003510,17R2252:0011019,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003512,17R4419:0011128,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003513,17R4419:0011108,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003514,17R4562:0016806,1,,30,1,was tqe; fun; dip,09/24/2017 12:00:00,josh,
17R205:S0003515,17R4419:0011128,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003516,17R4419:0011108,1,we,,,,09/24/2017 12:00:00,josh,
17R205:S0003517,17R4562:0016806,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
,,1,we,,,,09/24/2017 12:00:00,josh,
