plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
17R4573:0007717,08/08/2017 10:00:00,1,0,toni,0,0,0,
17R4494:0008701,08/08/2017 10:00:00,1,0,toni,0,0,0,
17R4541:0009712,08/07/2017 16:49:26,1,0,toni,0,0,0,
17R4555:0009803,08/07/2017 16:51:06,1,0,toni,0,0,0,
17R4556:0010305,08/07/2017 16:53:24,1,0,toni,0,0,0,
17R3486:0011902,08/08/2017 10:00:00,1,0,toni,0,0,0,
17R4551:0012130,08/08/2017 10:00:00,1,0,toni,0,0,0,
17R4552:0012206,08/08/2017 10:00:00,1,0,toni,0,0,0,
17R4054:0012308,08/08/2017 10:00:00,1,0,toni,0,0,0,
17R4636:0014607,08/08/2017 10:00:00,1,0,toni,0,0,0,
17R3946:0006901,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R3946:0006905,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R3946:0006906,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R3946:0006908,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4492:0007902,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4492:0007904,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4492:0007905,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4492:0007910,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4542:0009506,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4541:0009702,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4541:0009705,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4541:0009709,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4555:0009901,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R4555:0009907,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003412,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003411,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003407,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003303,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003408,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003510,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003513,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R205:S0003516,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002109,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002205,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002208,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002412,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002610,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002604,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002602,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002701,08/07/2017 16:30:00,0,1,toni,0,0,0,
17R405:M0002705,08/07/2017 16:30:00,0,1,toni,0,0,0,
