plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
16R0689:0014913,08/02/2016 12:57:20,1,1,toni,0,0,0,
16R0701:0016103,08/02/2016 13:17:01,1,1,toni,0,0,0,
16R0699:0015910,08/02/2016 13:23:53,1,1,toni,0,0,0,
16R0699:0015909,08/02/2016 13:24:28,1,1,toni,0,0,0,
16R0699:0015908,08/02/2016 13:24:48,1,1,toni,0,0,0,
16R0697:0015710,08/02/2016 13:26:25,1,1,toni,0,0,0,
16R0697:0015711,08/02/2016 13:27:34,1,1,toni,0,0,0,
16R0694:0015401,08/02/2016 13:31:22,1,1,toni,0,0,0,
16R0694:0015402,08/02/2016 13:32:41,1,1,toni,0,0,0,
16R0689:0014910,08/02/2016 13:42:50,1,1,toni,0,0,0,
16R0689:0014903,08/02/2016 13:38:56,1,1,toni,0,0,0,
16R0689:0014913,08/02/2016 13:40:53,1,1,toni,0,0,0,
16R0688:0014804,08/02/2016 13:42:44,1,1,toni,0,0,0,
16R0688:0014805,08/02/2016 13:44:15,1,1,toni,0,0,0,
16R0687:0014708,08/02/2016 13:46:28,1,1,toni,0,0,0,
16R0687:0014709,08/02/2016 13:48:51,1,1,toni,0,0,0,
16R0690:0015003,08/02/2016 13:51:30,1,1,toni,0,0,0,
16R0691:0015107,08/02/2016 13:52:23,1,1,toni,0,0,0,
16R0691:0015106,08/02/2016 13:54:53,1,1,toni,0,0,0,
16R0693:0015306,08/02/2016 13:56:10,1,1,toni,0,0,0,
16R0693:0015304,08/02/2016 13:57:58,1,1,toni,0,0,0,
