ma plantID,pa plantID,datetime,ear1,ear2,repeat,bee,pilot,cross
16R205:S0000612,16R4445:0009809,07/30/2016 10:42:00,1,0,0,toni,toni,
16R205:S0000609,16R4445:0009809,07/30/2016 10:42:18,1,0,0,toni,toni,
16R205:S0000608,16R4445:0009809,07/30/2016 10:42:44,1,0,0,toni,toni,
16R205:S0000610,16R4519:0012802,07/30/2016 10:43:11,1,0,0,toni,toni,
16R205:S0000611,16R4007:0011605,06/30/2016 10:51:55,1,0,0,toni,toni,
16R205:S0000607,16R4507:0010908,07/30/2016 10:52:21,1,0,0,toni,toni,
16R205:S0000602,16R4007:0011605,07/30/2016 10:52:47,1,0,0,toni,toni,
16R205:S0000605,16R4007:0011605,07/30/2016 10:53:32,1,0,0,toni,toni,
16R205:S0001306,16R6970:0015711,07/30/2016 12:11:20,1,0,0,toni,toni,
16R205:S0001103,16R6970:0015710,07/30/2016 12:11:54,1,0,0,toni,toni,
16R205:S0001111,16R6980:0015802,07/30/2016 12:12:13,1,0,0,toni,toni,
16R205:S0001113,16R6980:0015801,07/30/2016 12:12:27,1,0,0,toni,toni,
16R205:S0002612,16R6930:0015304,07/30/2016 12:16:02,1,0,0,toni,toni,
16R205:S0002714,16R6930:0015309,07/30/2016 12:16:31,1,0,0,toni,toni,
16R205:S0000604,16R4011:0011703,08/02/2016 12:41:50,1,0,0,toni,toni,
16R205:S0000613,16R4513:0011501,08/02/2016 12:46:33,1,0,0,toni,toni,
16R205:S0002609,16R4445:0009808,08/02/2016 12:51:23,1,0,0,toni,toni,
16R205:S0002611,16R4391:0010703,08/02/2016 12:51:48,1,0,0,toni,toni,
16R205:S0002616,16R4445:0009807,08/02/2016 12:52:32,1,0,0,toni,toni,
16R0693:0015309,16R0693:0015309,08/02/2016 12:58:38,1,0,0,toni,toni,
16R0694:0015406,16R0694:0015406,08/02/2016 13:00:50,1,0,0,toni,toni,
16R0697:0015708,16R0697:0015708,08/02/2016 13:02:39,1,0,0,toni,toni,
16R0698:0015811,16R0698:0015811,08/02/2016 13:09:27,1,0,0,toni,toni,
16R0698:0015808,16R0698:0015808,08/02/2016 13:09:50,1,0,0,toni,toni,
16R0698:0015804,16R0698:0015804,08/02/2016 13:10:23,1,0,0,toni,toni,
16R0702:0016201,16R0702:0016201,08/02/2016 13:12:01,1,0,0,toni,toni,
16R0687:0014708,16R0687:0014708,08/03/2016 11:00:00,1,0,0,toni,toni,
16R0687:0014709,16R0687:0014709,08/03/2016 11:02:31,1,0,0,toni,toni,
16R0688:0014805,16R0688:0014805,08/03/2016 11:06:27,1,0,0,toni,toni,
16R0689:0014903,16R0689:0014903,08/03/2016 11:06:49,1,0,0,toni,toni,
16R0689:0014910,16R0689:0014910,08/03/2016 11:07:06,1,0,0,toni,toni,
16R0689:0014913,16R0689:0014913,08/03/2016 11:07:27,1,0,0,toni,toni,
16R0688:0014802,16R0688:0014802,08/03/2016 11:41:13,1,0,0,toni,toni,
16R0688:0014804,16R0688:0014804,08/03/2016 11:41:29,1,0,0,toni,toni,
16R0691:0015107,16R0691:0015107,08/03/2016 11:44:14,1,0,0,toni,toni,
16R0691:0015106,16R0691:0015106,08/03/2016 11:44:42,1,0,0,toni,toni,
16R0690:0015003,16R0690:0015003,08/03/2016 11:44:59,1,0,0,toni,toni,
16R0693:0015306,16R0693:0015306,08/03/2016 11:48:39,1,0,0,toni,toni,
16R0693:0015304,16R0693:0015304,08/03/2016 11:49:26,1,0,0,toni,toni,
16R0693:0015303,16R0693:0015303,08/03/2016 11:49:44,1,0,0,toni,toni,
16R0692:0015202,16R0692:0015202,08/03/2016 11:50:13,1,0,0,toni,toni,
16R0692:0015201,16R0692:0015201,08/03/2016 11:50:38,1,0,0,toni,toni,
16R0697:0015710,16R0697:0015710,08/03/2016 11:52:44,1,0,0,toni,toni,
16R0697:0015711,16R0697:0015711,08/03/2016 11:54:14,1,0,0,toni,toni,
16R0699:0015908,16R0699:0015908,08/03/2016 11:55:14,1,0,0,toni,toni,
16R0699:0015909,16R0699:0015909,08/03/2016 11:56:06,1,0,0,toni,toni,
16R0699:0015910,16R0699:0015910,08/03/2016 11:56:41,1,0,0,toni,toni,
16R0694:0015401,16R0694:0015401,08/03/2016 11:57:52,1,0,0,toni,toni,
16R0694:0015402,16R0694:0015402,08/03/2016 11:58:42,1,0,0,toni,toni,
