plantID,datetime,tassel_bagged,ear1_cut,observer,popped_tassel,cut_tassel,ear2_cut,cross_prep
16R4470:0004602,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4471:0004707,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4472:0004806,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4474:0005001,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4476:0005202,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4478:0005401,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4479:0005503,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4479:0005504,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4479:0005506,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4481:0005709,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4483:0005906,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4496:0009201,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4496:0009209,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4222:0009405,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4222:0009409,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4499:0009607,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4390:0010609,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4391:0010710,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4391:0010711,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4507:0010901,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4509:0011103,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4509:0011104,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4511:0011304,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4298:0012401,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4298:0012406,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4520:0012908,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4520:0012909,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4522:0013106,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4526:0013502,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4526:0013504,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4526:0013508,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4528:0013704,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4528:0013706,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4534:0014307,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4537:0014607,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4537:0014608,07/24/2016 0:00:00,1,0,toni,0,0,0,
16R4537:0014611,07/24/2016 0:00:00,1,0,toni,0,0,0,
